Month,Day,Year,Hour,UCDdemand_kW
2,18,2023,3,18834
2,18,2023,4,19058
2,18,2023,5,19843
2,18,2023,6,19363
2,18,2023,7,21089
2,18,2023,8,20572
2,18,2023,9,20618
2,18,2023,10,19974
2,18,2023,11,19768
2,18,2023,12,20690
2,18,2023,13,20404
2,18,2023,14,20313
2,18,2023,15,19807
2,18,2023,16,20728
2,18,2023,17,20134
2,18,2023,18,21998
2,18,2023,19,24070
2,18,2023,20,23160
2,18,2023,21,23318
2,18,2023,22,22598
2,18,2023,23,21973
2,19,2023,0,21670
2,19,2023,1,21832
2,19,2023,2,22197
2,19,2023,3,19878
2,19,2023,4,18225
2,19,2023,5,19265
2,19,2023,6,19897
2,19,2023,7,20301
2,19,2023,8,20150
2,19,2023,9,20023
2,19,2023,10,19758
2,19,2023,11,19848
2,19,2023,12,19800
2,19,2023,13,20151
2,19,2023,14,20145
2,19,2023,15,19923
2,19,2023,16,20077
2,19,2023,17,20320
2,19,2023,18,20374
2,19,2023,19,20167
2,19,2023,20,19878
2,19,2023,21,19270
2,19,2023,22,18774
2,19,2023,23,18662
2,20,2023,0,18486
2,20,2023,1,18422
2,20,2023,2,18200
2,20,2023,3,18485
2,20,2023,4,18631
2,20,2023,5,19733
2,20,2023,6,20442
2,20,2023,7,20505
2,20,2023,8,20170
2,20,2023,9,20172
2,20,2023,10,19967
2,20,2023,11,20197
2,20,2023,12,20357
2,20,2023,13,20462
2,20,2023,14,20604
2,20,2023,15,20541
2,20,2023,16,20778
2,20,2023,17,21165
2,20,2023,18,21607
2,20,2023,19,21223
2,20,2023,20,20855
2,20,2023,21,20246
2,20,2023,22,19302
2,20,2023,23,20310
2,21,2023,0,22070
2,21,2023,1,22518
2,21,2023,2,22103
2,21,2023,3,22422
2,21,2023,4,22536
2,21,2023,5,23895
2,21,2023,6,25410
2,21,2023,7,26636
2,21,2023,8,28166
2,21,2023,9,27120
2,21,2023,10,26631
2,21,2023,11,27735
2,21,2023,12,27282
2,21,2023,13,26702
2,21,2023,14,25664
2,21,2023,15,25455
2,21,2023,16,24596
2,21,2023,17,24141
2,21,2023,18,24452
2,21,2023,19,23144
2,21,2023,20,22610
2,21,2023,21,21835
2,21,2023,22,20775
2,21,2023,23,20194
2,22,2023,0,19633
2,22,2023,1,19356
2,22,2023,2,19069
2,22,2023,3,19105
2,22,2023,4,19793
2,22,2023,5,21096
2,22,2023,6,22930
2,22,2023,7,23966
2,22,2023,8,24966
2,22,2023,9,25639
2,22,2023,10,25392
2,22,2023,11,25148
2,22,2023,12,25545
2,22,2023,13,23458
2,22,2023,14,25577
2,22,2023,15,25302
2,22,2023,16,24356
2,22,2023,17,24317
2,22,2023,18,24195
2,22,2023,19,23427
2,22,2023,20,22896
2,22,2023,21,22057
2,22,2023,22,21334
2,22,2023,23,20728
2,23,2023,0,19781
2,23,2023,1,19451
2,23,2023,2,19451
2,23,2023,3,19498
2,23,2023,4,19913
2,23,2023,5,21250
2,23,2023,6,22772
2,23,2023,7,24316
2,23,2023,8,26658
2,23,2023,9,30165
2,23,2023,10,30333
2,23,2023,11,30533
2,23,2023,12,30593
2,23,2023,13,30203
2,23,2023,14,30005
2,23,2023,15,29586
2,23,2023,16,28556
2,23,2023,17,24689
2,23,2023,18,24423
2,23,2023,19,23735
2,23,2023,20,22966
2,23,2023,21,21897
2,23,2023,22,21033
2,23,2023,23,20825
2,24,2023,0,19897
2,24,2023,1,19862
2,24,2023,2,19561
2,24,2023,3,19784
2,24,2023,4,20327
2,24,2023,5,21469
2,24,2023,6,23004
2,24,2023,7,24570
2,24,2023,8,25334
2,24,2023,9,25802
2,24,2023,10,26212
2,24,2023,11,26339
2,24,2023,12,25806
2,24,2023,13,25499
2,24,2023,14,25781
2,24,2023,15,25152
2,24,2023,16,24439
2,24,2023,17,24051
2,24,2023,18,23782
2,24,2023,19,22760
2,24,2023,20,22263
2,24,2023,21,21432
2,24,2023,22,20857
2,24,2023,23,20153
2,25,2023,0,19689
2,25,2023,1,19273
2,25,2023,2,19225
2,25,2023,3,18819
2,25,2023,4,18994
2,25,2023,5,19746
2,25,2023,6,20114
2,25,2023,7,20680
2,25,2023,8,21152
2,25,2023,9,21196
2,25,2023,10,21492
2,25,2023,11,21289
2,25,2023,12,21446
2,25,2023,13,21588
2,25,2023,14,21487
2,25,2023,15,21635
2,25,2023,16,24634
2,25,2023,17,25512
2,25,2023,18,25352
2,25,2023,19,25033
2,25,2023,20,24377
2,25,2023,21,23434
2,25,2023,22,22489
2,25,2023,23,22344
2,26,2023,0,21772
2,26,2023,1,19897
2,26,2023,2,18665
2,26,2023,3,18643
2,26,2023,4,18754
2,26,2023,5,19268
2,26,2023,6,20047
2,26,2023,7,20298
2,26,2023,8,20706
2,26,2023,9,20897
2,26,2023,10,21186
2,26,2023,11,21254
2,26,2023,12,21193
2,26,2023,13,21645
2,26,2023,14,21993
2,26,2023,15,21698
2,26,2023,16,21700
2,26,2023,17,22204
2,26,2023,18,22148
2,26,2023,19,21613
2,26,2023,20,20249
2,26,2023,21,20809
2,26,2023,22,20266
2,26,2023,23,20714
2,27,2023,0,19478
2,27,2023,1,18284
2,27,2023,2,19193
2,27,2023,3,19184
2,27,2023,4,19697
2,27,2023,5,22191
2,27,2023,6,22847
2,27,2023,7,24313
2,27,2023,8,24053
2,27,2023,9,26117
2,27,2023,10,28466
2,27,2023,11,25956
2,27,2023,12,26915
2,27,2023,13,27824
2,27,2023,14,25127
2,27,2023,15,25991
2,27,2023,16,25164
2,27,2023,17,24731
2,27,2023,18,24870
2,27,2023,19,23720
2,27,2023,20,23288
2,27,2023,21,22441
2,27,2023,22,21545
2,27,2023,23,21033
2,28,2023,0,20298
2,28,2023,1,19962
2,28,2023,2,19882
2,28,2023,3,19553
2,28,2023,4,20049
2,28,2023,5,21122
2,28,2023,6,22628
2,28,2023,7,24207
2,28,2023,8,25839
2,28,2023,9,27192
2,28,2023,10,28083
2,28,2023,11,27937
2,28,2023,12,28076
2,28,2023,13,27023
2,28,2023,14,27584
2,28,2023,15,30132
2,28,2023,16,30733
2,28,2023,17,30305
2,28,2023,18,29689
2,28,2023,19,27449
2,28,2023,20,26969
2,28,2023,21,25738
2,28,2023,22,24969
2,28,2023,23,24361
3,1,2023,0,21513
3,1,2023,1,19945
3,1,2023,2,19929
3,1,2023,3,19872
3,1,2023,4,20400
3,1,2023,5,21679
3,1,2023,6,23041
3,1,2023,7,24467
3,1,2023,8,26650
3,1,2023,9,26998
3,1,2023,10,26974
3,1,2023,11,26514
3,1,2023,12,26288
3,1,2023,13,26522
3,1,2023,14,26429
3,1,2023,15,25935
3,1,2023,16,24538
3,1,2023,17,24657
3,1,2023,18,24566
3,1,2023,19,23544
3,1,2023,20,23064
3,1,2023,21,22217
3,1,2023,22,21449
3,1,2023,23,21049
3,2,2023,0,20329
3,2,2023,1,19689
3,2,2023,2,19305
3,2,2023,3,19521
3,2,2023,4,19667
3,2,2023,5,21138
3,2,2023,6,22293
3,2,2023,7,24275
3,2,2023,8,25790
3,2,2023,9,26238
3,2,2023,10,25923
3,2,2023,11,25829
3,2,2023,12,25584
3,2,2023,13,25808
3,2,2023,14,25595
3,2,2023,15,25280
3,2,2023,16,24881
3,2,2023,17,24029
3,2,2023,18,24265
3,2,2023,19,23031
3,2,2023,20,22759
3,2,2023,21,21767
3,2,2023,22,21431
3,2,2023,23,23880
3,3,2023,0,23880
3,3,2023,1,23529
3,3,2023,2,23194
3,3,2023,3,22934
3,3,2023,4,23319
3,3,2023,5,24711
3,3,2023,6,25822
3,3,2023,7,25001
3,3,2023,8,25515
3,3,2023,9,25734
3,3,2023,10,25712
3,3,2023,11,25644
3,3,2023,12,25420
3,3,2023,13,25160
3,3,2023,14,24994
3,3,2023,15,24857
3,3,2023,16,24387
3,3,2023,17,23471
3,3,2023,18,23075
3,3,2023,19,22181
3,3,2023,20,21797
3,3,2023,21,20821
3,3,2023,22,20133
3,3,2023,23,19799
3,4,2023,0,19449
3,4,2023,1,19033
3,4,2023,2,18794
3,4,2023,3,18805
3,4,2023,4,18900
3,4,2023,5,19671
3,4,2023,6,20369
3,4,2023,7,20914
3,4,2023,8,21041
3,4,2023,9,20941
3,4,2023,10,21219
3,4,2023,11,21645
3,4,2023,12,21917
3,4,2023,13,21401
3,4,2023,14,21011
3,4,2023,15,20838
3,4,2023,16,21276
3,4,2023,17,21776
3,4,2023,18,21960
3,4,2023,19,21704
3,4,2023,20,21304
3,4,2023,21,20632
3,4,2023,22,19672
3,4,2023,23,19337
3,5,2023,0,19130
3,5,2023,1,19034
3,5,2023,2,18969
3,5,2023,3,19040
3,5,2023,4,18992
3,5,2023,5,19571
3,5,2023,6,20539
3,5,2023,7,23861
3,5,2023,8,24370
3,5,2023,9,24388
3,5,2023,10,24236
3,5,2023,11,24680
3,5,2023,12,24299
3,5,2023,13,24466
3,5,2023,14,24740
3,5,2023,15,24671
3,5,2023,16,23909
3,5,2023,17,22453
3,5,2023,18,21944
3,5,2023,19,21735
3,5,2023,20,21703
3,5,2023,21,20935
3,5,2023,22,20312
3,5,2023,23,19849
3,6,2023,0,19514
3,6,2023,1,19338
3,6,2023,2,19130
3,6,2023,3,19138
3,6,2023,4,19540
3,6,2023,5,21028
3,6,2023,6,22640
3,6,2023,7,24020
3,6,2023,8,25041
3,6,2023,9,25607
3,6,2023,10,25902
3,6,2023,11,26310
3,6,2023,12,26635
3,6,2023,13,25132
3,6,2023,14,25211
3,6,2023,15,24497
3,6,2023,16,24639
3,6,2023,17,24392
3,6,2023,18,24122
3,6,2023,19,23177
3,6,2023,20,22601
3,6,2023,21,21849
3,6,2023,22,21193
3,6,2023,23,20681
3,7,2023,0,19930
3,7,2023,1,19418
3,7,2023,2,19242
3,7,2023,3,19188
3,7,2023,4,19494
3,7,2023,5,20947
3,7,2023,6,22305
3,7,2023,7,23463
3,7,2023,8,24491
3,7,2023,9,25201
3,7,2023,10,25245
3,7,2023,11,24799
3,7,2023,12,24945
3,7,2023,13,25200
3,7,2023,14,25291
3,7,2023,15,25123
3,7,2023,16,25116
3,7,2023,17,24419
3,7,2023,18,24141
3,7,2023,19,23513
3,7,2023,20,22777
3,7,2023,21,21673
3,7,2023,22,20938
3,7,2023,23,20362
3,8,2023,0,19466
3,8,2023,1,19258
3,8,2023,2,19178
3,8,2023,3,19029
3,8,2023,4,20978
3,8,2023,5,24755
3,8,2023,6,26083
3,8,2023,7,26341
3,8,2023,8,31391
3,8,2023,9,30871
3,8,2023,10,30867
3,8,2023,11,29528
3,8,2023,12,27525
3,8,2023,13,25504
3,8,2023,14,25801
3,8,2023,15,25537
3,8,2023,16,24849
3,8,2023,17,24099
3,8,2023,18,22891
3,8,2023,19,23186
3,8,2023,20,23920
3,8,2023,21,21700
3,8,2023,22,19763
3,8,2023,23,20467
3,9,2023,0,20053
3,9,2023,1,19720
3,9,2023,2,19321
3,9,2023,3,19222
3,9,2023,4,20614
3,9,2023,5,19672
3,9,2023,6,22241
3,9,2023,7,23407
3,9,2023,8,24770
3,9,2023,9,25236
3,9,2023,10,25678
3,9,2023,11,25824
3,9,2023,12,25443
3,9,2023,13,25844
3,9,2023,14,27012
3,9,2023,15,25837
3,9,2023,16,25567
3,9,2023,17,25446
3,9,2023,18,24996
3,9,2023,19,24040
3,9,2023,20,23256
3,9,2023,21,22601
3,9,2023,22,24106
3,9,2023,23,24218
3,10,2023,0,23242
3,10,2023,1,22986
3,10,2023,2,22618
3,10,2023,3,22346
3,10,2023,4,22522
3,10,2023,5,23674
3,10,2023,6,23132
3,10,2023,7,24264
3,10,2023,8,24675
3,10,2023,9,25654
3,10,2023,10,25756
3,10,2023,11,26151
3,10,2023,12,25407
3,10,2023,13,25296
3,10,2023,14,24922
3,10,2023,15,24628
3,10,2023,16,23993
3,10,2023,17,23104
3,10,2023,18,23414
3,10,2023,19,22390
3,10,2023,20,21830
3,10,2023,21,21222
3,10,2023,22,20566
3,10,2023,23,19670
3,11,2023,0,19254
3,11,2023,1,18918
3,11,2023,2,18758
3,11,2023,3,18551
3,11,2023,4,18585
3,11,2023,5,19130
3,11,2023,6,19775
3,11,2023,7,20382
3,11,2023,8,20397
3,11,2023,9,22314
3,11,2023,10,22502
3,11,2023,11,23112
3,11,2023,12,21207
3,11,2023,13,21428
3,11,2023,14,21386
3,11,2023,15,21224
3,11,2023,16,21577
3,11,2023,17,21866
3,11,2023,18,21717
3,11,2023,19,21175
3,11,2023,20,20871
3,11,2023,21,19959
3,11,2023,22,19095
3,11,2023,23,18680
3,12,2023,0,18487
3,12,2023,1,18472
3,12,2023,2,18472
3,12,2023,3,18233
3,12,2023,4,18202
3,12,2023,5,18682
3,12,2023,6,19210
3,12,2023,7,19932
3,12,2023,8,20114
3,12,2023,9,20173
3,12,2023,10,20593
3,12,2023,11,20612
3,12,2023,12,20881
3,12,2023,13,21092
3,12,2023,14,21402
3,12,2023,15,21459
3,12,2023,16,22892
3,12,2023,17,25042
3,12,2023,18,25608
3,12,2023,19,25479
3,12,2023,20,25193
3,12,2023,21,24681
3,12,2023,22,23737
3,12,2023,23,23129
3,13,2023,0,22585
3,13,2023,1,22234
3,13,2023,2,21674
3,13,2023,3,18602
3,13,2023,4,18730
3,13,2023,5,19786
3,13,2023,6,21370
3,13,2023,7,22977
3,13,2023,8,23781
3,13,2023,9,24457
3,13,2023,10,25129
3,13,2023,11,25418
3,13,2023,12,25019
3,13,2023,13,25149
3,13,2023,14,25243
3,13,2023,15,24866
3,13,2023,16,24101
3,13,2023,17,23579
3,13,2023,18,23236
3,13,2023,19,22853
3,13,2023,20,22280
3,13,2023,21,21544
3,13,2023,22,20840
3,13,2023,23,20424
3,14,2023,0,19192
3,14,2023,1,18840
3,14,2023,2,18471
3,14,2023,3,18440
3,14,2023,4,18695
3,14,2023,5,19545
3,14,2023,6,20826
3,14,2023,7,22954
3,14,2023,8,24490
3,14,2023,9,25543
3,14,2023,10,26042
3,14,2023,11,26132
3,14,2023,12,27978
3,14,2023,13,28622
3,14,2023,14,27778
3,14,2023,15,25305
3,14,2023,16,24548
3,14,2023,17,24213
3,14,2023,18,23721
3,14,2023,19,23116
3,14,2023,20,22842
3,14,2023,21,21994
3,14,2023,22,22872
3,14,2023,23,24506
3,15,2023,0,23850
3,15,2023,1,23306
3,15,2023,2,23178
3,15,2023,3,23066
3,15,2023,4,23528
3,15,2023,5,24503
3,15,2023,6,25780
3,15,2023,7,27303
3,15,2023,8,25801
3,15,2023,9,26273
3,15,2023,10,25952
3,15,2023,11,25021
3,15,2023,12,24651
3,15,2023,13,24407
3,15,2023,14,24509
3,15,2023,15,24162
3,15,2023,16,23865
3,15,2023,17,23429
3,15,2023,18,22955
3,15,2023,19,22718
3,15,2023,20,22423
3,15,2023,21,21559
3,15,2023,22,20854
3,15,2023,23,20278
3,16,2023,0,19622
3,16,2023,1,19319
3,16,2023,2,18920
3,16,2023,3,18745
3,16,2023,4,18970
3,16,2023,5,19978
3,16,2023,6,21321
3,16,2023,7,23620
3,16,2023,8,25112
3,16,2023,9,25835
3,16,2023,10,25978
3,16,2023,11,25571
3,16,2023,12,25308
3,16,2023,13,25494
3,16,2023,14,25476
3,16,2023,15,25296
3,16,2023,16,24118
3,16,2023,17,23494
3,16,2023,18,23018
3,16,2023,19,22673
3,16,2023,20,22360
3,16,2023,21,23576
3,16,2023,22,24663
3,16,2023,23,24279
3,17,2023,0,23511
3,17,2023,1,23063
3,17,2023,2,22967
3,17,2023,3,22680
3,17,2023,4,22937
3,17,2023,5,24057
3,17,2023,6,24954
3,17,2023,7,24713
3,17,2023,8,24668
3,17,2023,9,22702
3,17,2023,10,25358
3,17,2023,11,25431
3,17,2023,12,25341
3,17,2023,13,25237
3,17,2023,14,25320
3,17,2023,15,24837
3,17,2023,16,23668
3,17,2023,17,22740
3,17,2023,18,22094
3,17,2023,19,21909
3,17,2023,20,21752
3,17,2023,21,21352
3,17,2023,22,20471
3,17,2023,23,19671
3,18,2023,0,19079
3,18,2023,1,18887
3,18,2023,2,19703
3,18,2023,3,21815
3,18,2023,4,22024
3,18,2023,5,22617
3,18,2023,6,23369
3,18,2023,7,24036
3,18,2023,8,23908
3,18,2023,9,24080
3,18,2023,10,23797
3,18,2023,11,21971
3,18,2023,12,20721
3,18,2023,13,20996
3,18,2023,14,20841
3,18,2023,15,20853
3,18,2023,16,21136
3,18,2023,17,21113
3,18,2023,18,20918
3,18,2023,19,21186
3,18,2023,20,21062
3,18,2023,21,20309
3,18,2023,22,19381
3,18,2023,23,19061
3,19,2023,0,18611
3,19,2023,1,18247
3,19,2023,2,18021
3,19,2023,3,17093
3,19,2023,4,18852
3,19,2023,5,18436
3,19,2023,6,19147
3,19,2023,7,19901
3,19,2023,8,20343
3,19,2023,9,20484
3,19,2023,10,20547
3,19,2023,11,20723
3,19,2023,12,20688
3,19,2023,13,21004
3,19,2023,14,20991
3,19,2023,15,20925
3,19,2023,16,20052
3,19,2023,17,20819
3,19,2023,18,21028
3,19,2023,19,21042
3,19,2023,20,20824
3,19,2023,21,20600
3,19,2023,22,21592
3,19,2023,23,23208
3,20,2023,0,23916
3,20,2023,1,22542
3,20,2023,2,21996
3,20,2023,3,20864
3,20,2023,4,22042
3,20,2023,5,25093
3,20,2023,6,24779
3,20,2023,7,27468
3,20,2023,8,25854
3,20,2023,9,25498
3,20,2023,10,25354
3,20,2023,11,25243
3,20,2023,12,25241
3,20,2023,13,24949
3,20,2023,14,25080
3,20,2023,15,24002
3,20,2023,16,23374
3,20,2023,17,22447
3,20,2023,18,22024
3,20,2023,19,21959
3,20,2023,20,21717
3,20,2023,21,21300
3,20,2023,22,20676
3,20,2023,23,19780
3,21,2023,0,19476
3,21,2023,1,18964
3,21,2023,2,18645
3,21,2023,3,18437
3,21,2023,4,18758
3,21,2023,5,20232
3,21,2023,6,22217
3,21,2023,7,23683
3,21,2023,8,24650
3,21,2023,9,25682
3,21,2023,10,26088
3,21,2023,11,26445
3,21,2023,12,26581
3,21,2023,13,26501
3,21,2023,14,25565
3,21,2023,15,24725
3,21,2023,16,24564
3,21,2023,17,23488
3,21,2023,18,23108
3,21,2023,19,22587
3,21,2023,20,22362
3,21,2023,21,21802
3,21,2023,22,21161
3,21,2023,23,20474
3,22,2023,0,19882
3,22,2023,1,19818
3,22,2023,2,19130
3,22,2023,3,19194
3,22,2023,4,19317
3,22,2023,5,20121
3,22,2023,6,23785
3,22,2023,7,28025
3,22,2023,8,28969
3,22,2023,9,29900
3,22,2023,10,29668
3,22,2023,11,29819
3,22,2023,12,29578
3,22,2023,13,28949
3,22,2023,14,29614
3,22,2023,15,28738
3,22,2023,16,27324
3,22,2023,17,23500
3,22,2023,18,22703
3,22,2023,19,22826
3,22,2023,20,22504
3,22,2023,21,21591
3,22,2023,22,20743
3,22,2023,23,20167
3,23,2023,0,19544
3,23,2023,1,19112
3,23,2023,2,18744
3,23,2023,3,18841
3,23,2023,4,19242
3,23,2023,5,20858
3,23,2023,6,22680
3,23,2023,7,24401
3,23,2023,8,24916
3,23,2023,9,25212
3,23,2023,10,25207
3,23,2023,11,25141
3,23,2023,12,25228
3,23,2023,13,24959
3,23,2023,14,24869
3,23,2023,15,23806
3,23,2023,16,23544
3,23,2023,17,22883
3,23,2023,18,22243
3,23,2023,19,22127
3,23,2023,20,21978
3,23,2023,21,21305
3,23,2023,22,20697
3,23,2023,23,20137
3,24,2023,0,19593
3,24,2023,1,19258
3,24,2023,2,18970
3,24,2023,3,18970
3,24,2023,4,19223
3,24,2023,5,20342
3,24,2023,6,22200
3,24,2023,7,23775
3,24,2023,8,23909
3,24,2023,9,24542
3,24,2023,10,24304
3,24,2023,11,23838
3,24,2023,12,23606
3,24,2023,13,24699
3,24,2023,14,28197
3,24,2023,15,27688
3,24,2023,16,27106
3,24,2023,17,26784
3,24,2023,18,26257
3,24,2023,19,25500
3,24,2023,20,24214
3,24,2023,21,23397
3,24,2023,22,22709
3,24,2023,23,22181
3,25,2023,0,21797
3,25,2023,1,20294
3,25,2023,2,18711
3,25,2023,3,18553
3,25,2023,4,18759
3,25,2023,5,19110
3,25,2023,6,19925
3,25,2023,7,20359
3,25,2023,8,20451
3,25,2023,9,20415
3,25,2023,10,19983
3,25,2023,11,19777
3,25,2023,12,19695
3,25,2023,13,19675
3,25,2023,14,19826
3,25,2023,15,19773
3,25,2023,16,19669
3,25,2023,17,19587
3,25,2023,18,19586
3,25,2023,19,19699
3,25,2023,20,19798
3,25,2023,21,19222
3,25,2023,22,18646
3,25,2023,23,18485
3,26,2023,0,18182
3,26,2023,1,18407
3,26,2023,2,18424
3,26,2023,3,18330
3,26,2023,4,18582
3,26,2023,5,19014
3,26,2023,6,19685
3,26,2023,7,20241
3,26,2023,8,20100
3,26,2023,9,20157
3,26,2023,10,19825
3,26,2023,11,19658
3,26,2023,12,19707
3,26,2023,13,19704
3,26,2023,14,19642
3,26,2023,15,19523
3,26,2023,16,19402
3,26,2023,17,19425
3,26,2023,18,19369
3,26,2023,19,19670
3,26,2023,20,19701
3,26,2023,21,19332
3,26,2023,22,21396
3,26,2023,23,21428
3,27,2023,0,21380
3,27,2023,1,21350
3,27,2023,2,21352
3,27,2023,3,21369
3,27,2023,4,22038
3,27,2023,5,22614
3,27,2023,6,24213
3,27,2023,7,25737
3,27,2023,8,25608
3,27,2023,9,25296
3,27,2023,10,24986
3,27,2023,11,24879
3,27,2023,12,22869
3,27,2023,13,22735
3,27,2023,14,22638
3,27,2023,15,22427
3,27,2023,16,21953
3,27,2023,17,21241
3,27,2023,18,20631
3,27,2023,19,20444
3,27,2023,20,20421
3,27,2023,21,19877
3,27,2023,22,19397
3,27,2023,23,18788
3,28,2023,0,18500
3,28,2023,1,18436
3,28,2023,2,18213
3,28,2023,3,18278
3,28,2023,4,18600
3,28,2023,5,19273
3,28,2023,6,20777
3,28,2023,7,22170
3,28,2023,8,23439
3,28,2023,9,24013
3,28,2023,10,24294
3,28,2023,11,24033
3,28,2023,12,23753
3,28,2023,13,23813
3,28,2023,14,23555
3,28,2023,15,23232
3,28,2023,16,22802
3,28,2023,17,21870
3,28,2023,18,21016
3,28,2023,19,20810
3,28,2023,20,20714
3,28,2023,21,20031
3,28,2023,22,19765
3,28,2023,23,19210
3,29,2023,0,18730
3,29,2023,1,18506
3,29,2023,2,18570
3,29,2023,3,18570
3,29,2023,4,19011
3,29,2023,5,19703
3,29,2023,6,20239
3,29,2023,7,23563
3,29,2023,8,23388
3,29,2023,9,22957
3,29,2023,10,25469
3,29,2023,11,23074
3,29,2023,12,24455
3,29,2023,13,24293
3,29,2023,14,23726
3,29,2023,15,23587
3,29,2023,16,23446
3,29,2023,17,21565
3,29,2023,18,24913
3,29,2023,19,24920
3,29,2023,20,23568
3,29,2023,21,24298
3,29,2023,22,23498
3,29,2023,23,23242
3,30,2023,0,22794
3,30,2023,1,22410
3,30,2023,2,23073
3,30,2023,3,20979
3,30,2023,4,22375
3,30,2023,5,22281
3,30,2023,6,21221
3,30,2023,7,22868
3,30,2023,8,23247
3,30,2023,9,24011
3,30,2023,10,22707
3,30,2023,11,23749
3,30,2023,12,24617
3,30,2023,13,22900
3,30,2023,14,22582
3,30,2023,15,22381
3,30,2023,16,22112
3,30,2023,17,21306
3,30,2023,18,20432
3,30,2023,19,20515
3,30,2023,20,20872
3,30,2023,21,20135
3,30,2023,22,19495
3,30,2023,23,19143
3,31,2023,0,18472
3,31,2023,1,18537
3,31,2023,2,18314
3,31,2023,3,18410
3,31,2023,4,18696
3,31,2023,5,19368
3,31,2023,6,20267
3,31,2023,7,20575
3,31,2023,8,20938
3,31,2023,9,20582
3,31,2023,10,20517
3,31,2023,11,20275
3,31,2023,12,20422
3,31,2023,13,20299
3,31,2023,14,20282
3,31,2023,15,20131
3,31,2023,16,19940
3,31,2023,17,19793
3,31,2023,18,19238
3,31,2023,19,19791
3,31,2023,20,19653
3,31,2023,21,19109
3,31,2023,22,18692
3,31,2023,23,18340
4,1,2023,0,18160
4,1,2023,1,17897
4,1,2023,2,17685
4,1,2023,3,17612
4,1,2023,4,17786
4,1,2023,5,18896
4,1,2023,6,20588
4,1,2023,7,21795
4,1,2023,8,23400
4,1,2023,9,24340
4,1,2023,10,24569
4,1,2023,11,24999
4,1,2023,12,25560
4,1,2023,13,25804
4,1,2023,14,26248
4,1,2023,15,28808
4,1,2023,16,29325
4,1,2023,17,30045
4,1,2023,18,29144
4,1,2023,19,28584
4,1,2023,20,25156
4,1,2023,21,23324
4,1,2023,22,20518
4,1,2023,23,20458
4,2,2023,0,20217
4,2,2023,1,19940
4,2,2023,2,19753
4,2,2023,3,19478
4,2,2023,4,19478
4,2,2023,5,19946
4,2,2023,6,20688
4,2,2023,7,20880
4,2,2023,8,21106
4,2,2023,9,21168
4,2,2023,10,21204
4,2,2023,11,21664
4,2,2023,12,22304
4,2,2023,13,22628
4,2,2023,14,22844
4,2,2023,15,23455
4,2,2023,16,23676
4,2,2023,17,23669
4,2,2023,18,23091
4,2,2023,19,23622
4,2,2023,20,23626
4,2,2023,21,22287
4,2,2023,22,21763
4,2,2023,23,21197
4,3,2023,0,20258
4,3,2023,1,19684
4,3,2023,2,19407
4,3,2023,3,18144
4,3,2023,4,17467
4,3,2023,5,17828
4,3,2023,6,18318
4,3,2023,7,18719
4,3,2023,8,19023
4,3,2023,9,19330
4,3,2023,10,19616
4,3,2023,11,19917
4,3,2023,12,20458
4,3,2023,13,20868
4,3,2023,14,21179
4,3,2023,15,21226
4,3,2023,16,21536
4,3,2023,17,21511
4,3,2023,18,24068
4,3,2023,19,26099
4,3,2023,20,25080
4,3,2023,21,23616
4,3,2023,22,22641
4,3,2023,23,21977
4,4,2023,0,21237
4,4,2023,1,20439
4,4,2023,2,20284
4,4,2023,3,20121
4,4,2023,4,20444
4,4,2023,5,21352
4,4,2023,6,23268
4,4,2023,7,24618
4,4,2023,8,26488
4,4,2023,9,27124
4,4,2023,10,26864
4,4,2023,11,26160
4,4,2023,12,26784
4,4,2023,13,27287
4,4,2023,14,27115
4,4,2023,15,27131
4,4,2023,16,26177
4,4,2023,17,25455
4,4,2023,18,24447
4,4,2023,19,24104
4,4,2023,20,23533
4,4,2023,21,22504
4,4,2023,22,21336
4,4,2023,23,20537
4,5,2023,0,21120
4,5,2023,1,21481
4,5,2023,2,21180
4,5,2023,3,20894
4,5,2023,4,20911
4,5,2023,5,22115
4,5,2023,6,23414
4,5,2023,7,24865
4,5,2023,8,26279
4,5,2023,9,26921
4,5,2023,10,26720
4,5,2023,11,26468
4,5,2023,12,26482
4,5,2023,13,26937
4,5,2023,14,27902
4,5,2023,15,28452
4,5,2023,16,27230
4,5,2023,17,26572
4,5,2023,18,25718
4,5,2023,19,24921
4,5,2023,20,23522
4,5,2023,21,22572
4,5,2023,22,21494
4,5,2023,23,20696
4,6,2023,0,19919
4,6,2023,1,20446
4,6,2023,2,21278
4,6,2023,3,20813
4,6,2023,4,20596
4,6,2023,5,19679
4,6,2023,6,21105
4,6,2023,7,22625
4,6,2023,8,24868
4,6,2023,9,25856
4,6,2023,10,26532
4,6,2023,11,27133
4,6,2023,12,28192
4,6,2023,13,29910
4,6,2023,14,31477
4,6,2023,15,33014
4,6,2023,16,31891
4,6,2023,17,31113
4,6,2023,18,29936
4,6,2023,19,28700
4,6,2023,20,27274
4,6,2023,21,26284
4,6,2023,22,24895
4,6,2023,23,23861
4,7,2023,0,22115
4,7,2023,1,19931
4,7,2023,2,19571
4,7,2023,3,19107
4,7,2023,4,19242
4,7,2023,5,20226
4,7,2023,6,21011
4,7,2023,7,22894
4,7,2023,8,24192
4,7,2023,9,25635
4,7,2023,10,28319
4,7,2023,11,29696
4,7,2023,12,30347
4,7,2023,13,31237
4,7,2023,14,32205
