Hours since 00:00 Jan 1,Lifetime Hourly Data: Electricity to grid (kW),Lifetime Hourly Data: Electricity to grid (kW)
1290.5,0,0
1291.5,0,0
1292.5,0,0
1293.5,0,0
1294.5,0,0
1295.5,0,0
1296.5,0,0
1297.5,0,0
1298.5,0,0
1299.5,0,0
1300.5,0,0
1301.5,0,0
1302.5,0,0
1303.5,707.973,707.973
1304.5,9941.2,9941.2
1305.5,16950.7,16950.7
1306.5,15541.3,15541.3
1307.5,20706,20706
1308.5,20572.4,20572.4
1309.5,16086.7,16086.7
1310.5,12123.7,12123.7
1311.5,10995.3,10995.3
1312.5,2873.28,2873.28
1313.5,160.91,160.91
1314.5,0,0
1315.5,0,0
1316.5,0,0
1317.5,0,0
1318.5,0,0
1319.5,0,0
1320.5,0,0
1321.5,0,0
1322.5,0,0
1323.5,0,0
1324.5,0,0
1325.5,0,0
1326.5,0,0
1327.5,1028.04,1028.04
1328.5,2041.38,2041.38
1329.5,12602.5,12602.5
1330.5,3781.32,3781.32
1331.5,2625.6,2625.6
1332.5,4211.09,4211.09
1333.5,5149.62,5149.62
1334.5,1263.74,1263.74
1335.5,850.077,850.077
1336.5,608.39,608.39
1337.5,49.7523,49.7523
1338.5,0,0
1339.5,0,0
1340.5,0,0
1341.5,0,0
1342.5,0,0
1343.5,0,0
1344.5,0,0
1345.5,0,0
1346.5,0,0
1347.5,0,0
1348.5,0,0
1349.5,0,0
1350.5,0,0
1351.5,548.095,548.095
1352.5,3062.82,3062.82
1353.5,2398.7,2398.7
1354.5,1282.67,1282.67
1355.5,1400.52,1400.52
1356.5,2085.41,2085.41
1357.5,6429.3,6429.3
1358.5,4230.31,4230.31
1359.5,1009.64,1009.64
1360.5,930.602,930.602
1361.5,150.849,150.849
1362.5,0,0
1363.5,0,0
1364.5,0,0
1365.5,0,0
1366.5,0,0
1367.5,0,0
1368.5,0,0
1369.5,0,0
1370.5,0,0
1371.5,0,0
1372.5,0,0
1373.5,0,0
1374.5,0,0
1375.5,7881.69,7881.69
1376.5,2434.16,2434.16
1377.5,11036.3,11036.3
1378.5,14008.4,14008.4
1379.5,12986.4,12986.4
1380.5,13287.8,13287.8
1381.5,20443.6,20443.6
1382.5,15848.6,15848.6
1383.5,4835.75,4835.75
1384.5,3194.18,3194.18
1385.5,169.171,169.171
1386.5,0,0
1387.5,0,0
1388.5,0,0
1389.5,0,0
1390.5,0,0
1391.5,0,0
1392.5,0,0
1393.5,0,0
1394.5,0,0
1395.5,0,0
1396.5,0,0
1397.5,0,0
1398.5,0,0
1399.5,2112.37,2112.37
1400.5,10176.5,10176.5
1401.5,24575.1,24575.1
1402.5,18950.4,18950.4
1403.5,26946.9,26946.9
1404.5,30657.8,30657.8
1405.5,35060,35060
1406.5,36733.7,36733.7
1407.5,33015.6,33015.6
1408.5,11215.4,11215.4
1409.5,745.956,745.956
1410.5,0,0
1411.5,0,0
1412.5,0,0
1413.5,0,0
1414.5,0,0
1415.5,0,0
1416.5,0,0
1417.5,0,0
1418.5,0,0
1419.5,0,0
1420.5,0,0
1421.5,0,0
1422.5,0,0
1423.5,2715.57,2715.57
1424.5,16755,16755
1425.5,22861.7,22861.7
1426.5,22340.4,22340.4
1427.5,23173.4,23173.4
1428.5,16054.6,16054.6
1429.5,15646.2,15646.2
1430.5,16249.9,16249.9
1431.5,4470.32,4470.32
1432.5,4182.27,4182.27
1433.5,502.506,502.506
1434.5,0,0
1435.5,0,0
1436.5,0,0
1437.5,0,0
1438.5,0,0
1439.5,0,0
1440.5,0,0
1441.5,0,0
1442.5,0,0
1443.5,0,0
1444.5,0,0
1445.5,0,0
1446.5,0,0
1447.5,356.499,356.499
1448.5,940.431,940.431
1449.5,4174.46,4174.46
1450.5,3502.09,3502.09
1451.5,6225.42,6225.42
1452.5,12389.3,12389.3
1453.5,12218.4,12218.4
1454.5,6906.43,6906.43
1455.5,6710.21,6710.21
1456.5,19774.6,19774.6
1457.5,11574.2,11574.2
1458.5,0,0
1459.5,0,0
1460.5,0,0
1461.5,0,0
1462.5,0,0
1463.5,0,0
1464.5,0,0
1465.5,0,0
1466.5,0,0
1467.5,0,0
1468.5,0,0
1469.5,0,0
1470.5,0,0
1471.5,11002.4,11002.4
1472.5,27444.9,27444.9
1473.5,17391,17391
1474.5,20507.1,20507.1
1475.5,26155.5,26155.5
1476.5,12357.1,12357.1
1477.5,21624.5,21624.5
1478.5,17307.9,17307.9
1479.5,36597.9,36597.9
1480.5,30976.9,30976.9
1481.5,14310,14310
1482.5,0,0
1483.5,0,0
1484.5,0,0
1485.5,0,0
1486.5,0,0
1487.5,0,0
1488.5,0,0
1489.5,0,0
1490.5,0,0
1491.5,0,0
1492.5,0,0
1493.5,0,0
1494.5,0,0
1495.5,3612.51,3612.51
1496.5,9557.26,9557.26
1497.5,29665.8,29665.8
1498.5,28282.1,28282.1
1499.5,25425.4,25425.4
1500.5,25303.2,25303.2
1501.5,22591.6,22591.6
1502.5,24005.3,24005.3
1503.5,21043.5,21043.5
1504.5,14555.9,14555.9
1505.5,2937.52,2937.52
1506.5,0,0
1507.5,0,0
1508.5,0,0
1509.5,0,0
1510.5,0,0
1511.5,0,0
1512.5,0,0
1513.5,0,0
1514.5,0,0
1515.5,0,0
1516.5,0,0
1517.5,0,0
1518.5,0,0
1519.5,360.314,360.314
1520.5,2860.28,2860.28
1521.5,6948.66,6948.66
1522.5,3991.04,3991.04
1523.5,6400.12,6400.12
1524.5,16983.3,16983.3
1525.5,7212.39,7212.39
1526.5,2404.05,2404.05
1527.5,1642.04,1642.04
1528.5,732.695,732.695
1529.5,15506.9,15506.9
1530.5,0,0
1531.5,0,0
1532.5,0,0
1533.5,0,0
1534.5,0,0
1535.5,0,0
1536.5,0,0
1537.5,0,0
1538.5,0,0
1539.5,0,0
1540.5,0,0
1541.5,0,0
1542.5,0,0
1543.5,11172.5,11172.5
1544.5,1966.77,1966.77
1545.5,7680.52,7680.52
1546.5,7181.96,7181.96
1547.5,10631,10631
1548.5,15765.7,15765.7
1549.5,16650.9,16650.9
1550.5,38436.6,38436.6
1551.5,37738.3,37738.3
1552.5,30714.1,30714.1
1553.5,14179.8,14179.8
1554.5,0,0
1555.5,0,0
1556.5,0,0
1557.5,0,0
1558.5,0,0
1559.5,0,0
1560.5,0,0
1561.5,0,0
1562.5,0,0
1563.5,0,0
1564.5,0,0
1565.5,0,0
1566.5,0,0
1567.5,25254.5,25254.5
1568.5,10308.6,10308.6
1569.5,12728.1,12728.1
1570.5,24468.3,24468.3
1571.5,22848.6,22848.6
1572.5,21458.7,21458.7
1573.5,21836.7,21836.7
1574.5,21444.4,21444.4
1575.5,17692.3,17692.3
1576.5,14676.6,14676.6
1577.5,1622.4,1622.4
1578.5,0,0
1579.5,0,0
1580.5,0,0
1581.5,0,0
1582.5,0,0
1583.5,0,0
1584.5,0,0
1585.5,0,0
1586.5,0,0
1587.5,0,0
1588.5,0,0
1589.5,0,0
1590.5,40.862,40.862
1591.5,27582.7,27582.7
1592.5,37998.9,37998.9
1593.5,39714,39714
1594.5,39163.1,39163.1
1595.5,35930.7,35930.7
1596.5,36838.6,36838.6
1597.5,17127.6,17127.6
1598.5,16053,16053
1599.5,39515.4,39515.4
1600.5,13333.9,13333.9
1601.5,1778.75,1778.75
1602.5,0,0
1603.5,0,0
1604.5,0,0
1605.5,0,0
1606.5,0,0
1607.5,0,0
1608.5,0,0
1609.5,0,0
1610.5,0,0
1611.5,0,0
1612.5,0,0
1613.5,0,0
1614.5,0,0
1615.5,3412.26,3412.26
1616.5,10014.6,10014.6
1617.5,5454.36,5454.36
1618.5,8647.98,8647.98
1619.5,14732.2,14732.2
1620.5,15004.5,15004.5
1621.5,21159.8,21159.8
1622.5,9203,9203
1623.5,18119.6,18119.6
1624.5,1620.56,1620.56
1625.5,777.023,777.023
1626.5,0,0
1627.5,0,0
1628.5,0,0
1629.5,0,0
1630.5,0,0
1631.5,0,0
1632.5,0,0
1633.5,0,0
1634.5,0,0
1635.5,0,0
1636.5,0,0
1637.5,0,0
1638.5,0,0
1639.5,8561.27,8561.27
1640.5,34757.8,34757.8
1641.5,37540.1,37540.1
1642.5,13263.6,13263.6
1643.5,15252.8,15252.8
1644.5,24055.4,24055.4
1645.5,30885.4,30885.4
1646.5,21533.2,21533.2
1647.5,30964.9,30964.9
1648.5,28396.7,28396.7
1649.5,19363.6,19363.6
1650.5,0,0
1651.5,0,0
1652.5,0,0
1653.5,0,0
1654.5,0,0
1655.5,0,0
1656.5,0,0
1657.5,0,0
1658.5,0,0
1659.5,0,0
1660.5,0,0
1661.5,0,0
1662.5,2482.23,2482.23
1663.5,29223,29223
1664.5,38566.7,38566.7
1665.5,39714,39714
1666.5,39390.9,39390.9
1667.5,37663.4,37663.4
1668.5,36952.4,36952.4
1669.5,37878.6,37878.6
1670.5,39271.9,39271.9
1671.5,38908.9,38908.9
1672.5,34214.8,34214.8
1673.5,20469.5,20469.5
1674.5,0,0
1675.5,0,0
1676.5,0,0
1677.5,0,0
1678.5,0,0
1679.5,0,0
1680.5,0,0
1681.5,0,0
1682.5,0,0
1683.5,0,0
1684.5,0,0
1685.5,0,0
1686.5,2018.67,2018.67
1687.5,27743.3,27743.3
1688.5,37384.8,37384.8
1689.5,39052.2,39052.2
1690.5,24784.6,24784.6
1691.5,37324.3,37324.3
1692.5,22748.9,22748.9
1693.5,21875.7,21875.7
1694.5,36059.3,36059.3
1695.5,39714,39714
1696.5,35443.7,35443.7
1697.5,21740.3,21740.3
1698.5,0,0
1699.5,0,0
1700.5,0,0
1701.5,0,0
1702.5,0,0
1703.5,0,0
1704.5,0,0
1705.5,0,0
1706.5,0,0
1707.5,0,0
1708.5,0,0
1709.5,0,0
1710.5,3745.99,3745.99
1711.5,31396,31396
1712.5,39714,39714
1713.5,39714,39714
1714.5,39714,39714
1715.5,39517.9,39517.9
1716.5,38868.9,38868.9
1717.5,39699.3,39699.3
1718.5,39714,39714
1719.5,39714,39714
1720.5,36026.4,36026.4
1721.5,21934,21934
1722.5,0,0
1723.5,0,0
1724.5,0,0
1725.5,0,0
1726.5,0,0
1727.5,0,0
1728.5,0,0
1729.5,0,0
1730.5,0,0
1731.5,0,0
1732.5,0,0
1733.5,0,0
1734.5,3608.88,3608.88
1735.5,30337.7,30337.7
1736.5,39508.9,39508.9
1737.5,39714,39714
1738.5,39714,39714
1739.5,38627.8,38627.8
1740.5,37806.2,37806.2
1741.5,38534.3,38534.3
1742.5,39583.4,39583.4
1743.5,38954.8,38954.8
1744.5,33700.8,33700.8
1745.5,19467.9,19467.9
1746.5,0,0
1747.5,0,0
1748.5,0,0
1749.5,0,0
1750.5,0,0
1751.5,0,0
1752.5,0,0
1753.5,0,0
1754.5,0,0
1755.5,0,0
1756.5,0,0
1757.5,0,0
1758.5,3118.18,3118.18
1759.5,28419,28419
1760.5,37194.4,37194.4
1761.5,39714,39714
1762.5,38802.6,38802.6
1763.5,37365.8,37365.8
1764.5,36874,36874
1765.5,37828.5,37828.5
1766.5,39106,39106
1767.5,38896.3,38896.3
1768.5,34385.8,34385.8
1769.5,21447.7,21447.7
1770.5,0,0
1771.5,0,0
1772.5,0,0
1773.5,0,0
1774.5,0,0
1775.5,0,0
1776.5,0,0
1777.5,0,0
1778.5,0,0
1779.5,0,0
1780.5,0,0
1781.5,0,0
1782.5,3861.95,3861.95
1783.5,29081.7,29081.7
1784.5,37532.7,37532.7
1785.5,39714,39714
1786.5,38671.1,38671.1
1787.5,37311.1,37311.1
1788.5,36790.5,36790.5
1789.5,37694.1,37694.1
1790.5,38879.6,38879.6
1791.5,38713,38713
1792.5,33855.6,33855.6
1793.5,21190,21190
1794.5,0,0
1795.5,0,0
1796.5,0,0
1797.5,0,0
1798.5,0,0
1799.5,0,0
1800.5,0,0
1801.5,0,0
1802.5,0,0
1803.5,0,0
1804.5,0,0
1805.5,0,0
1806.5,243.337,243.337
1807.5,21124.2,21124.2
1808.5,36951.5,36951.5
1809.5,39477.5,39477.5
1810.5,38205.7,38205.7
1811.5,36953.7,36953.7
1812.5,36246.8,36246.8
1813.5,37411,37411
1814.5,32476.2,32476.2
1815.5,34792.4,34792.4
1816.5,24906.1,24906.1
1817.5,11571.4,11571.4
1818.5,0,0
1819.5,0,0
1820.5,0,0
1821.5,0,0
1822.5,0,0
1823.5,0,0
1824.5,0,0
1825.5,0,0
1826.5,0,0
1827.5,0,0
1828.5,0,0
1829.5,0,0
1830.5,5317.14,5317.14
1831.5,29278.1,29278.1
1832.5,37147.3,37147.3
1833.5,39191.5,39191.5
1834.5,38101.9,38101.9
1835.5,36594.1,36594.1
1836.5,36043.5,36043.5
1837.5,36664.9,36664.9
1838.5,37444.5,37444.5
1839.5,36852.7,36852.7
1840.5,32128.2,32128.2
1841.5,15844.1,15844.1
1842.5,0,0
1843.5,0,0
1844.5,0,0
1845.5,0,0
1846.5,0,0
1847.5,0,0
1848.5,0,0
1849.5,0,0
1850.5,0,0
1851.5,0,0
1852.5,0,0
1853.5,0,0
1854.5,442.544,442.544
1855.5,12451.6,12451.6
1856.5,23535.4,23535.4
1857.5,37482.5,37482.5
1858.5,31605.7,31605.7
1859.5,30827.5,30827.5
1860.5,27857.8,27857.8
1861.5,29744.8,29744.8
1862.5,22642.9,22642.9
1863.5,8686.71,8686.71
1864.5,6827.56,6827.56
1865.5,500.902,500.902
1866.5,0,0
1867.5,0,0
1868.5,0,0
1869.5,0,0
1870.5,0,0
1871.5,0,0
1872.5,0,0
1873.5,0,0
1874.5,0,0
1875.5,0,0
1876.5,0,0
1877.5,0,0
1878.5,51.9355,51.9355
1879.5,9147.04,9147.04
1880.5,24067.8,24067.8
1881.5,18297.1,18297.1
1882.5,16394.9,16394.9
1883.5,12417.3,12417.3
1884.5,30263.4,30263.4
1885.5,30089.1,30089.1
1886.5,39714,39714
1887.5,39476.8,39476.8
1888.5,34303.3,34303.3
1889.5,21050.1,21050.1
1890.5,0,0
1891.5,0,0
1892.5,0,0
1893.5,0,0
1894.5,0,0
1895.5,0,0
1896.5,0,0
1897.5,0,0
1898.5,0,0
1899.5,0,0
1900.5,0,0
1901.5,0,0
1902.5,7750.12,7750.12
1903.5,32121.2,32121.2
1904.5,39582.1,39582.1
1905.5,39714,39714
1906.5,39326.1,39326.1
1907.5,38263.2,38263.2
1908.5,37775.9,37775.9
1909.5,38673.8,38673.8
1910.5,39714,39714
1911.5,39714,39714
1912.5,35000.2,35000.2
1913.5,22404.6,22404.6
1914.5,0,0
1915.5,0,0
1916.5,0,0
1917.5,0,0
1918.5,0,0
1919.5,0,0
1920.5,0,0
1921.5,0,0
1922.5,0,0
1923.5,0,0
1924.5,0,0
1925.5,0,0
1926.5,126.916,126.916
1927.5,2039.67,2039.67
1928.5,7276.68,7276.68
1929.5,11089.9,11089.9
1930.5,12987.2,12987.2
1931.5,16484.2,16484.2
1932.5,14906.4,14906.4
1933.5,9442.15,9442.15
1934.5,6447.16,6447.16
1935.5,4357.47,4357.47
1936.5,1100.72,1100.72
1937.5,995.058,995.058
1938.5,0,0
1939.5,0,0
1940.5,0,0
1941.5,0,0
1942.5,0,0
1943.5,0,0
1944.5,0,0
1945.5,0,0
1946.5,0,0
1947.5,0,0
1948.5,0,0
1949.5,0,0
1950.5,211.914,211.914
1951.5,14986.7,14986.7
1952.5,13333.5,13333.5
1953.5,27542,27542
1954.5,39229.3,39229.3
1955.5,37442.5,37442.5
1956.5,17905.8,17905.8
1957.5,27536.4,27536.4
1958.5,36444.8,36444.8
1959.5,32060.4,32060.4
1960.5,33599.3,33599.3
1961.5,19905,19905
1962.5,0,0
1963.5,0,0
1964.5,0,0
1965.5,0,0
1966.5,0,0
1967.5,0,0
1968.5,0,0
1969.5,0,0
1970.5,0,0
1971.5,0,0
1972.5,0,0
1973.5,0,0
1974.5,3818.37,3818.37
1975.5,27351.9,27351.9
1976.5,29699,29699
1977.5,35227.1,35227.1
1978.5,34800.7,34800.7
1979.5,37331.5,37331.5
1980.5,32439.9,32439.9
1981.5,32381,32381
1982.5,30605,30605
1983.5,27290.1,27290.1
1984.5,29015,29015
1985.5,18567.1,18567.1
1986.5,0,0
1987.5,0,0
1988.5,0,0
1989.5,0,0
1990.5,0,0
1991.5,0,0
1992.5,0,0
1993.5,0,0
1994.5,0,0
1995.5,0,0
1996.5,0,0
1997.5,0,0
1998.5,1323.68,1323.68
1999.5,6596.14,6596.14
2000.5,9191.32,9191.32
2001.5,12324.3,12324.3
2002.5,9834.96,9834.96
2003.5,11371.8,11371.8
2004.5,12278.1,12278.1
2005.5,12876.1,12876.1
2006.5,9260.69,9260.69
2007.5,5268.57,5268.57
2008.5,2141.39,2141.39
2009.5,1035.07,1035.07
2010.5,0,0
2011.5,0,0
2012.5,0,0
2013.5,0,0
2014.5,0,0
2015.5,0,0
2016.5,0,0
2017.5,0,0
2018.5,0,0
2019.5,0,0
2020.5,0,0
2021.5,0,0
2022.5,1695.83,1695.83
2023.5,12010.2,12010.2
2024.5,38596.3,38596.3
2025.5,37512.8,37512.8
2026.5,39714,39714
2027.5,36962.8,36962.8
2028.5,34853.1,34853.1
2029.5,39152.2,39152.2
2030.5,39395.4,39395.4
2031.5,20960.7,20960.7
2032.5,12512.8,12512.8
2033.5,4246.71,4246.71
2034.5,0,0
2035.5,0,0
2036.5,0,0
2037.5,0,0
2038.5,0,0
2039.5,0,0
2040.5,0,0
2041.5,0,0
2042.5,0,0
2043.5,0,0
2044.5,0,0
2045.5,0,0
2046.5,2074.37,2074.37
2047.5,13990.6,13990.6
2048.5,25412.5,25412.5
2049.5,12382.6,12382.6
2050.5,5999.04,5999.04
2051.5,15532.1,15532.1
2052.5,15387.1,15387.1
2053.5,15729.8,15729.8
2054.5,39714,39714
2055.5,39714,39714
2056.5,36739.4,36739.4
2057.5,24058.2,24058.2
2058.5,0,0
2059.5,0,0
2060.5,0,0
2061.5,0,0
2062.5,0,0
2063.5,0,0
2064.5,0,0
2065.5,0,0
2066.5,0,0
2067.5,0,0
2068.5,0,0
2069.5,0,0
2070.5,1908.97,1908.97
2071.5,16047.7,16047.7
2072.5,32823.3,32823.3
2073.5,38954.7,38954.7
2074.5,23680.7,23680.7
2075.5,29778.1,29778.1
2076.5,9188.22,9188.22
2077.5,15512.4,15512.4
2078.5,10882.5,10882.5
2079.5,6317.79,6317.79
2080.5,10351.7,10351.7
2081.5,1567.45,1567.45
2082.5,0,0
2083.5,0,0
2084.5,0,0
2085.5,0,0
2086.5,0,0
2087.5,0,0
2088.5,0,0
2089.5,0,0
2090.5,0,0
2091.5,0,0
2092.5,0,0
2093.5,0,0
2094.5,14737.1,14737.1
2095.5,32897.9,32897.9
2096.5,39714,39714
2097.5,39714,39714
2098.5,39714,39714
2099.5,39714,39714
2100.5,39714,39714
2101.5,39714,39714
2102.5,39714,39714
2103.5,39714,39714
2104.5,36261.5,36261.5
2105.5,25112.5,25112.5
2106.5,0,0
2107.5,0,0
2108.5,0,0
2109.5,0,0
2110.5,0,0
2111.5,0,0
2112.5,0,0
2113.5,0,0
2114.5,0,0
2115.5,0,0
2116.5,0,0
2117.5,0,0
2118.5,17064.8,17064.8
2119.5,33591.7,33591.7
2120.5,39714,39714
2121.5,39714,39714
2122.5,39714,39714
2123.5,39714,39714
2124.5,39451.9,39451.9
2125.5,39714,39714
2126.5,39714,39714
2127.5,39714,39714
2128.5,35344.5,35344.5
2129.5,24153.9,24153.9
2130.5,0,0
2131.5,0,0
2132.5,0,0
2133.5,0,0
2134.5,0,0
2135.5,0,0
2136.5,0,0
2137.5,0,0
2138.5,0,0
2139.5,0,0
2140.5,0,0
2141.5,0,0
2142.5,16732.5,16732.5
2143.5,33696.9,33696.9
2144.5,39714,39714
2145.5,39714,39714
2146.5,39714,39714
2147.5,39625.9,39625.9
2148.5,39014.9,39014.9
2149.5,36372,36372
2150.5,38025,38025
2151.5,29030.6,29030.6
2152.5,21629.2,21629.2
2153.5,4773.01,4773.01
2154.5,0,0
2155.5,0,0
2156.5,0,0
2157.5,0,0
2158.5,0,0
2159.5,0,0
2160.5,0,0
2161.5,0,0
2162.5,0,0
2163.5,0,0
2164.5,0,0
2165.5,0,0
2166.5,1031.11,1031.11
2167.5,13049.5,13049.5
2168.5,19862.6,19862.6
2169.5,26431.5,26431.5
2170.5,24941.7,24941.7
2171.5,25621.7,25621.7
2172.5,15990.9,15990.9
2173.5,10638.8,10638.8
2174.5,5581.34,5581.34
2175.5,3022.61,3022.61
2176.5,3279.67,3279.67
2177.5,1926.41,1926.41
2178.5,0,0
2179.5,0,0
2180.5,0,0
2181.5,0,0
2182.5,0,0
2183.5,0,0
2184.5,0,0
2185.5,0,0
2186.5,0,0
2187.5,0,0
2188.5,0,0
2189.5,0,0
2190.5,767.648,767.648
2191.5,12021.1,12021.1
2192.5,12924.7,12924.7
2193.5,11171.9,11171.9
2194.5,19065.8,19065.8
2195.5,11264.7,11264.7
2196.5,16249.9,16249.9
2197.5,19449.9,19449.9
2198.5,31576.3,31576.3
2199.5,26885.9,26885.9
2200.5,21847,21847
2201.5,24891.9,24891.9
2202.5,9.75494,9.75494
2203.5,0,0
2204.5,0,0
2205.5,0,0
2206.5,0,0
2207.5,0,0
2208.5,0,0
2209.5,0,0
2210.5,0,0
2211.5,0,0
2212.5,0,0
2213.5,0,0
2214.5,15644,15644
2215.5,31509.3,31509.3
2216.5,36420,36420
2217.5,18806.2,18806.2
2218.5,28105.1,28105.1
2219.5,25213.9,25213.9
2220.5,19313.1,19313.1
2221.5,26278,26278
2222.5,21879.1,21879.1
2223.5,19749.1,19749.1
2224.5,13979.9,13979.9
2225.5,5438.33,5438.33
2226.5,0,0
2227.5,0,0
2228.5,0,0
2229.5,0,0
2230.5,0,0
2231.5,0,0
2232.5,0,0
2233.5,0,0
2234.5,0,0
2235.5,0,0
2236.5,0,0
2237.5,0,0
2238.5,1728.05,1728.05
2239.5,13824.2,13824.2
2240.5,19485.6,19485.6
2241.5,18392.5,18392.5
2242.5,29617.3,29617.3
2243.5,26871.5,26871.5
2244.5,28347.7,28347.7
2245.5,24897.1,24897.1
2246.5,25059.1,25059.1
2247.5,24516.2,24516.2
2248.5,15556.8,15556.8
2249.5,19793.4,19793.4
2250.5,725.432,725.432
2251.5,0,0
2252.5,0,0
2253.5,0,0
2254.5,0,0
2255.5,0,0
2256.5,0,0
2257.5,0,0
2258.5,0,0
2259.5,0,0
2260.5,0,0
2261.5,0,0
2262.5,782.378,782.378
2263.5,2713.18,2713.18
2264.5,7968.96,7968.96
2265.5,3589.93,3589.93
2266.5,7191.96,7191.96
2267.5,13975.5,13975.5
2268.5,11680,11680
2269.5,23781.3,23781.3
2270.5,34242.2,34242.2
2271.5,4599.19,4599.19
2272.5,2500.33,2500.33
2273.5,20306.7,20306.7
2274.5,649.602,649.602
2275.5,0,0
2276.5,0,0
2277.5,0,0
2278.5,0,0
2279.5,0,0
2280.5,0,0
2281.5,0,0
2282.5,0,0
2283.5,0,0
2284.5,0,0
2285.5,0,0
2286.5,782.248,782.248
2287.5,5603.41,5603.41
2288.5,15175.4,15175.4
2289.5,22620.1,22620.1
2290.5,23529.5,23529.5
2291.5,29933.5,29933.5
2292.5,25060.2,25060.2
2293.5,20984.2,20984.2
2294.5,21224.4,21224.4
2295.5,13640.7,13640.7
2296.5,17548.8,17548.8
2297.5,10963.6,10963.6
2298.5,0,0
2299.5,0,0
2300.5,0,0
2301.5,0,0
2302.5,0,0
2303.5,0,0
2304.5,0,0
2305.5,0,0
2306.5,0,0
2307.5,0,0
2308.5,0,0
2309.5,0,0
2310.5,4936.03,4936.03
2311.5,15663.1,15663.1
2312.5,37845.1,37845.1
2313.5,37275.4,37275.4
2314.5,39643.7,39643.7
2315.5,38795.4,38795.4
2316.5,38115.1,38115.1
2317.5,39218.3,39218.3
2318.5,38500.2,38500.2
2319.5,34368.5,34368.5
2320.5,30575.7,30575.7
2321.5,3203.79,3203.79
2322.5,7.00012,7.00012
2323.5,0,0
2324.5,0,0
2325.5,0,0
2326.5,0,0
2327.5,0,0
2328.5,0,0
2329.5,0,0
2330.5,0,0
2331.5,0,0
2332.5,0,0
2333.5,0,0
2334.5,1183.63,1183.63
2335.5,22781.4,22781.4
2336.5,30697.1,30697.1
2337.5,38209,38209
2338.5,37564.8,37564.8
2339.5,34921.1,34921.1
2340.5,29197.1,29197.1
2341.5,25191.6,25191.6
2342.5,22677.1,22677.1
2343.5,10303.6,10303.6
2344.5,3849.43,3849.43
2345.5,2746.7,2746.7
2346.5,0,0
2347.5,0,0
2348.5,0,0
2349.5,0,0
2350.5,0,0
2351.5,0,0
2352.5,0,0
2353.5,0,0
2354.5,0,0
2355.5,0,0
2356.5,0,0
2357.5,0,0
2358.5,23904.8,23904.8
2359.5,37405.7,37405.7
2360.5,39714,39714
2361.5,39714,39714
2362.5,39714,39714
2363.5,39714,39714
2364.5,39714,39714
2365.5,39714,39714
2366.5,39714,39714
2367.5,39714,39714
2368.5,37879.3,37879.3
2369.5,26305.4,26305.4
2370.5,1670.83,1670.83
2371.5,0,0
2372.5,0,0
2373.5,0,0
2374.5,0,0
2375.5,0,0
2376.5,0,0
2377.5,0,0
2378.5,0,0
2379.5,0,0
2380.5,0,0
2381.5,0,0
2382.5,22756.5,22756.5
2383.5,37387.3,37387.3
2384.5,39714,39714
2385.5,39714,39714
2386.5,39714,39714
2387.5,39714,39714
2388.5,39714,39714
2389.5,39714,39714
2390.5,39714,39714
2391.5,39714,39714
2392.5,37014,37014
2393.5,25604.4,25604.4
2394.5,1790.24,1790.24
2395.5,0,0
2396.5,0,0
2397.5,0,0
2398.5,0,0
2399.5,0,0
2400.5,0,0
2401.5,0,0
2402.5,0,0
2403.5,0,0
2404.5,0,0
2405.5,0,0
2406.5,3968.82,3968.82
2407.5,11267.9,11267.9
2408.5,12098,12098
2409.5,9885.72,9885.72
2410.5,8533.98,8533.98
2411.5,17200.2,17200.2
2412.5,19073.1,19073.1
2413.5,31765.1,31765.1
2414.5,39714,39714
2415.5,39714,39714
2416.5,37073.8,37073.8
2417.5,25330.4,25330.4
2418.5,2110.88,2110.88
2419.5,0,0
2420.5,0,0
2421.5,0,0
2422.5,0,0
2423.5,0,0
2424.5,0,0
2425.5,0,0
2426.5,0,0
2427.5,0,0
2428.5,0,0
2429.5,0,0
2430.5,19887.5,19887.5
2431.5,36888.9,36888.9
2432.5,39714,39714
2433.5,39714,39714
2434.5,39714,39714
2435.5,39714,39714
2436.5,39714,39714
2437.5,39714,39714
2438.5,39714,39714
2439.5,39714,39714
2440.5,38103.8,38103.8
2441.5,27714.5,27714.5
2442.5,2683.4,2683.4
2443.5,0,0
2444.5,0,0
2445.5,0,0
2446.5,0,0
2447.5,0,0
2448.5,0,0
2449.5,0,0
2450.5,0,0
2451.5,0,0
2452.5,0,0
2453.5,0,0
2454.5,18662.2,18662.2
2455.5,32315,32315
2456.5,38672.4,38672.4
2457.5,39714,39714
2458.5,39714,39714
2459.5,38034.3,38034.3
2460.5,33858.4,33858.4
2461.5,38707.4,38707.4
2462.5,39714,39714
2463.5,39665.1,39665.1
2464.5,34383,34383
2465.5,19917,19917
2466.5,1819.49,1819.49
2467.5,0,0
2468.5,0,0
2469.5,0,0
2470.5,0,0
2471.5,0,0
2472.5,0,0
2473.5,0,0
2474.5,0,0
2475.5,0,0
2476.5,0,0
2477.5,0,0
2478.5,22127.6,22127.6
2479.5,35602.2,35602.2
2480.5,39714,39714
2481.5,39714,39714
2482.5,39714,39714
2483.5,39714,39714
2484.5,39714,39714
2485.5,39714,39714
2486.5,31358.4,31358.4
2487.5,15978.6,15978.6
2488.5,11488.1,11488.1
2489.5,3925.83,3925.83
2490.5,60.0977,60.0977
2491.5,0,0
2492.5,0,0
2493.5,0,0
2494.5,0,0
