Hours since 00:00 Jan 1,Lifetime Hourly Data: Electricity to grid (kW),Lifetime Hourly Data: Electricity to grid (kW)
2495.5,0,0
2496.5,0,0
2497.5,0,0
2498.5,0,0
2499.5,0,0
2500.5,0,0
2501.5,0,0
2502.5,3193.6,3193.6
2503.5,14369.6,14369.6
2504.5,13339.2,13339.2
2505.5,11612.5,11612.5
2506.5,15037.3,15037.3
2507.5,14900.3,14900.3
2508.5,14040.5,14040.5
2509.5,5638.1,5638.1
2510.5,5051.24,5051.24
2511.5,2260.7,2260.7
2512.5,1691.07,1691.07
2513.5,608.487,608.487
2514.5,0,0
2515.5,0,0
2516.5,0,0
2517.5,0,0
2518.5,0,0
2519.5,0,0
2520.5,0,0
2521.5,0,0
2522.5,0,0
2523.5,0,0
2524.5,0,0
2525.5,0,0
2526.5,17531.3,17531.3
2527.5,36823.3,36823.3
2528.5,26377.6,26377.6
2529.5,15013.7,15013.7
2530.5,6810.42,6810.42
2531.5,17578.7,17578.7
2532.5,39628.7,39628.7
2533.5,39714,39714
2534.5,39714,39714
2535.5,39714,39714
2536.5,37072.8,37072.8
2537.5,26119.3,26119.3
2538.5,2278.78,2278.78
2539.5,0,0
2540.5,0,0
2541.5,0,0
2542.5,0,0
2543.5,0,0
2544.5,0,0
2545.5,0,0
2546.5,0,0
2547.5,0,0
2548.5,0,0
2549.5,532.133,532.133
2550.5,22774,22774
2551.5,35380.4,35380.4
2552.5,39714,39714
2553.5,39714,39714
2554.5,39714,39714
2555.5,39714,39714
2556.5,39714,39714
2557.5,39714,39714
2558.5,39714,39714
2559.5,39714,39714
2560.5,36881.6,36881.6
2561.5,27894.3,27894.3
2562.5,3942.87,3942.87
2563.5,0,0
2564.5,0,0
2565.5,0,0
2566.5,0,0
2567.5,0,0
2568.5,0,0
2569.5,0,0
2570.5,0,0
2571.5,0,0
2572.5,0,0
2573.5,1370.79,1370.79
2574.5,24912,24912
2575.5,36055.1,36055.1
2576.5,39714,39714
2577.5,39714,39714
2578.5,39714,39714
2579.5,39714,39714
2580.5,39600.3,39600.3
2581.5,39714,39714
2582.5,39714,39714
2583.5,39156.2,39156.2
2584.5,34367.4,34367.4
2585.5,22896.6,22896.6
2586.5,560.248,560.248
2587.5,0,0
2588.5,0,0
2589.5,0,0
2590.5,0,0
2591.5,0,0
2592.5,0,0
2593.5,0,0
2594.5,0,0
2595.5,0,0
2596.5,0,0
2597.5,8.64006,8.64006
2598.5,5741.56,5741.56
2599.5,22986.7,22986.7
2600.5,37350.6,37350.6
2601.5,39714,39714
2602.5,39713,39713
2603.5,37775.6,37775.6
2604.5,37957.2,37957.2
2605.5,39640.1,39640.1
2606.5,33291.9,33291.9
2607.5,39714,39714
2608.5,37273.7,37273.7
2609.5,12390.5,12390.5
2610.5,271.567,271.567
2611.5,0,0
2612.5,0,0
2613.5,0,0
2614.5,0,0
2615.5,0,0
2616.5,0,0
2617.5,0,0
2618.5,0,0
2619.5,0,0
2620.5,0,0
2621.5,0,0
2622.5,846.344,846.344
2623.5,18566.1,18566.1
2624.5,36053.1,36053.1
2625.5,39714,39714
2626.5,39714,39714
2627.5,39714,39714
2628.5,39714,39714
2629.5,39714,39714
2630.5,39714,39714
2631.5,39714,39714
2632.5,37952.5,37952.5
2633.5,26179.1,26179.1
2634.5,147.587,147.587
2635.5,0,0
2636.5,0,0
2637.5,0,0
2638.5,0,0
2639.5,0,0
2640.5,0,0
2641.5,0,0
2642.5,0,0
2643.5,0,0
2644.5,0,0
2645.5,817.801,817.801
2646.5,23144.3,23144.3
2647.5,36127.9,36127.9
2648.5,39714,39714
2649.5,39714,39714
2650.5,39714,39714
2651.5,39714,39714
2652.5,39714,39714
2653.5,39714,39714
2654.5,39714,39714
2655.5,39714,39714
2656.5,39053.6,39053.6
2657.5,29760.9,29760.9
2658.5,5940.64,5940.64
2659.5,0,0
2660.5,0,0
2661.5,0,0
2662.5,0,0
2663.5,0,0
2664.5,0,0
2665.5,0,0
2666.5,0,0
2667.5,0,0
2668.5,0,0
2669.5,1982.12,1982.12
2670.5,27261.2,27261.2
2671.5,38894.9,38894.9
2672.5,39714,39714
2673.5,39714,39714
2674.5,39714,39714
2675.5,39714,39714
2676.5,39714,39714
2677.5,39714,39714
2678.5,39714,39714
2679.5,39714,39714
2680.5,37930.2,37930.2
2681.5,28564.8,28564.8
2682.5,1953.62,1953.62
2683.5,0,0
2684.5,0,0
2685.5,0,0
2686.5,0,0
2687.5,0,0
2688.5,0,0
2689.5,0,0
2690.5,0,0
2691.5,0,0
2692.5,0,0
2693.5,1538.42,1538.42
2694.5,23137.9,23137.9
2695.5,35231.3,35231.3
2696.5,39714,39714
2697.5,39714,39714
2698.5,39714,39714
2699.5,39714,39714
2700.5,39714,39714
2701.5,39714,39714
2702.5,39714,39714
2703.5,36801.8,36801.8
2704.5,35816.5,35816.5
2705.5,26777.7,26777.7
2706.5,5310.46,5310.46
2707.5,0,0
2708.5,0,0
2709.5,0,0
2710.5,0,0
2711.5,0,0
2712.5,0,0
2713.5,0,0
2714.5,0,0
2715.5,0,0
2716.5,0,0
2717.5,1367.79,1367.79
2718.5,21560.7,21560.7
2719.5,33090.6,33090.6
2720.5,38565.9,38565.9
2721.5,39714,39714
2722.5,39714,39714
2723.5,39714,39714
2724.5,39643.5,39643.5
2725.5,39714,39714
2726.5,39714,39714
2727.5,39463.3,39463.3
2728.5,36015.7,36015.7
2729.5,27448.1,27448.1
2730.5,5646.2,5646.2
2731.5,0,0
2732.5,0,0
2733.5,0,0
2734.5,0,0
2735.5,0,0
2736.5,0,0
2737.5,0,0
2738.5,0,0
2739.5,0,0
2740.5,0,0
2741.5,2274.13,2274.13
2742.5,26951.8,26951.8
2743.5,37714.4,37714.4
2744.5,39714,39714
2745.5,39714,39714
2746.5,39714,39714
2747.5,39714,39714
2748.5,39714,39714
2749.5,39714,39714
2750.5,39714,39714
2751.5,39714,39714
2752.5,37272.5,37272.5
2753.5,29667.1,29667.1
2754.5,6595.5,6595.5
2755.5,0,0
2756.5,0,0
2757.5,0,0
2758.5,0,0
2759.5,0,0
2760.5,0,0
2761.5,0,0
2762.5,0,0
2763.5,0,0
2764.5,0,0
2765.5,2134.38,2134.38
2766.5,16075.8,16075.8
2767.5,34040.4,34040.4
2768.5,39714,39714
2769.5,39714,39714
2770.5,39714,39714
2771.5,39714,39714
2772.5,39714,39714
2773.5,39714,39714
2774.5,39714,39714
2775.5,38514.9,38514.9
2776.5,34829.1,34829.1
2777.5,27644.5,27644.5
2778.5,5468.91,5468.91
2779.5,0,0
2780.5,0,0
2781.5,0,0
2782.5,0,0
2783.5,0,0
2784.5,0,0
2785.5,0,0
2786.5,0,0
2787.5,0,0
2788.5,0,0
2789.5,2629.21,2629.21
2790.5,26637.2,26637.2
2791.5,37721,37721
2792.5,39714,39714
2793.5,39714,39714
2794.5,39714,39714
2795.5,39714,39714
2796.5,39714,39714
2797.5,39714,39714
2798.5,39714,39714
2799.5,39714,39714
2800.5,36781.1,36781.1
2801.5,19784.5,19784.5
2802.5,1896.67,1896.67
2803.5,0,0
2804.5,0,0
2805.5,0,0
2806.5,0,0
2807.5,0,0
2808.5,0,0
2809.5,0,0
2810.5,0,0
2811.5,0,0
2812.5,0,0
2813.5,2024.72,2024.72
2814.5,25075,25075
2815.5,31512.8,31512.8
2816.5,39095.5,39095.5
2817.5,39714,39714
2818.5,39714,39714
2819.5,39714,39714
2820.5,39714,39714
2821.5,37249.9,37249.9
2822.5,39714,39714
2823.5,38982.2,38982.2
2824.5,31073.1,31073.1
2825.5,18932.5,18932.5
2826.5,4408.03,4408.03
2827.5,0,0
2828.5,0,0
2829.5,0,0
2830.5,0,0
2831.5,0,0
2832.5,0,0
2833.5,0,0
2834.5,0,0
2835.5,0,0
2836.5,0,0
2837.5,2578.49,2578.49
2838.5,23987,23987
2839.5,35708.9,35708.9
2840.5,39714,39714
2841.5,39714,39714
2842.5,39714,39714
2843.5,39714,39714
2844.5,39714,39714
2845.5,39714,39714
2846.5,39714,39714
2847.5,39714,39714
2848.5,37491.2,37491.2
2849.5,27136.9,27136.9
2850.5,6941.57,6941.57
2851.5,0,0
2852.5,0,0
2853.5,0,0
2854.5,0,0
2855.5,0,0
2856.5,0,0
2857.5,0,0
2858.5,0,0
2859.5,0,0
2860.5,0,0
2861.5,961.812,961.812
2862.5,11143.3,11143.3
2863.5,27181,27181
2864.5,39714,39714
2865.5,39714,39714
2866.5,39714,39714
2867.5,34520,34520
2868.5,33993,33993
2869.5,31491.2,31491.2
2870.5,39714,39714
2871.5,39714,39714
2872.5,37589.8,37589.8
2873.5,28501.5,28501.5
2874.5,8819.64,8819.64
2875.5,0,0
2876.5,0,0
2877.5,0,0
2878.5,0,0
2879.5,0,0
2880.5,0,0
2881.5,0,0
2882.5,0,0
2883.5,0,0
2884.5,0,0
2885.5,5050.17,5050.17
2886.5,28691.8,28691.8
2887.5,39239.3,39239.3
2888.5,39714,39714
2889.5,39714,39714
2890.5,39714,39714
2891.5,39714,39714
2892.5,39714,39714
2893.5,39714,39714
2894.5,39714,39714
2895.5,39714,39714
2896.5,38512.4,38512.4
2897.5,27413.7,27413.7
2898.5,6699.7,6699.7
2899.5,0,0
2900.5,0,0
2901.5,0,0
2902.5,0,0
2903.5,0,0
2904.5,0,0
2905.5,0,0
2906.5,0,0
2907.5,0,0
2908.5,0,0
2909.5,5490.58,5490.58
2910.5,29331.6,29331.6
2911.5,39341.4,39341.4
2912.5,39714,39714
2913.5,39714,39714
2914.5,39714,39714
2915.5,39714,39714
2916.5,39714,39714
2917.5,39714,39714
2918.5,39714,39714
2919.5,39714,39714
2920.5,38707.3,38707.3
2921.5,29253.7,29253.7
2922.5,9472.46,9472.46
2923.5,0,0
2924.5,0,0
2925.5,0,0
2926.5,0,0
2927.5,0,0
2928.5,0,0
2929.5,0,0
2930.5,0,0
2931.5,0,0
2932.5,0,0
2933.5,641.996,641.996
2934.5,26495.5,26495.5
2935.5,37859.4,37859.4
2936.5,39714,39714
2937.5,39714,39714
2938.5,39714,39714
2939.5,39714,39714
2940.5,39714,39714
2941.5,39714,39714
2942.5,39714,39714
2943.5,39714,39714
2944.5,37976.5,37976.5
2945.5,28505.3,28505.3
2946.5,9483.44,9483.44
2947.5,0,0
2948.5,0,0
2949.5,0,0
2950.5,0,0
2951.5,0,0
2952.5,0,0
2953.5,0,0
2954.5,0,0
2955.5,0,0
2956.5,0,0
2957.5,5846.06,5846.06
2958.5,29642.1,29642.1
2959.5,39714,39714
2960.5,39714,39714
2961.5,39714,39714
2962.5,39714,39714
2963.5,39714,39714
2964.5,39714,39714
2965.5,39714,39714
2966.5,39714,39714
2967.5,39714,39714
2968.5,39474.4,39474.4
2969.5,30382.7,30382.7
2970.5,11254,11254
2971.5,0,0
2972.5,0,0
2973.5,0,0
2974.5,0,0
2975.5,0,0
2976.5,0,0
2977.5,0,0
2978.5,0,0
2979.5,0,0
2980.5,0,0
2981.5,5726.43,5726.43
2982.5,28805.7,28805.7
2983.5,39623.3,39623.3
2984.5,39714,39714
2985.5,39714,39714
2986.5,39714,39714
2987.5,39714,39714
2988.5,39714,39714
2989.5,39714,39714
2990.5,39714,39714
2991.5,39714,39714
2992.5,30808.2,30808.2
2993.5,8806.98,8806.98
2994.5,485.547,485.547
2995.5,0,0
2996.5,0,0
2997.5,0,0
2998.5,0,0
2999.5,0,0
3000.5,0,0
3001.5,0,0
3002.5,0,0
3003.5,0,0
3004.5,0,0
3005.5,5743.18,5743.18
3006.5,25934.9,25934.9
3007.5,37703.2,37703.2
3008.5,39714,39714
3009.5,39714,39714
3010.5,39714,39714
3011.5,39714,39714
3012.5,39714,39714
3013.5,39714,39714
3014.5,39714,39714
3015.5,36983.7,36983.7
3016.5,29544.5,29544.5
3017.5,21860.5,21860.5
3018.5,2960.65,2960.65
3019.5,0,0
3020.5,0,0
3021.5,0,0
3022.5,0,0
3023.5,0,0
3024.5,0,0
3025.5,0,0
3026.5,0,0
3027.5,0,0
3028.5,0,0
3029.5,6541.67,6541.67
3030.5,26313.6,26313.6
3031.5,36237.2,36237.2
3032.5,39714,39714
3033.5,39714,39714
3034.5,39714,39714
3035.5,39714,39714
3036.5,39714,39714
3037.5,39714,39714
3038.5,39714,39714
3039.5,39714,39714
3040.5,37692.6,37692.6
3041.5,28951.9,28951.9
3042.5,11336.7,11336.7
3043.5,0,0
3044.5,0,0
3045.5,0,0
3046.5,0,0
3047.5,0,0
3048.5,0,0
3049.5,0,0
3050.5,0,0
3051.5,0,0
3052.5,0,0
3053.5,7983.27,7983.27
3054.5,27893.8,27893.8
3055.5,37292.6,37292.6
3056.5,39714,39714
3057.5,39714,39714
3058.5,39714,39714
3059.5,39714,39714
3060.5,39714,39714
3061.5,39714,39714
3062.5,39714,39714
3063.5,39714,39714
3064.5,32628.4,32628.4
3065.5,14268.7,14268.7
3066.5,11276.2,11276.2
3067.5,0,0
3068.5,0,0
3069.5,0,0
3070.5,0,0
3071.5,0,0
3072.5,0,0
3073.5,0,0
3074.5,0,0
3075.5,0,0
3076.5,0,0
3077.5,7864.85,7864.85
3078.5,27032.2,27032.2
3079.5,36993.3,36993.3
3080.5,39714,39714
3081.5,39714,39714
3082.5,39714,39714
3083.5,39714,39714
3084.5,39714,39714
3085.5,39714,39714
3086.5,39714,39714
3087.5,39714,39714
3088.5,37703.9,37703.9
3089.5,28130.8,28130.8
3090.5,10762.4,10762.4
3091.5,0,0
3092.5,0,0
3093.5,0,0
3094.5,0,0
3095.5,0,0
3096.5,0,0
3097.5,0,0
3098.5,0,0
3099.5,0,0
3100.5,0,0
3101.5,7946.41,7946.41
3102.5,28294.4,28294.4
3103.5,38339.2,38339.2
3104.5,39714,39714
3105.5,39714,39714
3106.5,39714,39714
3107.5,39714,39714
3108.5,39714,39714
3109.5,39714,39714
3110.5,39714,39714
3111.5,39714,39714
3112.5,35888.6,35888.6
3113.5,24097.3,24097.3
3114.5,6563.04,6563.04
3115.5,0,0
3116.5,0,0
3117.5,0,0
3118.5,0,0
3119.5,0,0
3120.5,0,0
3121.5,0,0
3122.5,0,0
3123.5,0,0
3124.5,0,0
3125.5,9738.38,9738.38
3126.5,28853.1,28853.1
3127.5,38601.8,38601.8
3128.5,39714,39714
3129.5,39714,39714
3130.5,39714,39714
3131.5,39714,39714
3132.5,39714,39714
3133.5,39714,39714
3134.5,39714,39714
3135.5,39714,39714
3136.5,38437.5,38437.5
3137.5,29947.7,29947.7
3138.5,12989.9,12989.9
3139.5,0,0
3140.5,0,0
3141.5,0,0
3142.5,0,0
3143.5,0,0
3144.5,0,0
3145.5,0,0
3146.5,0,0
3147.5,0,0
3148.5,0,0
3149.5,9618.45,9618.45
3150.5,28102,28102
3151.5,37969.8,37969.8
3152.5,39714,39714
3153.5,39714,39714
3154.5,39714,39714
3155.5,39714,39714
3156.5,39714,39714
3157.5,39714,39714
3158.5,39714,39714
3159.5,39714,39714
3160.5,38862.8,38862.8
3161.5,29596.7,29596.7
3162.5,7131.35,7131.35
3163.5,0,0
3164.5,0,0
3165.5,0,0
3166.5,0,0
3167.5,0,0
3168.5,0,0
3169.5,0,0
3170.5,0,0
3171.5,0,0
3172.5,0,0
3173.5,11090.3,11090.3
3174.5,29730,29730
3175.5,39183.7,39183.7
3176.5,39714,39714
3177.5,37915.7,37915.7
3178.5,39714,39714
3179.5,39714,39714
3180.5,39714,39714
3181.5,39714,39714
3182.5,39714,39714
3183.5,37035.2,37035.2
3184.5,38537.1,38537.1
3185.5,28026.3,28026.3
3186.5,11870.9,11870.9
3187.5,0,0
3188.5,0,0
3189.5,0,0
3190.5,0,0
3191.5,0,0
3192.5,0,0
3193.5,0,0
3194.5,0,0
3195.5,0,0
3196.5,0,0
3197.5,946.124,946.124
3198.5,13116.1,13116.1
3199.5,26728,26728
3200.5,29587,29587
3201.5,36936.9,36936.9
3202.5,39714,39714
3203.5,27928.4,27928.4
3204.5,37551,37551
3205.5,36490.4,36490.4
3206.5,26150.7,26150.7
3207.5,15265.1,15265.1
3208.5,9787.17,9787.17
3209.5,2452.3,2452.3
3210.5,868.661,868.661
3211.5,0,0
3212.5,0,0
3213.5,0,0
3214.5,0,0
3215.5,0,0
3216.5,0,0
3217.5,0,0
3218.5,0,0
3219.5,0,0
3220.5,0,0
3221.5,278.161,278.161
3222.5,3804.04,3804.04
3223.5,2133.34,2133.34
3224.5,9621.02,9621.02
3225.5,14497.5,14497.5
3226.5,11703.4,11703.4
3227.5,11695,11695
3228.5,30205.2,30205.2
3229.5,10941.8,10941.8
3230.5,15711.1,15711.1
3231.5,7807.82,7807.82
3232.5,1071.23,1071.23
3233.5,2550.69,2550.69
3234.5,220.627,220.627
3235.5,0,0
3236.5,0,0
3237.5,0,0
3238.5,0,0
3239.5,0,0
3240.5,0,0
3241.5,0,0
3242.5,0,0
3243.5,0,0
3244.5,0,0
3245.5,7133.4,7133.4
3246.5,17187.5,17187.5
3247.5,11143,11143
3248.5,19854.7,19854.7
3249.5,37483.1,37483.1
3250.5,27257.8,27257.8
3251.5,31597.1,31597.1
3252.5,28897.9,28897.9
3253.5,28705.6,28705.6
3254.5,28994.8,28994.8
3255.5,18766.9,18766.9
3256.5,13507.5,13507.5
3257.5,1867.16,1867.16
3258.5,576.211,576.211
3259.5,0,0
3260.5,0,0
3261.5,0,0
3262.5,0,0
3263.5,0,0
3264.5,0,0
3265.5,0,0
3266.5,0,0
3267.5,0,0
3268.5,0,0
3269.5,5375.62,5375.62
3270.5,16950.9,16950.9
3271.5,29986.2,29986.2
3272.5,33434.1,33434.1
3273.5,39714,39714
3274.5,39714,39714
3275.5,39224,39224
3276.5,39714,39714
3277.5,36787.8,36787.8
3278.5,31515.3,31515.3
3279.5,39714,39714
3280.5,38314.4,38314.4
3281.5,28887,28887
3282.5,3713.76,3713.76
3283.5,0,0
3284.5,0,0
3285.5,0,0
3286.5,0,0
3287.5,0,0
3288.5,0,0
3289.5,0,0
3290.5,0,0
3291.5,0,0
3292.5,0,0
3293.5,1408.14,1408.14
3294.5,12970.1,12970.1
3295.5,17618,17618
3296.5,10656.8,10656.8
3297.5,8720.98,8720.98
3298.5,14099.3,14099.3
3299.5,9151.92,9151.92
3300.5,4104.54,4104.54
3301.5,4395.36,4395.36
3302.5,3117.94,3117.94
3303.5,3467.15,3467.15
3304.5,2141.33,2141.33
3305.5,981.039,981.039
3306.5,153.74,153.74
3307.5,0,0
3308.5,0,0
3309.5,0,0
3310.5,0,0
3311.5,0,0
3312.5,0,0
3313.5,0,0
3314.5,0,0
3315.5,0,0
3316.5,0,0
3317.5,1023.28,1023.28
3318.5,1028.56,1028.56
3319.5,1354.07,1354.07
3320.5,14057.3,14057.3
3321.5,31364.1,31364.1
3322.5,39714,39714
3323.5,31553.1,31553.1
3324.5,29611.8,29611.8
3325.5,12864.2,12864.2
3326.5,22065.9,22065.9
3327.5,13682.8,13682.8
3328.5,2755.57,2755.57
3329.5,19012.4,19012.4
3330.5,16339.9,16339.9
3331.5,0,0
3332.5,0,0
3333.5,0,0
3334.5,0,0
3335.5,0,0
3336.5,0,0
3337.5,0,0
3338.5,0,0
3339.5,0,0
3340.5,0,0
3341.5,14769,14769
3342.5,31420,31420
3343.5,39469.2,39469.2
3344.5,39714,39714
3345.5,39714,39714
3346.5,34866.5,34866.5
3347.5,34937.5,34937.5
3348.5,39714,39714
3349.5,39714,39714
3350.5,37235.6,37235.6
3351.5,39714,39714
3352.5,39714,39714
3353.5,30523.3,30523.3
3354.5,13988.9,13988.9
3355.5,0,0
3356.5,0,0
3357.5,0,0
3358.5,0,0
3359.5,0,0
3360.5,0,0
3361.5,0,0
3362.5,0,0
3363.5,0,0
3364.5,0,0
3365.5,12736.9,12736.9
3366.5,24442,24442
3367.5,30141.9,30141.9
3368.5,31078.3,31078.3
3369.5,29917.7,29917.7
3370.5,31987.7,31987.7
3371.5,34234.6,34234.6
3372.5,27220.6,27220.6
3373.5,30493.3,30493.3
3374.5,35311.6,35311.6
3375.5,39714,39714
3376.5,39334.7,39334.7
3377.5,29798.8,29798.8
3378.5,13820.8,13820.8
3379.5,0,0
3380.5,0,0
3381.5,0,0
3382.5,0,0
3383.5,0,0
3384.5,0,0
3385.5,0,0
3386.5,0,0
3387.5,0,0
3388.5,0,0
3389.5,14216.8,14216.8
3390.5,31323.5,31323.5
3391.5,38516.4,38516.4
3392.5,39714,39714
3393.5,39714,39714
3394.5,39714,39714
3395.5,39714,39714
3396.5,39714,39714
3397.5,39714,39714
3398.5,34893.5,34893.5
3399.5,37511.7,37511.7
3400.5,24065,24065
3401.5,12339.4,12339.4
3402.5,2982.97,2982.97
3403.5,0,0
3404.5,0,0
3405.5,0,0
3406.5,0,0
3407.5,0,0
3408.5,0,0
3409.5,0,0
3410.5,0,0
3411.5,0,0
3412.5,0,0
3413.5,1207.88,1207.88
3414.5,13871.6,13871.6
3415.5,38573.5,38573.5
3416.5,39714,39714
3417.5,39714,39714
3418.5,39714,39714
3419.5,39714,39714
3420.5,39714,39714
3421.5,36692.4,36692.4
3422.5,39714,39714
3423.5,39714,39714
3424.5,36933.5,36933.5
3425.5,29861.6,29861.6
3426.5,13992,13992
3427.5,0,0
3428.5,0,0
3429.5,0,0
3430.5,0,0
3431.5,0,0
3432.5,0,0
3433.5,0,0
3434.5,0,0
3435.5,0,0
3436.5,0,0
3437.5,10283.8,10283.8
3438.5,27790,27790
3439.5,37028.6,37028.6
3440.5,39714,39714
3441.5,39714,39714
3442.5,39714,39714
3443.5,39714,39714
3444.5,39714,39714
3445.5,39714,39714
3446.5,39714,39714
3447.5,39283.6,39283.6
3448.5,37794.9,37794.9
3449.5,6897.33,6897.33
3450.5,2049.24,2049.24
3451.5,0,0
3452.5,0,0
3453.5,0,0
3454.5,0,0
3455.5,0,0
3456.5,0,0
3457.5,0,0
3458.5,0,0
3459.5,0,0
3460.5,0,0
3461.5,13488.9,13488.9
3462.5,29586.9,29586.9
3463.5,33517.1,33517.1
3464.5,3495.22,3495.22
3465.5,4772.99,4772.99
3466.5,5283.75,5283.75
3467.5,16167.1,16167.1
3468.5,37839.8,37839.8
3469.5,39714,39714
3470.5,39714,39714
3471.5,39714,39714
3472.5,39714,39714
3473.5,32404.6,32404.6
3474.5,7663.52,7663.52
3475.5,0,0
3476.5,0,0
3477.5,0,0
3478.5,0,0
3479.5,0,0
3480.5,0,0
3481.5,0,0
3482.5,0,0
3483.5,0,0
3484.5,0,0
3485.5,1453.9,1453.9
3486.5,9722.57,9722.57
3487.5,16030.7,16030.7
3488.5,14896.8,14896.8
3489.5,16007.9,16007.9
3490.5,19718.5,19718.5
3491.5,31043.5,31043.5
3492.5,25305.9,25305.9
3493.5,12291.5,12291.5
3494.5,33479.5,33479.5
3495.5,39714,39714
3496.5,31253.6,31253.6
3497.5,11812.7,11812.7
3498.5,12421.4,12421.4
3499.5,0,0
3500.5,0,0
3501.5,0,0
3502.5,0,0
3503.5,0,0
3504.5,0,0
3505.5,0,0
3506.5,0,0
3507.5,0,0
3508.5,0,0
3509.5,12070,12070
3510.5,28673.7,28673.7
3511.5,33250.9,33250.9
3512.5,39714,39714
3513.5,39714,39714
3514.5,39714,39714
3515.5,27283.3,27283.3
3516.5,33683.1,33683.1
3517.5,39714,39714
3518.5,39714,39714
3519.5,36531.6,36531.6
3520.5,35294.5,35294.5
3521.5,30036.2,30036.2
3522.5,15125.9,15125.9
3523.5,0,0
3524.5,0,0
3525.5,0,0
3526.5,0,0
3527.5,0,0
3528.5,0,0
3529.5,0,0
3530.5,0,0
3531.5,0,0
3532.5,0,0
3533.5,13581,13581
3534.5,29302.5,29302.5
3535.5,37779.4,37779.4
3536.5,39714,39714
3537.5,39714,39714
3538.5,39714,39714
3539.5,39714,39714
3540.5,39714,39714
3541.5,39714,39714
3542.5,39714,39714
3543.5,39714,39714
3544.5,39193.6,39193.6
3545.5,25674.3,25674.3
3546.5,15762.8,15762.8
3547.5,0,0
3548.5,0,0
3549.5,0,0
3550.5,0,0
3551.5,0,0
3552.5,0,0
3553.5,0,0
3554.5,0,0
3555.5,0,0
3556.5,0,0
3557.5,2931.17,2931.17
3558.5,28604.3,28604.3
3559.5,29472.3,29472.3
3560.5,39714,39714
3561.5,39714,39714
3562.5,39714,39714
3563.5,39714,39714
3564.5,39714,39714
3565.5,39714,39714
3566.5,39714,39714
3567.5,39714,39714
3568.5,38065.6,38065.6
3569.5,17215.6,17215.6
3570.5,9939.2,9939.2
3571.5,0,0
3572.5,0,0
3573.5,0,0
3574.5,0,0
3575.5,0,0
3576.5,0,0
3577.5,0,0
3578.5,0,0
3579.5,0,0
3580.5,0,0
3581.5,14274.7,14274.7
3582.5,30675.8,30675.8
3583.5,39525.9,39525.9
3584.5,39714,39714
3585.5,39714,39714
3586.5,39714,39714
3587.5,39714,39714
3588.5,39714,39714
3589.5,39714,39714
3590.5,39714,39714
3591.5,37922.8,37922.8
3592.5,22350.7,22350.7
3593.5,15869.2,15869.2
3594.5,2440.4,2440.4
3595.5,0,0
3596.5,0,0
3597.5,0,0
3598.5,0,0
3599.5,0,0
3600.5,0,0
3601.5,0,0
3602.5,0,0
3603.5,0,0
3604.5,0,0
3605.5,12085,12085
3606.5,27084.8,27084.8
3607.5,36370.3,36370.3
3608.5,39714,39714
3609.5,39714,39714
3610.5,39714,39714
3611.5,39714,39714
3612.5,39714,39714
3613.5,39714,39714
3614.5,39714,39714
3615.5,39714,39714
3616.5,35316.2,35316.2
3617.5,29327.5,29327.5
3618.5,5812.99,5812.99
3619.5,0,0
3620.5,0,0
3621.5,0,0
3622.5,0,0
3623.5,0,0
3624.5,0,0
3625.5,0,0
3626.5,0,0
3627.5,0,0
3628.5,0,0
3629.5,14097.1,14097.1
3630.5,29097.5,29097.5
3631.5,37335.8,37335.8
3632.5,39714,39714
3633.5,39714,39714
3634.5,39714,39714
3635.5,39714,39714
3636.5,39714,39714
3637.5,39714,39714
3638.5,39714,39714
3639.5,39714,39714
3640.5,38284.3,38284.3
3641.5,31268.8,31268.8
3642.5,17550.4,17550.4
3643.5,0,0
3644.5,0,0
3645.5,0,0
3646.5,0,0
3647.5,0,0
3648.5,0,0
3649.5,0,0
3650.5,0,0
3651.5,0,0
3652.5,0,0
3653.5,12984.5,12984.5
3654.5,28547.6,28547.6
3655.5,37492.5,37492.5
3656.5,39714,39714
3657.5,39714,39714
3658.5,39714,39714
3659.5,39714,39714
3660.5,39714,39714
3661.5,39714,39714
3662.5,39714,39714
3663.5,39714,39714
3664.5,38877.1,38877.1
3665.5,30888.4,30888.4
3666.5,16445.7,16445.7
3667.5,0,0
3668.5,0,0
3669.5,0,0
3670.5,0,0
3671.5,0,0
3672.5,0,0
3673.5,0,0
3674.5,0,0
3675.5,0,0
3676.5,0,0
3677.5,14299.8,14299.8
3678.5,29985,29985
3679.5,38216.5,38216.5
3680.5,39714,39714
3681.5,39714,39714
3682.5,39714,39714
3683.5,39714,39714
3684.5,39714,39714
3685.5,39714,39714
3686.5,39714,39714
3687.5,39714,39714
3688.5,38430.7,38430.7
3689.5,31510.9,31510.9
3690.5,18080.5,18080.5
3691.5,0,0
3692.5,0,0
3693.5,0,0
3694.5,0,0
3695.5,0,0
3696.5,0,0
3697.5,0,0
3698.5,0,0
3699.5,0,0
3700.5,0,0
3701.5,14192.3,14192.3
3702.5,29026.3,29026.3
3703.5,36940.8,36940.8
3704.5,39714,39714
3705.5,39714,39714
3706.5,39714,39714
3707.5,39714,39714
3708.5,39714,39714
3709.5,39714,39714
3710.5,39714,39714
3711.5,39714,39714
3712.5,37257.3,37257.3
3713.5,30812.3,30812.3
3714.5,18498.7,18498.7
3715.5,0,0
3716.5,0,0
3717.5,0,0
3718.5,0,0
3719.5,0,0
3720.5,0,0
3721.5,0,0
