Hours since 00:00 Jan 1,Lifetime Hourly Data: Electricity from grid to system (kW),Lifetime Hourly Data: Electricity from grid to system (kW),Lifetime Hourly Data: System power generated (kW)
4534.5,-1.90284,-1.90284,-1.90284
4535.5,-1.90284,-1.90284,-1.90284
4536.5,-1.90284,-1.90284,-1.90284
4537.5,-1.90284,-1.90284,-1.90284
4538.5,-1.90284,-1.90284,-1.90284
4539.5,-1.90284,-1.90284,-1.90284
4540.5,-1.90284,-1.90284,-1.90284
4541.5,0,0,27191.2
4542.5,0,0,57871.9
4543.5,0,0,73444.9
4544.5,0,0,74463.7
4545.5,0,0,74463.7
4546.5,0,0,74463.7
4547.5,0,0,74463.7
4548.5,0,0,74463.7
4549.5,0,0,74463.7
4550.5,0,0,74463.7
4551.5,0,0,74463.7
4552.5,0,0,63091.1
4553.5,0,0,56498.3
4554.5,0,0,17269.5
4555.5,-1.90284,-1.90284,-1.90284
4556.5,-1.90284,-1.90284,-1.90284
4557.5,-1.90284,-1.90284,-1.90284
4558.5,-1.90284,-1.90284,-1.90284
4559.5,-1.90284,-1.90284,-1.90284
4560.5,-1.90284,-1.90284,-1.90284
4561.5,-1.90284,-1.90284,-1.90284
4562.5,-1.90284,-1.90284,-1.90284
4563.5,-1.90284,-1.90284,-1.90284
4564.5,-1.90284,-1.90284,-1.90284
4565.5,0,0,24334
4566.5,0,0,56567.1
4567.5,0,0,72416
4568.5,0,0,74463.7
4569.5,0,0,74463.7
4570.5,0,0,74463.7
4571.5,0,0,74463.7
4572.5,0,0,74463.7
4573.5,0,0,74463.7
4574.5,0,0,74463.7
4575.5,0,0,74463.7
4576.5,0,0,74463.7
4577.5,0,0,64343.1
4578.5,0,0,42435
4579.5,0,0,1626.45
4580.5,-1.90284,-1.90284,-1.90284
4581.5,-1.90284,-1.90284,-1.90284
4582.5,-1.90284,-1.90284,-1.90284
4583.5,-1.90284,-1.90284,-1.90284
4584.5,-1.90284,-1.90284,-1.90284
4585.5,-1.90284,-1.90284,-1.90284
4586.5,-1.90284,-1.90284,-1.90284
4587.5,-1.90284,-1.90284,-1.90284
4588.5,-1.90284,-1.90284,-1.90284
4589.5,0,0,30368.7
4590.5,0,0,60012.1
4591.5,0,0,73966.2
4592.5,0,0,74463.7
4593.5,0,0,74463.7
4594.5,0,0,74463.7
4595.5,0,0,74463.7
4596.5,0,0,74463.7
4597.5,0,0,74463.7
4598.5,0,0,74463.7
4599.5,0,0,74463.7
4600.5,0,0,74463.7
4601.5,0,0,63898.9
4602.5,0,0,40754.8
4603.5,0,0,1110.27
4604.5,-1.90284,-1.90284,-1.90284
4605.5,-1.90284,-1.90284,-1.90284
4606.5,-1.90284,-1.90284,-1.90284
4607.5,-1.90284,-1.90284,-1.90284
4608.5,-1.90284,-1.90284,-1.90284
4609.5,-1.90284,-1.90284,-1.90284
4610.5,-1.90284,-1.90284,-1.90284
4611.5,-1.90284,-1.90284,-1.90284
4612.5,-1.90284,-1.90284,-1.90284
4613.5,0,0,26598.6
4614.5,0,0,57696.4
4615.5,0,0,72585.7
4616.5,0,0,74463.7
4617.5,0,0,74463.7
4618.5,0,0,74463.7
4619.5,0,0,74463.7
4620.5,0,0,74463.7
4621.5,0,0,74463.7
4622.5,0,0,74463.7
4623.5,0,0,74463.7
4624.5,0,0,74463.7
4625.5,0,0,64264.6
4626.5,0,0,41473.8
4627.5,0,0,1206.18
4628.5,-1.90284,-1.90284,-1.90284
4629.5,-1.90284,-1.90284,-1.90284
4630.5,-1.90284,-1.90284,-1.90284
4631.5,-1.90284,-1.90284,-1.90284
4632.5,-1.90284,-1.90284,-1.90284
4633.5,-1.90284,-1.90284,-1.90284
4634.5,-1.90284,-1.90284,-1.90284
4635.5,-1.90284,-1.90284,-1.90284
4636.5,-1.90284,-1.90284,-1.90284
4637.5,0,0,27646.9
4638.5,0,0,59087.2
4639.5,0,0,74463.7
4640.5,0,0,74463.7
4641.5,0,0,74463.7
4642.5,0,0,74463.7
4643.5,0,0,74463.7
4644.5,0,0,74463.7
4645.5,0,0,74463.7
4646.5,0,0,74463.7
4647.5,0,0,74463.7
4648.5,0,0,74463.7
4649.5,0,0,64636.9
4650.5,0,0,42081.4
4651.5,-1.90284,-1.90284,-1.90284
4652.5,-1.90284,-1.90284,-1.90284
4653.5,-1.90284,-1.90284,-1.90284
4654.5,-1.90284,-1.90284,-1.90284
4655.5,-1.90284,-1.90284,-1.90284
4656.5,-1.90284,-1.90284,-1.90284
4657.5,-1.90284,-1.90284,-1.90284
4658.5,-1.90284,-1.90284,-1.90284
4659.5,-1.90284,-1.90284,-1.90284
4660.5,-1.90284,-1.90284,-1.90284
4661.5,0,0,29377.4
4662.5,0,0,61220.4
4663.5,0,0,74463.7
4664.5,0,0,74463.7
4665.5,0,0,74463.7
4666.5,0,0,74463.7
4667.5,0,0,74463.7
4668.5,0,0,74463.7
4669.5,0,0,74463.7
4670.5,0,0,74463.7
4671.5,0,0,74463.7
4672.5,0,0,74463.7
4673.5,0,0,63217.2
4674.5,0,0,40511.6
4675.5,-1.90284,-1.90284,-1.90284
4676.5,-1.90284,-1.90284,-1.90284
4677.5,-1.90284,-1.90284,-1.90284
4678.5,-1.90284,-1.90284,-1.90284
4679.5,-1.90284,-1.90284,-1.90284
4680.5,-1.90284,-1.90284,-1.90284
4681.5,-1.90284,-1.90284,-1.90284
4682.5,-1.90284,-1.90284,-1.90284
4683.5,-1.90284,-1.90284,-1.90284
4684.5,-1.90284,-1.90284,-1.90284
4685.5,0,0,26429.8
4686.5,0,0,56673.9
4687.5,0,0,71441.4
4688.5,0,0,74463.7
4689.5,0,0,74463.7
4690.5,0,0,74463.7
4691.5,0,0,74463.7
4692.5,0,0,74463.7
4693.5,0,0,74463.7
4694.5,0,0,74463.7
4695.5,0,0,74463.7
4696.5,0,0,74463.7
4697.5,0,0,63789.3
4698.5,0,0,40834.8
4699.5,-1.90284,-1.90284,-1.90284
4700.5,-1.90284,-1.90284,-1.90284
4701.5,-1.90284,-1.90284,-1.90284
4702.5,-1.90284,-1.90284,-1.90284
4703.5,-1.90284,-1.90284,-1.90284
4704.5,-1.90284,-1.90284,-1.90284
4705.5,-1.90284,-1.90284,-1.90284
4706.5,-1.90284,-1.90284,-1.90284
4707.5,-1.90284,-1.90284,-1.90284
4708.5,-1.90284,-1.90284,-1.90284
4709.5,0,0,22414.8
4710.5,0,0,45625.3
4711.5,0,0,67837.2
4712.5,0,0,74463.7
4713.5,0,0,74463.7
4714.5,0,0,74463.7
4715.5,0,0,74463.7
4716.5,0,0,74463.7
4717.5,0,0,74463.7
4718.5,0,0,74463.7
4719.5,0,0,74463.7
4720.5,0,0,74463.7
4721.5,0,0,62650.8
4722.5,0,0,39537
4723.5,-1.90284,-1.90284,-1.90284
4724.5,-1.90284,-1.90284,-1.90284
4725.5,-1.90284,-1.90284,-1.90284
4726.5,-1.90284,-1.90284,-1.90284
4727.5,-1.90284,-1.90284,-1.90284
4728.5,-1.90284,-1.90284,-1.90284
4729.5,-1.90284,-1.90284,-1.90284
4730.5,-1.90284,-1.90284,-1.90284
4731.5,-1.90284,-1.90284,-1.90284
4732.5,-1.90284,-1.90284,-1.90284
4733.5,0,0,23776.9
4734.5,0,0,56014.9
4735.5,0,0,70815.6
4736.5,0,0,74463.7
4737.5,0,0,74463.7
4738.5,0,0,74463.7
4739.5,0,0,74463.7
4740.5,0,0,74463.7
4741.5,0,0,74463.7
4742.5,0,0,74463.7
4743.5,0,0,74463.7
4744.5,0,0,74463.7
4745.5,0,0,62750.9
4746.5,0,0,39708.5
4747.5,-1.90284,-1.90284,-1.90284
4748.5,-1.90284,-1.90284,-1.90284
4749.5,-1.90284,-1.90284,-1.90284
4750.5,-1.90284,-1.90284,-1.90284
4751.5,-1.90284,-1.90284,-1.90284
4752.5,-1.90284,-1.90284,-1.90284
4753.5,-1.90284,-1.90284,-1.90284
4754.5,-1.90284,-1.90284,-1.90284
4755.5,-1.90284,-1.90284,-1.90284
4756.5,-1.90284,-1.90284,-1.90284
4757.5,0,0,22509
4758.5,0,0,55923.3
4759.5,0,0,72670.4
4760.5,0,0,74463.7
4761.5,0,0,74463.7
4762.5,0,0,74463.7
4763.5,0,0,74463.7
4764.5,0,0,74463.7
4765.5,0,0,74463.7
4766.5,0,0,74463.7
4767.5,0,0,74463.7
4768.5,0,0,74463.7
4769.5,0,0,62768.9
4770.5,0,0,37115.5
4771.5,-1.90284,-1.90284,-1.90284
4772.5,-1.90284,-1.90284,-1.90284
4773.5,-1.90284,-1.90284,-1.90284
4774.5,-1.90284,-1.90284,-1.90284
4775.5,-1.90284,-1.90284,-1.90284
4776.5,-1.90284,-1.90284,-1.90284
4777.5,-1.90284,-1.90284,-1.90284
4778.5,-1.90284,-1.90284,-1.90284
4779.5,-1.90284,-1.90284,-1.90284
4780.5,-1.90284,-1.90284,-1.90284
4781.5,0,0,19320.4
4782.5,0,0,54486.7
4783.5,0,0,72098.1
4784.5,0,0,74463.7
4785.5,0,0,74463.7
4786.5,0,0,74463.7
4787.5,0,0,74463.7
4788.5,0,0,74463.7
4789.5,0,0,74463.7
4790.5,0,0,74463.7
4791.5,0,0,74463.7
4792.5,0,0,74463.7
4793.5,0,0,64535.6
4794.5,0,0,38977.4
4795.5,-1.90284,-1.90284,-1.90284
4796.5,-1.90284,-1.90284,-1.90284
4797.5,-1.90284,-1.90284,-1.90284
4798.5,-1.90284,-1.90284,-1.90284
4799.5,-1.90284,-1.90284,-1.90284
4800.5,-1.90284,-1.90284,-1.90284
4801.5,-1.90284,-1.90284,-1.90284
4802.5,-1.90284,-1.90284,-1.90284
4803.5,-1.90284,-1.90284,-1.90284
4804.5,-1.90284,-1.90284,-1.90284
4805.5,0,0,18436.2
4806.5,0,0,54502.6
4807.5,0,0,72523.2
4808.5,0,0,74463.7
4809.5,0,0,74463.7
4810.5,0,0,74463.7
4811.5,0,0,74463.7
4812.5,0,0,74463.7
4813.5,0,0,74463.7
4814.5,0,0,74463.7
4815.5,0,0,74463.7
4816.5,0,0,74463.7
4817.5,0,0,63822.1
4818.5,0,0,38706.5
4819.5,-1.90284,-1.90284,-1.90284
4820.5,-1.90284,-1.90284,-1.90284
4821.5,-1.90284,-1.90284,-1.90284
4822.5,-1.90284,-1.90284,-1.90284
4823.5,-1.90284,-1.90284,-1.90284
4824.5,-1.90284,-1.90284,-1.90284
4825.5,-1.90284,-1.90284,-1.90284
4826.5,-1.90284,-1.90284,-1.90284
4827.5,-1.90284,-1.90284,-1.90284
4828.5,-1.90284,-1.90284,-1.90284
4829.5,0,0,18980.9
4830.5,0,0,55416.5
4831.5,0,0,72705.7
4832.5,0,0,74463.7
4833.5,0,0,74168.5
4834.5,0,0,74463.7
4835.5,0,0,74463.7
4836.5,0,0,74463.7
4837.5,0,0,57028.8
4838.5,0,0,74463.7
4839.5,0,0,36293.1
4840.5,0,0,66147.7
4841.5,0,0,62253.2
4842.5,0,0,31213
4843.5,-1.90284,-1.90284,-1.90284
4844.5,-1.90284,-1.90284,-1.90284
4845.5,-1.90284,-1.90284,-1.90284
4846.5,-1.90284,-1.90284,-1.90284
4847.5,-1.90284,-1.90284,-1.90284
4848.5,-1.90284,-1.90284,-1.90284
4849.5,-1.90284,-1.90284,-1.90284
4850.5,-1.90284,-1.90284,-1.90284
4851.5,-1.90284,-1.90284,-1.90284
4852.5,-1.90284,-1.90284,-1.90284
4853.5,0,0,18787.9
4854.5,0,0,54830.6
4855.5,0,0,71770.3
4856.5,0,0,74463.7
4857.5,0,0,74463.7
4858.5,0,0,74463.7
4859.5,0,0,74463.7
4860.5,0,0,74463.7
4861.5,0,0,74463.7
4862.5,0,0,74463.7
4863.5,0,0,74463.7
4864.5,0,0,74463.7
4865.5,0,0,62587.2
4866.5,0,0,37805
4867.5,-1.90284,-1.90284,-1.90284
4868.5,-1.90284,-1.90284,-1.90284
4869.5,-1.90284,-1.90284,-1.90284
4870.5,-1.90284,-1.90284,-1.90284
4871.5,-1.90284,-1.90284,-1.90284
4872.5,-1.90284,-1.90284,-1.90284
4873.5,-1.90284,-1.90284,-1.90284
4874.5,-1.90284,-1.90284,-1.90284
4875.5,-1.90284,-1.90284,-1.90284
4876.5,-1.90284,-1.90284,-1.90284
4877.5,0,0,18706.8
4878.5,0,0,55450.9
4879.5,0,0,72375.7
4880.5,0,0,74463.7
4881.5,0,0,74463.7
4882.5,0,0,74463.7
4883.5,0,0,74463.7
4884.5,0,0,74463.7
4885.5,0,0,74463.7
4886.5,0,0,74463.7
4887.5,0,0,74463.7
4888.5,0,0,74463.7
4889.5,0,0,64218.8
4890.5,0,0,40726.5
4891.5,-1.90284,-1.90284,-1.90284
4892.5,-1.90284,-1.90284,-1.90284
4893.5,-1.90284,-1.90284,-1.90284
4894.5,-1.90284,-1.90284,-1.90284
4895.5,-1.90284,-1.90284,-1.90284
4896.5,-1.90284,-1.90284,-1.90284
4897.5,-1.90284,-1.90284,-1.90284
4898.5,-1.90284,-1.90284,-1.90284
4899.5,-1.90284,-1.90284,-1.90284
4900.5,-1.90284,-1.90284,-1.90284
4901.5,0,0,19707.5
4902.5,0,0,57587.5
4903.5,0,0,73326.7
4904.5,0,0,74463.7
4905.5,0,0,74463.7
4906.5,0,0,74463.7
4907.5,0,0,74463.7
4908.5,0,0,74463.7
4909.5,0,0,74463.7
4910.5,0,0,74463.7
4911.5,0,0,74463.7
4912.5,0,0,74463.7
4913.5,0,0,64038
4914.5,0,0,41124
4915.5,-1.90284,-1.90284,-1.90284
4916.5,-1.90284,-1.90284,-1.90284
4917.5,-1.90284,-1.90284,-1.90284
4918.5,-1.90284,-1.90284,-1.90284
4919.5,-1.90284,-1.90284,-1.90284
4920.5,-1.90284,-1.90284,-1.90284
4921.5,-1.90284,-1.90284,-1.90284
4922.5,-1.90284,-1.90284,-1.90284
4923.5,-1.90284,-1.90284,-1.90284
4924.5,-1.90284,-1.90284,-1.90284
4925.5,0,0,15580.5
4926.5,0,0,27233.2
4927.5,0,0,47379.8
4928.5,0,0,74463.7
4929.5,0,0,74463.7
4930.5,0,0,74463.7
4931.5,0,0,71496
4932.5,0,0,52125.2
4933.5,0,0,74463.7
4934.5,0,0,74463.7
4935.5,0,0,74463.7
4936.5,0,0,72743.7
4937.5,0,0,59358.5
4938.5,0,0,20849.5
4939.5,-1.90284,-1.90284,-1.90284
4940.5,-1.90284,-1.90284,-1.90284
4941.5,-1.90284,-1.90284,-1.90284
4942.5,-1.90284,-1.90284,-1.90284
4943.5,-1.90284,-1.90284,-1.90284
4944.5,-1.90284,-1.90284,-1.90284
4945.5,-1.90284,-1.90284,-1.90284
4946.5,-1.90284,-1.90284,-1.90284
4947.5,-1.90284,-1.90284,-1.90284
4948.5,-1.90284,-1.90284,-1.90284
4949.5,0,0,12773.9
4950.5,0,0,53735.8
4951.5,0,0,72178.4
4952.5,0,0,74463.7
4953.5,0,0,74463.7
4954.5,0,0,74463.7
4955.5,0,0,74463.7
4956.5,0,0,74463.7
4957.5,0,0,74463.7
4958.5,0,0,74463.7
4959.5,0,0,74463.7
4960.5,0,0,74463.7
4961.5,0,0,62672.3
4962.5,0,0,36899.8
4963.5,-1.90284,-1.90284,-1.90284
4964.5,-1.90284,-1.90284,-1.90284
4965.5,-1.90284,-1.90284,-1.90284
4966.5,-1.90284,-1.90284,-1.90284
4967.5,-1.90284,-1.90284,-1.90284
4968.5,-1.90284,-1.90284,-1.90284
4969.5,-1.90284,-1.90284,-1.90284
4970.5,-1.90284,-1.90284,-1.90284
4971.5,-1.90284,-1.90284,-1.90284
4972.5,-1.90284,-1.90284,-1.90284
4973.5,0,0,12309.5
4974.5,0,0,53319.8
4975.5,0,0,69893.5
4976.5,0,0,74463.7
4977.5,0,0,74463.7
4978.5,0,0,74463.7
4979.5,0,0,74463.7
4980.5,0,0,74463.7
4981.5,0,0,74463.7
4982.5,0,0,74463.7
4983.5,0,0,74463.7
4984.5,0,0,73686.7
4985.5,0,0,61293.3
4986.5,0,0,36675.6
4987.5,-1.90284,-1.90284,-1.90284
4988.5,-1.90284,-1.90284,-1.90284
4989.5,-1.90284,-1.90284,-1.90284
4990.5,-1.90284,-1.90284,-1.90284
4991.5,-1.90284,-1.90284,-1.90284
4992.5,-1.90284,-1.90284,-1.90284
4993.5,-1.90284,-1.90284,-1.90284
4994.5,-1.90284,-1.90284,-1.90284
4995.5,-1.90284,-1.90284,-1.90284
4996.5,-1.90284,-1.90284,-1.90284
4997.5,0,0,10937
4998.5,0,0,50358.8
4999.5,0,0,68159.3
5000.5,0,0,74463.7
5001.5,0,0,74463.7
5002.5,0,0,74463.7
5003.5,0,0,74463.7
5004.5,0,0,74463.7
5005.5,0,0,74463.7
5006.5,0,0,74463.7
5007.5,0,0,74463.7
5008.5,0,0,74184.6
5009.5,0,0,61345.7
5010.5,0,0,35625
5011.5,-1.90284,-1.90284,-1.90284
5012.5,-1.90284,-1.90284,-1.90284
5013.5,-1.90284,-1.90284,-1.90284
5014.5,-1.90284,-1.90284,-1.90284
5015.5,-1.90284,-1.90284,-1.90284
5016.5,-1.90284,-1.90284,-1.90284
5017.5,-1.90284,-1.90284,-1.90284
5018.5,-1.90284,-1.90284,-1.90284
5019.5,-1.90284,-1.90284,-1.90284
5020.5,-1.90284,-1.90284,-1.90284
5021.5,0,0,13300.6
5022.5,0,0,56900.2
5023.5,0,0,74463.7
5024.5,0,0,74463.7
5025.5,0,0,74463.7
5026.5,0,0,74463.7
5027.5,0,0,74463.7
5028.5,0,0,74463.7
5029.5,0,0,74463.7
5030.5,0,0,74463.7
5031.5,0,0,74463.7
5032.5,0,0,74463.7
5033.5,0,0,64161.7
5034.5,0,0,38080.3
5035.5,-1.90284,-1.90284,-1.90284
5036.5,-1.90284,-1.90284,-1.90284
5037.5,-1.90284,-1.90284,-1.90284
5038.5,-1.90284,-1.90284,-1.90284
5039.5,-1.90284,-1.90284,-1.90284
5040.5,-1.90284,-1.90284,-1.90284
5041.5,-1.90284,-1.90284,-1.90284
5042.5,-1.90284,-1.90284,-1.90284
5043.5,-1.90284,-1.90284,-1.90284
5044.5,-1.90284,-1.90284,-1.90284
5045.5,0,0,12519
5046.5,0,0,56985.3
5047.5,0,0,74463.7
5048.5,0,0,74463.7
5049.5,0,0,74463.7
5050.5,0,0,74463.7
5051.5,0,0,74463.7
5052.5,0,0,74463.7
5053.5,0,0,74463.7
5054.5,0,0,74463.7
5055.5,0,0,74463.7
5056.5,0,0,74463.7
5057.5,0,0,65023.3
5058.5,0,0,38055.5
5059.5,-1.90284,-1.90284,-1.90284
5060.5,-1.90284,-1.90284,-1.90284
5061.5,-1.90284,-1.90284,-1.90284
5062.5,-1.90284,-1.90284,-1.90284
5063.5,-1.90284,-1.90284,-1.90284
5064.5,-1.90284,-1.90284,-1.90284
5065.5,-1.90284,-1.90284,-1.90284
5066.5,-1.90284,-1.90284,-1.90284
5067.5,-1.90284,-1.90284,-1.90284
5068.5,-1.90284,-1.90284,-1.90284
5069.5,0,0,11710.5
5070.5,0,0,55675
5071.5,0,0,73029.7
5072.5,0,0,74463.7
5073.5,0,0,74463.7
5074.5,0,0,74463.7
5075.5,0,0,74463.7
5076.5,0,0,74463.7
5077.5,0,0,74463.7
5078.5,0,0,74463.7
5079.5,0,0,74463.7
5080.5,0,0,74463.7
5081.5,0,0,63521.7
5082.5,0,0,36010.4
5083.5,-1.90284,-1.90284,-1.90284
5084.5,-1.90284,-1.90284,-1.90284
5085.5,-1.90284,-1.90284,-1.90284
5086.5,-1.90284,-1.90284,-1.90284
5087.5,-1.90284,-1.90284,-1.90284
5088.5,-1.90284,-1.90284,-1.90284
5089.5,-1.90284,-1.90284,-1.90284
5090.5,-1.90284,-1.90284,-1.90284
5091.5,-1.90284,-1.90284,-1.90284
5092.5,-1.90284,-1.90284,-1.90284
5093.5,0,0,10482.9
5094.5,0,0,54300.7
5095.5,0,0,73083.5
5096.5,0,0,74463.7
5097.5,0,0,74463.7
5098.5,0,0,74463.7
5099.5,0,0,74463.7
5100.5,0,0,74463.7
5101.5,0,0,74463.7
5102.5,0,0,74463.7
5103.5,0,0,74463.7
5104.5,0,0,74463.7
5105.5,0,0,63429.9
5106.5,0,0,35046.7
5107.5,-1.90284,-1.90284,-1.90284
5108.5,-1.90284,-1.90284,-1.90284
5109.5,-1.90284,-1.90284,-1.90284
5110.5,-1.90284,-1.90284,-1.90284
5111.5,-1.90284,-1.90284,-1.90284
5112.5,-1.90284,-1.90284,-1.90284
5113.5,-1.90284,-1.90284,-1.90284
5114.5,-1.90284,-1.90284,-1.90284
5115.5,-1.90284,-1.90284,-1.90284
5116.5,-1.90284,-1.90284,-1.90284
5117.5,0,0,9711.54
5118.5,0,0,52474.3
5119.5,0,0,70353.9
5120.5,0,0,74463.7
5121.5,0,0,74463.7
5122.5,0,0,74463.7
5123.5,0,0,74463.7
5124.5,0,0,74463.7
5125.5,0,0,74463.7
5126.5,0,0,74463.7
5127.5,0,0,74463.7
5128.5,0,0,74463.7
5129.5,0,0,61909.4
5130.5,0,0,35305.2
5131.5,-1.90284,-1.90284,-1.90284
5132.5,-1.90284,-1.90284,-1.90284
5133.5,-1.90284,-1.90284,-1.90284
5134.5,-1.90284,-1.90284,-1.90284
5135.5,-1.90284,-1.90284,-1.90284
5136.5,-1.90284,-1.90284,-1.90284
5137.5,-1.90284,-1.90284,-1.90284
5138.5,-1.90284,-1.90284,-1.90284
5139.5,-1.90284,-1.90284,-1.90284
5140.5,-1.90284,-1.90284,-1.90284
5141.5,0,0,10719.1
5142.5,0,0,52820.9
5143.5,0,0,69399.2
5144.5,0,0,74463.7
5145.5,0,0,74463.7
5146.5,0,0,74463.7
5147.5,0,0,74463.7
5148.5,0,0,74463.7
5149.5,0,0,74463.7
5150.5,0,0,74463.7
5151.5,0,0,74463.7
5152.5,0,0,73540.4
5153.5,0,0,60508.2
5154.5,0,0,32093.8
5155.5,-1.90284,-1.90284,-1.90284
5156.5,-1.90284,-1.90284,-1.90284
5157.5,-1.90284,-1.90284,-1.90284
5158.5,-1.90284,-1.90284,-1.90284
5159.5,-1.90284,-1.90284,-1.90284
5160.5,-1.90284,-1.90284,-1.90284
5161.5,-1.90284,-1.90284,-1.90284
5162.5,-1.90284,-1.90284,-1.90284
5163.5,-1.90284,-1.90284,-1.90284
5164.5,-1.90284,-1.90284,-1.90284
5165.5,0,0,7811.77
5166.5,0,0,53052
5167.5,0,0,71757.5
5168.5,0,0,74463.7
5169.5,0,0,74463.7
5170.5,0,0,74463.7
5171.5,0,0,74463.7
5172.5,0,0,74463.7
5173.5,0,0,74463.7
5174.5,0,0,74463.7
5175.5,0,0,74463.7
5176.5,0,0,74463.7
5177.5,0,0,63371.2
5178.5,0,0,36228.3
5179.5,-1.90284,-1.90284,-1.90284
5180.5,-1.90284,-1.90284,-1.90284
5181.5,-1.90284,-1.90284,-1.90284
5182.5,-1.90284,-1.90284,-1.90284
5183.5,-1.90284,-1.90284,-1.90284
5184.5,-1.90284,-1.90284,-1.90284
5185.5,-1.90284,-1.90284,-1.90284
5186.5,-1.90284,-1.90284,-1.90284
5187.5,-1.90284,-1.90284,-1.90284
5188.5,-1.90284,-1.90284,-1.90284
5189.5,0,0,1309.95
5190.5,0,0,55515.6
5191.5,0,0,74024.7
5192.5,0,0,74463.7
5193.5,0,0,74463.7
5194.5,0,0,74463.7
5195.5,0,0,74463.7
5196.5,0,0,73935.1
5197.5,0,0,72570.7
5198.5,0,0,72521.6
5199.5,0,0,74463.7
5200.5,0,0,69912.6
5201.5,0,0,57395.1
5202.5,0,0,18887.6
5203.5,-1.90284,-1.90284,-1.90284
5204.5,-1.90284,-1.90284,-1.90284
5205.5,-1.90284,-1.90284,-1.90284
5206.5,-1.90284,-1.90284,-1.90284
5207.5,-1.90284,-1.90284,-1.90284
5208.5,-1.90284,-1.90284,-1.90284
5209.5,-1.90284,-1.90284,-1.90284
5210.5,-1.90284,-1.90284,-1.90284
5211.5,-1.90284,-1.90284,-1.90284
5212.5,-1.90284,-1.90284,-1.90284
5213.5,0,0,465.245
5214.5,0,0,32905.2
5215.5,0,0,55976
5216.5,0,0,74463.7
5217.5,0,0,74463.7
5218.5,0,0,74463.7
5219.5,0,0,74463.7
5220.5,0,0,74463.7
5221.5,0,0,74463.7
5222.5,0,0,74463.7
5223.5,0,0,74463.7
5224.5,0,0,71273
5225.5,0,0,58384.2
5226.5,0,0,9242.13
5227.5,-1.90284,-1.90284,-1.90284
5228.5,-1.90284,-1.90284,-1.90284
5229.5,-1.90284,-1.90284,-1.90284
5230.5,-1.90284,-1.90284,-1.90284
5231.5,-1.90284,-1.90284,-1.90284
5232.5,-1.90284,-1.90284,-1.90284
5233.5,-1.90284,-1.90284,-1.90284
5234.5,-1.90284,-1.90284,-1.90284
5235.5,-1.90284,-1.90284,-1.90284
5236.5,-1.90284,-1.90284,-1.90284
5237.5,0,0,5044.24
5238.5,0,0,50618.6
5239.5,0,0,71147.3
5240.5,0,0,74463.7
5241.5,0,0,74463.7
5242.5,0,0,74463.7
5243.5,0,0,74463.7
5244.5,0,0,74463.7
5245.5,0,0,74463.7
5246.5,0,0,74463.7
5247.5,0,0,74463.7
5248.5,0,0,74463.7
5249.5,0,0,63015.2
5250.5,0,0,33705.7
5251.5,-1.90284,-1.90284,-1.90284
5252.5,-1.90284,-1.90284,-1.90284
5253.5,-1.90284,-1.90284,-1.90284
5254.5,-1.90284,-1.90284,-1.90284
5255.5,-1.90284,-1.90284,-1.90284
5256.5,-1.90284,-1.90284,-1.90284
5257.5,-1.90284,-1.90284,-1.90284
5258.5,-1.90284,-1.90284,-1.90284
5259.5,-1.90284,-1.90284,-1.90284
5260.5,-1.90284,-1.90284,-1.90284
5261.5,0,0,6029.8
5262.5,0,0,12016.1
5263.5,0,0,71310.4
5264.5,0,0,74463.7
5265.5,0,0,74463.7
5266.5,0,0,74463.7
5267.5,0,0,74463.7
5268.5,0,0,74463.7
5269.5,0,0,74463.7
5270.5,0,0,74463.7
5271.5,0,0,74463.7
5272.5,0,0,74463.7
5273.5,0,0,62553.5
5274.5,0,0,31665.5
5275.5,-1.90284,-1.90284,-1.90284
5276.5,-1.90284,-1.90284,-1.90284
5277.5,-1.90284,-1.90284,-1.90284
5278.5,-1.90284,-1.90284,-1.90284
5279.5,-1.90284,-1.90284,-1.90284
5280.5,-1.90284,-1.90284,-1.90284
5281.5,-1.90284,-1.90284,-1.90284
5282.5,-1.90284,-1.90284,-1.90284
5283.5,-1.90284,-1.90284,-1.90284
5284.5,-1.90284,-1.90284,-1.90284
5285.5,0,0,310.513
5286.5,0,0,5642.66
5287.5,0,0,49912.6
5288.5,0,0,41053.5
5289.5,0,0,19402.2
5290.5,0,0,38171.9
5291.5,0,0,66908.9
5292.5,0,0,74463.7
5293.5,0,0,74463.7
5294.5,0,0,74463.7
5295.5,0,0,74463.7
5296.5,0,0,70125.9
5297.5,0,0,59257.3
5298.5,0,0,30132.1
5299.5,-1.90284,-1.90284,-1.90284
5300.5,-1.90284,-1.90284,-1.90284
5301.5,-1.90284,-1.90284,-1.90284
5302.5,-1.90284,-1.90284,-1.90284
5303.5,-1.90284,-1.90284,-1.90284
5304.5,-1.90284,-1.90284,-1.90284
5305.5,-1.90284,-1.90284,-1.90284
5306.5,-1.90284,-1.90284,-1.90284
5307.5,-1.90284,-1.90284,-1.90284
5308.5,-1.90284,-1.90284,-1.90284
5309.5,0,0,5214.15
5310.5,0,0,48223.5
5311.5,0,0,32196.2
5312.5,0,0,61471.9
5313.5,0,0,74463.7
5314.5,0,0,74463.7
5315.5,0,0,74463.7
5316.5,0,0,72642.1
5317.5,0,0,74463.7
5318.5,0,0,74463.7
5319.5,0,0,74463.7
5320.5,0,0,72154.3
5321.5,0,0,55636.6
