Hours since 00:00 Jan 1,Lifetime Hourly Data: Electricity from grid to system (kW),Lifetime Hourly Data: Electricity from grid to system (kW),Lifetime Hourly Data: System power generated (kW)
1789.5,0,0,72444.1
1790.5,0,0,74463.7
1791.5,0,0,74401
1792.5,0,0,65070.5
1793.5,0,0,40735.6
1794.5,-1.90284,-1.90284,-1.90284
1795.5,-1.90284,-1.90284,-1.90284
1796.5,-1.90284,-1.90284,-1.90284
1797.5,-1.90284,-1.90284,-1.90284
1798.5,-1.90284,-1.90284,-1.90284
1799.5,-1.90284,-1.90284,-1.90284
1800.5,-1.90284,-1.90284,-1.90284
1801.5,-1.90284,-1.90284,-1.90284
1802.5,-1.90284,-1.90284,-1.90284
1803.5,-1.90284,-1.90284,-1.90284
1804.5,-1.90284,-1.90284,-1.90284
1805.5,-1.90284,-1.90284,-1.90284
1806.5,0,0,474.229
1807.5,0,0,40609.3
1808.5,0,0,71017.7
1809.5,0,0,74463.7
1810.5,0,0,73426.6
1811.5,0,0,71021.8
1812.5,0,0,69663.8
1813.5,0,0,71900.2
1814.5,0,0,62420.5
1815.5,0,0,66870
1816.5,0,0,47876.4
1817.5,0,0,22250.4
1818.5,-1.90284,-1.90284,-1.90284
1819.5,-1.90284,-1.90284,-1.90284
1820.5,-1.90284,-1.90284,-1.90284
1821.5,-1.90284,-1.90284,-1.90284
1822.5,-1.90284,-1.90284,-1.90284
1823.5,-1.90284,-1.90284,-1.90284
1824.5,-1.90284,-1.90284,-1.90284
1825.5,-1.90284,-1.90284,-1.90284
1826.5,-1.90284,-1.90284,-1.90284
1827.5,-1.90284,-1.90284,-1.90284
1828.5,-1.90284,-1.90284,-1.90284
1829.5,-1.90284,-1.90284,-1.90284
1830.5,0,0,10228.4
1831.5,0,0,56276.6
1832.5,0,0,71393.6
1833.5,0,0,74463.7
1834.5,0,0,73227.2
1835.5,0,0,70331
1836.5,0,0,69273.2
1837.5,0,0,70466.9
1838.5,0,0,71964.3
1839.5,0,0,70827.5
1840.5,0,0,61751.8
1841.5,0,0,30462.2
1842.5,-1.90284,-1.90284,-1.90284
1843.5,-1.90284,-1.90284,-1.90284
1844.5,-1.90284,-1.90284,-1.90284
1845.5,-1.90284,-1.90284,-1.90284
1846.5,-1.90284,-1.90284,-1.90284
1847.5,-1.90284,-1.90284,-1.90284
1848.5,-1.90284,-1.90284,-1.90284
1849.5,-1.90284,-1.90284,-1.90284
1850.5,-1.90284,-1.90284,-1.90284
1851.5,-1.90284,-1.90284,-1.90284
1852.5,-1.90284,-1.90284,-1.90284
1853.5,-1.90284,-1.90284,-1.90284
1854.5,0,0,857.219
1855.5,0,0,23942.1
1856.5,0,0,45242.6
1857.5,0,0,72037.7
1858.5,0,0,60748.3
1859.5,0,0,59253.2
1860.5,0,0,53547.7
1861.5,0,0,57173
1862.5,0,0,43527.6
1863.5,0,0,16705.6
1864.5,0,0,13131.9
1865.5,0,0,969.412
1866.5,-1.90284,-1.90284,-1.90284
1867.5,-1.90284,-1.90284,-1.90284
1868.5,-1.90284,-1.90284,-1.90284
1869.5,-1.90284,-1.90284,-1.90284
1870.5,-1.90284,-1.90284,-1.90284
1871.5,-1.90284,-1.90284,-1.90284
1872.5,-1.90284,-1.90284,-1.90284
1873.5,-1.90284,-1.90284,-1.90284
1874.5,-1.90284,-1.90284,-1.90284
1875.5,-1.90284,-1.90284,-1.90284
1876.5,-1.90284,-1.90284,-1.90284
1877.5,-1.90284,-1.90284,-1.90284
1878.5,0,0,106.229
1879.5,0,0,17590.5
1880.5,0,0,46265.7
1881.5,0,0,35176.5
1882.5,0,0,31520.9
1883.5,0,0,23876.2
1884.5,0,0,58169.6
1885.5,0,0,57834.8
1886.5,0,0,74463.7
1887.5,0,0,74463.7
1888.5,0,0,65930.6
1889.5,0,0,40466.9
1890.5,-1.90284,-1.90284,-1.90284
1891.5,-1.90284,-1.90284,-1.90284
1892.5,-1.90284,-1.90284,-1.90284
1893.5,-1.90284,-1.90284,-1.90284
1894.5,-1.90284,-1.90284,-1.90284
1895.5,-1.90284,-1.90284,-1.90284
1896.5,-1.90284,-1.90284,-1.90284
1897.5,-1.90284,-1.90284,-1.90284
1898.5,-1.90284,-1.90284,-1.90284
1899.5,-1.90284,-1.90284,-1.90284
1900.5,-1.90284,-1.90284,-1.90284
1901.5,-1.90284,-1.90284,-1.90284
1902.5,0,0,14905.3
1903.5,0,0,61738.7
1904.5,0,0,74463.7
1905.5,0,0,74463.7
1906.5,0,0,74463.7
1907.5,0,0,73537.2
1908.5,0,0,72601.2
1909.5,0,0,74325.9
1910.5,0,0,74463.7
1911.5,0,0,74463.7
1912.5,0,0,67269.3
1913.5,0,0,43069.8
1914.5,-1.90284,-1.90284,-1.90284
1915.5,-1.90284,-1.90284,-1.90284
1916.5,-1.90284,-1.90284,-1.90284
1917.5,-1.90284,-1.90284,-1.90284
1918.5,-1.90284,-1.90284,-1.90284
1919.5,-1.90284,-1.90284,-1.90284
1920.5,-1.90284,-1.90284,-1.90284
1921.5,-1.90284,-1.90284,-1.90284
1922.5,-1.90284,-1.90284,-1.90284
1923.5,-1.90284,-1.90284,-1.90284
1924.5,-1.90284,-1.90284,-1.90284
1925.5,-1.90284,-1.90284,-1.90284
1926.5,0,0,250.399
1927.5,0,0,3927.76
1928.5,0,0,13995.2
1929.5,0,0,21324.8
1930.5,0,0,24971.5
1931.5,0,0,31692.4
1932.5,0,0,28660.2
1933.5,0,0,18157.7
1934.5,0,0,12400.6
1935.5,0,0,8383.57
1936.5,0,0,2122.6
1937.5,0,0,1919.47
1938.5,-1.90284,-1.90284,-1.90284
1939.5,-1.90284,-1.90284,-1.90284
1940.5,-1.90284,-1.90284,-1.90284
1941.5,-1.90284,-1.90284,-1.90284
1942.5,-1.90284,-1.90284,-1.90284
1943.5,-1.90284,-1.90284,-1.90284
1944.5,-1.90284,-1.90284,-1.90284
1945.5,-1.90284,-1.90284,-1.90284
1946.5,-1.90284,-1.90284,-1.90284
1947.5,-1.90284,-1.90284,-1.90284
1948.5,-1.90284,-1.90284,-1.90284
1949.5,-1.90284,-1.90284,-1.90284
1950.5,0,0,413.813
1951.5,0,0,28814.6
1952.5,0,0,25637.1
1953.5,0,0,52941
1954.5,0,0,74463.7
1955.5,0,0,71960.8
1956.5,0,0,34424.5
1957.5,0,0,52930.3
1958.5,0,0,70044.4
1959.5,0,0,61621.9
1960.5,0,0,64578.3
1961.5,0,0,38266.5
1962.5,-1.90284,-1.90284,-1.90284
1963.5,-1.90284,-1.90284,-1.90284
1964.5,-1.90284,-1.90284,-1.90284
1965.5,-1.90284,-1.90284,-1.90284
1966.5,-1.90284,-1.90284,-1.90284
1967.5,-1.90284,-1.90284,-1.90284
1968.5,-1.90284,-1.90284,-1.90284
1969.5,-1.90284,-1.90284,-1.90284
1970.5,-1.90284,-1.90284,-1.90284
1971.5,-1.90284,-1.90284,-1.90284
1972.5,-1.90284,-1.90284,-1.90284
1973.5,-1.90284,-1.90284,-1.90284
1974.5,0,0,7347.22
1975.5,0,0,52575.8
1976.5,0,0,57085.1
1977.5,0,0,67705.1
1978.5,0,0,66886.1
1979.5,0,0,71747.5
1980.5,0,0,62350.8
1981.5,0,0,62237.8
1982.5,0,0,58825.8
1983.5,0,0,52457
1984.5,0,0,55771
1985.5,0,0,35695.4
1986.5,-1.90284,-1.90284,-1.90284
1987.5,-1.90284,-1.90284,-1.90284
1988.5,-1.90284,-1.90284,-1.90284
1989.5,-1.90284,-1.90284,-1.90284
1990.5,-1.90284,-1.90284,-1.90284
1991.5,-1.90284,-1.90284,-1.90284
1992.5,-1.90284,-1.90284,-1.90284
1993.5,-1.90284,-1.90284,-1.90284
1994.5,-1.90284,-1.90284,-1.90284
1995.5,-1.90284,-1.90284,-1.90284
1996.5,-1.90284,-1.90284,-1.90284
1997.5,-1.90284,-1.90284,-1.90284
1998.5,0,0,2551.26
1999.5,0,0,12687
2000.5,0,0,17675.6
2001.5,0,0,23697.5
2002.5,0,0,18912.7
2003.5,0,0,21866.7
2004.5,0,0,23608.6
2005.5,0,0,24757.9
2006.5,0,0,17808.9
2007.5,0,0,10135
2008.5,0,0,4123.3
2009.5,0,0,1996.38
2010.5,-1.90284,-1.90284,-1.90284
2011.5,-1.90284,-1.90284,-1.90284
2012.5,-1.90284,-1.90284,-1.90284
2013.5,-1.90284,-1.90284,-1.90284
2014.5,-1.90284,-1.90284,-1.90284
2015.5,-1.90284,-1.90284,-1.90284
2016.5,-1.90284,-1.90284,-1.90284
2017.5,-1.90284,-1.90284,-1.90284
2018.5,-1.90284,-1.90284,-1.90284
2019.5,-1.90284,-1.90284,-1.90284
2020.5,-1.90284,-1.90284,-1.90284
2021.5,-1.90284,-1.90284,-1.90284
2022.5,0,0,3266.72
2023.5,0,0,23093.7
2024.5,0,0,74177.1
2025.5,0,0,72095.8
2026.5,0,0,74463.7
2027.5,0,0,71039.3
2028.5,0,0,66986.7
2029.5,0,0,74463.7
2030.5,0,0,74463.7
2031.5,0,0,40295.1
2032.5,0,0,24059.7
2033.5,0,0,8170.63
2034.5,-1.90284,-1.90284,-1.90284
2035.5,-1.90284,-1.90284,-1.90284
2036.5,-1.90284,-1.90284,-1.90284
2037.5,-1.90284,-1.90284,-1.90284
2038.5,-1.90284,-1.90284,-1.90284
2039.5,-1.90284,-1.90284,-1.90284
2040.5,-1.90284,-1.90284,-1.90284
2041.5,-1.90284,-1.90284,-1.90284
2042.5,-1.90284,-1.90284,-1.90284
2043.5,-1.90284,-1.90284,-1.90284
2044.5,-1.90284,-1.90284,-1.90284
2045.5,-1.90284,-1.90284,-1.90284
2046.5,0,0,3994.45
2047.5,0,0,26900
2048.5,0,0,48849.5
2049.5,0,0,23809.4
2050.5,0,0,11539.2
2051.5,0,0,29862.8
2052.5,0,0,29584.1
2053.5,0,0,30242.6
2054.5,0,0,74463.7
2055.5,0,0,74463.7
2056.5,0,0,70610.3
2057.5,0,0,46247.2
2058.5,-1.90284,-1.90284,-1.90284
2059.5,-1.90284,-1.90284,-1.90284
2060.5,-1.90284,-1.90284,-1.90284
2061.5,-1.90284,-1.90284,-1.90284
2062.5,-1.90284,-1.90284,-1.90284
2063.5,-1.90284,-1.90284,-1.90284
2064.5,-1.90284,-1.90284,-1.90284
2065.5,-1.90284,-1.90284,-1.90284
2066.5,-1.90284,-1.90284,-1.90284
2067.5,-1.90284,-1.90284,-1.90284
2068.5,-1.90284,-1.90284,-1.90284
2069.5,-1.90284,-1.90284,-1.90284
2070.5,0,0,3676.49
2071.5,0,0,30853.6
2072.5,0,0,63087.5
2073.5,0,0,74463.7
2074.5,0,0,45521.8
2075.5,0,0,57237.2
2076.5,0,0,17669.6
2077.5,0,0,29824.9
2078.5,0,0,20926.2
2079.5,0,0,12152
2080.5,0,0,19906
2081.5,0,0,3019.9
2082.5,-1.90284,-1.90284,-1.90284
2083.5,-1.90284,-1.90284,-1.90284
2084.5,-1.90284,-1.90284,-1.90284
2085.5,-1.90284,-1.90284,-1.90284
2086.5,-1.90284,-1.90284,-1.90284
2087.5,-1.90284,-1.90284,-1.90284
2088.5,-1.90284,-1.90284,-1.90284
2089.5,-1.90284,-1.90284,-1.90284
2090.5,-1.90284,-1.90284,-1.90284
2091.5,-1.90284,-1.90284,-1.90284
2092.5,-1.90284,-1.90284,-1.90284
2093.5,-1.90284,-1.90284,-1.90284
2094.5,0,0,28334.7
2095.5,0,0,63230.8
2096.5,0,0,74463.7
2097.5,0,0,74463.7
2098.5,0,0,74463.7
2099.5,0,0,74463.7
2100.5,0,0,74463.7
2101.5,0,0,74463.7
2102.5,0,0,74463.7
2103.5,0,0,74463.7
2104.5,0,0,69692.2
2105.5,0,0,48272.9
2106.5,-1.90284,-1.90284,-1.90284
2107.5,-1.90284,-1.90284,-1.90284
2108.5,-1.90284,-1.90284,-1.90284
2109.5,-1.90284,-1.90284,-1.90284
2110.5,-1.90284,-1.90284,-1.90284
2111.5,-1.90284,-1.90284,-1.90284
2112.5,-1.90284,-1.90284,-1.90284
2113.5,-1.90284,-1.90284,-1.90284
2114.5,-1.90284,-1.90284,-1.90284
2115.5,-1.90284,-1.90284,-1.90284
2116.5,-1.90284,-1.90284,-1.90284
2117.5,-1.90284,-1.90284,-1.90284
2118.5,0,0,32808.4
2119.5,0,0,64563.8
2120.5,0,0,74463.7
2121.5,0,0,74463.7
2122.5,0,0,74463.7
2123.5,0,0,74463.7
2124.5,0,0,74463.7
2125.5,0,0,74463.7
2126.5,0,0,74463.7
2127.5,0,0,74463.7
2128.5,0,0,67930.5
2129.5,0,0,46431
2130.5,-1.90284,-1.90284,-1.90284
2131.5,-1.90284,-1.90284,-1.90284
2132.5,-1.90284,-1.90284,-1.90284
2133.5,-1.90284,-1.90284,-1.90284
2134.5,-1.90284,-1.90284,-1.90284
2135.5,-1.90284,-1.90284,-1.90284
2136.5,-1.90284,-1.90284,-1.90284
2137.5,-1.90284,-1.90284,-1.90284
2138.5,-1.90284,-1.90284,-1.90284
2139.5,-1.90284,-1.90284,-1.90284
2140.5,-1.90284,-1.90284,-1.90284
2141.5,-1.90284,-1.90284,-1.90284
2142.5,0,0,32169.7
2143.5,0,0,64765.7
2144.5,0,0,74463.7
2145.5,0,0,74463.7
2146.5,0,0,74463.7
2147.5,0,0,74463.7
2148.5,0,0,74463.7
2149.5,0,0,69904.3
2150.5,0,0,73079.4
2151.5,0,0,55800.9
2152.5,0,0,41579.6
2153.5,0,0,9182.37
2154.5,-1.90284,-1.90284,-1.90284
2155.5,-1.90284,-1.90284,-1.90284
2156.5,-1.90284,-1.90284,-1.90284
2157.5,-1.90284,-1.90284,-1.90284
2158.5,-1.90284,-1.90284,-1.90284
2159.5,-1.90284,-1.90284,-1.90284
2160.5,-1.90284,-1.90284,-1.90284
2161.5,-1.90284,-1.90284,-1.90284
2162.5,-1.90284,-1.90284,-1.90284
2163.5,-1.90284,-1.90284,-1.90284
2164.5,-1.90284,-1.90284,-1.90284
2165.5,-1.90284,-1.90284,-1.90284
2166.5,0,0,1988.78
2167.5,0,0,25091.3
2168.5,0,0,38185
2169.5,0,0,50807.3
2170.5,0,0,47944.8
2171.5,0,0,49251.3
2172.5,0,0,30744.4
2173.5,0,0,20457.8
2174.5,0,0,10736.3
2175.5,0,0,5817.39
2176.5,0,0,6311.59
2177.5,0,0,3710
2178.5,-1.90284,-1.90284,-1.90284
2179.5,-1.90284,-1.90284,-1.90284
2180.5,-1.90284,-1.90284,-1.90284
2181.5,-1.90284,-1.90284,-1.90284
2182.5,-1.90284,-1.90284,-1.90284
2183.5,-1.90284,-1.90284,-1.90284
2184.5,-1.90284,-1.90284,-1.90284
2185.5,-1.90284,-1.90284,-1.90284
2186.5,-1.90284,-1.90284,-1.90284
2187.5,-1.90284,-1.90284,-1.90284
2188.5,-1.90284,-1.90284,-1.90284
2189.5,-1.90284,-1.90284,-1.90284
2190.5,0,0,1482.26
2191.5,0,0,23114.8
2192.5,0,0,24851.4
2193.5,0,0,21482.5
2194.5,0,0,36653.8
2195.5,0,0,21660.9
2196.5,0,0,31242.2
2197.5,0,0,37391.8
2198.5,0,0,60691.8
2199.5,0,0,51680.5
2200.5,0,0,41998.3
2201.5,0,0,47849.2
2202.5,0,0,25.1229
2203.5,-1.90284,-1.90284,-1.90284
2204.5,-1.90284,-1.90284,-1.90284
2205.5,-1.90284,-1.90284,-1.90284
2206.5,-1.90284,-1.90284,-1.90284
2207.5,-1.90284,-1.90284,-1.90284
2208.5,-1.90284,-1.90284,-1.90284
2209.5,-1.90284,-1.90284,-1.90284
2210.5,-1.90284,-1.90284,-1.90284
2211.5,-1.90284,-1.90284,-1.90284
2212.5,-1.90284,-1.90284,-1.90284
2213.5,-1.90284,-1.90284,-1.90284
2214.5,0,0,30077.8
2215.5,0,0,60563.2
2216.5,0,0,69996.7
2217.5,0,0,36154.9
2218.5,0,0,54022.9
2219.5,0,0,48467.8
2220.5,0,0,37129
2221.5,0,0,50512.4
2222.5,0,0,42059.9
2223.5,0,0,37966.8
2224.5,0,0,26879.4
2225.5,0,0,10461.4
2226.5,-1.90284,-1.90284,-1.90284
2227.5,-1.90284,-1.90284,-1.90284
2228.5,-1.90284,-1.90284,-1.90284
2229.5,-1.90284,-1.90284,-1.90284
2230.5,-1.90284,-1.90284,-1.90284
2231.5,-1.90284,-1.90284,-1.90284
2232.5,-1.90284,-1.90284,-1.90284
2233.5,-1.90284,-1.90284,-1.90284
2234.5,-1.90284,-1.90284,-1.90284
2235.5,-1.90284,-1.90284,-1.90284
2236.5,-1.90284,-1.90284,-1.90284
2237.5,-1.90284,-1.90284,-1.90284
2238.5,0,0,3328.66
2239.5,0,0,26580.2
2240.5,0,0,37460.4
2241.5,0,0,35359.8
2242.5,0,0,56928.3
2243.5,0,0,51652.8
2244.5,0,0,54489
2245.5,0,0,47859
2246.5,0,0,48170.4
2247.5,0,0,47127.1
2248.5,0,0,29910.1
2249.5,0,0,38052
2250.5,0,0,1401.1
2251.5,-1.90284,-1.90284,-1.90284
2252.5,-1.90284,-1.90284,-1.90284
2253.5,-1.90284,-1.90284,-1.90284
2254.5,-1.90284,-1.90284,-1.90284
2255.5,-1.90284,-1.90284,-1.90284
2256.5,-1.90284,-1.90284,-1.90284
2257.5,-1.90284,-1.90284,-1.90284
2258.5,-1.90284,-1.90284,-1.90284
2259.5,-1.90284,-1.90284,-1.90284
2260.5,-1.90284,-1.90284,-1.90284
2261.5,-1.90284,-1.90284,-1.90284
2262.5,0,0,1510.58
2263.5,0,0,5222.55
2264.5,0,0,15325.9
2265.5,0,0,6908.05
2266.5,0,0,13832.4
2267.5,0,0,26871
2268.5,0,0,22459.1
2269.5,0,0,45715.2
2270.5,0,0,65813.3
2271.5,0,0,8848.23
2272.5,0,0,4813.35
2273.5,0,0,39038.4
2274.5,0,0,1255.31
2275.5,-1.90284,-1.90284,-1.90284
2276.5,-1.90284,-1.90284,-1.90284
2277.5,-1.90284,-1.90284,-1.90284
2278.5,-1.90284,-1.90284,-1.90284
2279.5,-1.90284,-1.90284,-1.90284
2280.5,-1.90284,-1.90284,-1.90284
2281.5,-1.90284,-1.90284,-1.90284
2282.5,-1.90284,-1.90284,-1.90284
2283.5,-1.90284,-1.90284,-1.90284
2284.5,-1.90284,-1.90284,-1.90284
2285.5,-1.90284,-1.90284,-1.90284
2286.5,0,0,1510.33
2287.5,0,0,10778.7
2288.5,0,0,29177.1
2289.5,0,0,43483.9
2290.5,0,0,45231.3
2291.5,0,0,57535.7
2292.5,0,0,48172.5
2293.5,0,0,40340.4
2294.5,0,0,40801.8
2295.5,0,0,26227.6
2296.5,0,0,33738.4
2297.5,0,0,21082.2
2298.5,-1.90284,-1.90284,-1.90284
2299.5,-1.90284,-1.90284,-1.90284
2300.5,-1.90284,-1.90284,-1.90284
2301.5,-1.90284,-1.90284,-1.90284
2302.5,-1.90284,-1.90284,-1.90284
2303.5,-1.90284,-1.90284,-1.90284
2304.5,-1.90284,-1.90284,-1.90284
2305.5,-1.90284,-1.90284,-1.90284
2306.5,-1.90284,-1.90284,-1.90284
2307.5,-1.90284,-1.90284,-1.90284
2308.5,-1.90284,-1.90284,-1.90284
2309.5,-1.90284,-1.90284,-1.90284
2310.5,0,0,9495.77
2311.5,0,0,30114.5
2312.5,0,0,72734.1
2313.5,0,0,71639.8
2314.5,0,0,74463.7
2315.5,0,0,74463.7
2316.5,0,0,73252.7
2317.5,0,0,74463.7
2318.5,0,0,73992.3
2319.5,0,0,66055.6
2320.5,0,0,58769.4
2321.5,0,0,6165.72
2322.5,0,0,19.8112
2323.5,-1.90284,-1.90284,-1.90284
2324.5,-1.90284,-1.90284,-1.90284
2325.5,-1.90284,-1.90284,-1.90284
2326.5,-1.90284,-1.90284,-1.90284
2327.5,-1.90284,-1.90284,-1.90284
2328.5,-1.90284,-1.90284,-1.90284
2329.5,-1.90284,-1.90284,-1.90284
2330.5,-1.90284,-1.90284,-1.90284
2331.5,-1.90284,-1.90284,-1.90284
2332.5,-1.90284,-1.90284,-1.90284
2333.5,-1.90284,-1.90284,-1.90284
2334.5,0,0,2282
2335.5,0,0,43793.7
2336.5,0,0,59002.8
2337.5,0,0,73433.1
2338.5,0,0,72195.7
2339.5,0,0,67117.3
2340.5,0,0,56120.9
2341.5,0,0,48425
2342.5,0,0,43593.3
2343.5,0,0,19813.5
2344.5,0,0,7406.9
2345.5,0,0,5286.98
2346.5,-1.90284,-1.90284,-1.90284
2347.5,-1.90284,-1.90284,-1.90284
2348.5,-1.90284,-1.90284,-1.90284
2349.5,-1.90284,-1.90284,-1.90284
2350.5,-1.90284,-1.90284,-1.90284
2351.5,-1.90284,-1.90284,-1.90284
2352.5,-1.90284,-1.90284,-1.90284
2353.5,-1.90284,-1.90284,-1.90284
2354.5,-1.90284,-1.90284,-1.90284
2355.5,-1.90284,-1.90284,-1.90284
2356.5,-1.90284,-1.90284,-1.90284
2357.5,-1.90284,-1.90284,-1.90284
2358.5,0,0,45952.5
2359.5,0,0,71890.3
2360.5,0,0,74463.7
2361.5,0,0,74463.7
2362.5,0,0,74463.7
2363.5,0,0,74463.7
2364.5,0,0,74463.7
2365.5,0,0,74463.7
2366.5,0,0,74463.7
2367.5,0,0,74463.7
2368.5,0,0,72799.8
2369.5,0,0,50565
2370.5,0,0,3218.66
2371.5,-1.90284,-1.90284,-1.90284
2372.5,-1.90284,-1.90284,-1.90284
2373.5,-1.90284,-1.90284,-1.90284
2374.5,-1.90284,-1.90284,-1.90284
2375.5,-1.90284,-1.90284,-1.90284
2376.5,-1.90284,-1.90284,-1.90284
2377.5,-1.90284,-1.90284,-1.90284
2378.5,-1.90284,-1.90284,-1.90284
2379.5,-1.90284,-1.90284,-1.90284
2380.5,-1.90284,-1.90284,-1.90284
2381.5,-1.90284,-1.90284,-1.90284
2382.5,0,0,43746
2383.5,0,0,71854.9
2384.5,0,0,74463.7
2385.5,0,0,74463.7
2386.5,0,0,74463.7
2387.5,0,0,74463.7
2388.5,0,0,74463.7
2389.5,0,0,74463.7
2390.5,0,0,74463.7
2391.5,0,0,74463.7
2392.5,0,0,71137.6
2393.5,0,0,49218
2394.5,0,0,3448.22
2395.5,-1.90284,-1.90284,-1.90284
2396.5,-1.90284,-1.90284,-1.90284
2397.5,-1.90284,-1.90284,-1.90284
2398.5,-1.90284,-1.90284,-1.90284
2399.5,-1.90284,-1.90284,-1.90284
2400.5,-1.90284,-1.90284,-1.90284
2401.5,-1.90284,-1.90284,-1.90284
2402.5,-1.90284,-1.90284,-1.90284
2403.5,-1.90284,-1.90284,-1.90284
2404.5,-1.90284,-1.90284,-1.90284
2405.5,-1.90284,-1.90284,-1.90284
2406.5,0,0,7636.43
2407.5,0,0,21667.1
2408.5,0,0,23262.4
2409.5,0,0,19010.3
2410.5,0,0,16412
2411.5,0,0,33068.5
2412.5,0,0,36667.7
2413.5,0,0,61054.5
2414.5,0,0,74463.7
2415.5,0,0,74463.7
2416.5,0,0,71252.5
2417.5,0,0,48691.8
2418.5,0,0,4064.66
2419.5,-1.90284,-1.90284,-1.90284
2420.5,-1.90284,-1.90284,-1.90284
2421.5,-1.90284,-1.90284,-1.90284
2422.5,-1.90284,-1.90284,-1.90284
2423.5,-1.90284,-1.90284,-1.90284
2424.5,-1.90284,-1.90284,-1.90284
2425.5,-1.90284,-1.90284,-1.90284
2426.5,-1.90284,-1.90284,-1.90284
2427.5,-1.90284,-1.90284,-1.90284
2428.5,-1.90284,-1.90284,-1.90284
2429.5,-1.90284,-1.90284,-1.90284
2430.5,0,0,38232.8
2431.5,0,0,70897.6
2432.5,0,0,74463.7
2433.5,0,0,74463.7
2434.5,0,0,74463.7
2435.5,0,0,74463.7
2436.5,0,0,74463.7
2437.5,0,0,74463.7
2438.5,0,0,74463.7
2439.5,0,0,74463.7
2440.5,0,0,73231
2441.5,0,0,53272.3
2442.5,0,0,5165.29
2443.5,-1.90284,-1.90284,-1.90284
2444.5,-1.90284,-1.90284,-1.90284
2445.5,-1.90284,-1.90284,-1.90284
2446.5,-1.90284,-1.90284,-1.90284
2447.5,-1.90284,-1.90284,-1.90284
2448.5,-1.90284,-1.90284,-1.90284
2449.5,-1.90284,-1.90284,-1.90284
2450.5,-1.90284,-1.90284,-1.90284
2451.5,-1.90284,-1.90284,-1.90284
2452.5,-1.90284,-1.90284,-1.90284
2453.5,-1.90284,-1.90284,-1.90284
2454.5,0,0,35878.1
2455.5,0,0,62111
2456.5,0,0,74323
2457.5,0,0,74463.7
2458.5,0,0,74463.7
2459.5,0,0,73097.2
2460.5,0,0,65075.8
2461.5,0,0,74390.2
2462.5,0,0,74463.7
2463.5,0,0,74463.7
2464.5,0,0,66083.5
2465.5,0,0,38289.4
2466.5,0,0,3504.45
2467.5,-1.90284,-1.90284,-1.90284
2468.5,-1.90284,-1.90284,-1.90284
2469.5,-1.90284,-1.90284,-1.90284
2470.5,-1.90284,-1.90284,-1.90284
2471.5,-1.90284,-1.90284,-1.90284
2472.5,-1.90284,-1.90284,-1.90284
2473.5,-1.90284,-1.90284,-1.90284
2474.5,-1.90284,-1.90284,-1.90284
2475.5,-1.90284,-1.90284,-1.90284
2476.5,-1.90284,-1.90284,-1.90284
2477.5,-1.90284,-1.90284,-1.90284
2478.5,0,0,42537.5
2479.5,0,0,68425.8
2480.5,0,0,74463.7
2481.5,0,0,74463.7
2482.5,0,0,74463.7
2483.5,0,0,74463.7
2484.5,0,0,74463.7
2485.5,0,0,74463.7
2486.5,0,0,60273.2
2487.5,0,0,30720.9
2488.5,0,0,22090.3
2489.5,0,0,7553.78
2490.5,0,0,121.917
2491.5,-1.90284,-1.90284,-1.90284
2492.5,-1.90284,-1.90284,-1.90284
2493.5,-1.90284,-1.90284,-1.90284
2494.5,-1.90284,-1.90284,-1.90284
2495.5,-1.90284,-1.90284,-1.90284
2496.5,-1.90284,-1.90284,-1.90284
2497.5,-1.90284,-1.90284,-1.90284
2498.5,-1.90284,-1.90284,-1.90284
2499.5,-1.90284,-1.90284,-1.90284
2500.5,-1.90284,-1.90284,-1.90284
2501.5,-1.90284,-1.90284,-1.90284
2502.5,0,0,6146.14
2503.5,0,0,27628.5
2504.5,0,0,25648
2505.5,0,0,22329.4
2506.5,0,0,28911.8
2507.5,0,0,28648.4
2508.5,0,0,26996
2509.5,0,0,10845.4
2510.5,0,0,9717.25
2511.5,0,0,4352.67
2512.5,0,0,3257.57
2513.5,0,0,1176.26
2514.5,-1.90284,-1.90284,-1.90284
2515.5,-1.90284,-1.90284,-1.90284
2516.5,-1.90284,-1.90284,-1.90284
2517.5,-1.90284,-1.90284,-1.90284
2518.5,-1.90284,-1.90284,-1.90284
2519.5,-1.90284,-1.90284,-1.90284
2520.5,-1.90284,-1.90284,-1.90284
2521.5,-1.90284,-1.90284,-1.90284
2522.5,-1.90284,-1.90284,-1.90284
2523.5,-1.90284,-1.90284,-1.90284
2524.5,-1.90284,-1.90284,-1.90284
2525.5,-1.90284,-1.90284,-1.90284
2526.5,0,0,33704.8
2527.5,0,0,70771.6
2528.5,0,0,50703.9
2529.5,0,0,28866.4
2530.5,0,0,13098.9
2531.5,0,0,33796
2532.5,0,0,74463.7
2533.5,0,0,74463.7
2534.5,0,0,74463.7
2535.5,0,0,74463.7
2536.5,0,0,71250.5
2537.5,0,0,50207.4
2538.5,0,0,4387.42
2539.5,-1.90284,-1.90284,-1.90284
2540.5,-1.90284,-1.90284,-1.90284
2541.5,-1.90284,-1.90284,-1.90284
2542.5,-1.90284,-1.90284,-1.90284
2543.5,-1.90284,-1.90284,-1.90284
2544.5,-1.90284,-1.90284,-1.90284
2545.5,-1.90284,-1.90284,-1.90284
2546.5,-1.90284,-1.90284,-1.90284
2547.5,-1.90284,-1.90284,-1.90284
