Year,Month,Day,Hour,Minute,surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa),wind speed at 60m (m/s),wind direction at 60m (deg),air temperature at 60m (C)
2014,1,3,8,30,101690,100470,99280,0.71,315.58,11.44
2014,1,3,9,30,101680,100460,99260,0.33,304.02,10.81
2014,1,3,10,30,101640,100430,99230,1.01,328.3,12.33
2014,1,3,11,30,101600,100400,99210,1.56,8.5,14.29
2014,1,3,12,30,101560,100360,99180,1.66,14.61,15.79
2014,1,3,13,30,101470,100280,99100,2.2,8.04,16.94
2014,1,3,14,30,101400,100210,99040,1.91,9.84,17.71
2014,1,3,15,30,101350,100170,99000,1.16,11.62,17.94
2014,1,3,16,30,101320,100130,98960,0.94,23.69,17.72
2014,1,3,17,30,101320,100120,98960,0.81,91.23,17.26
2014,1,3,18,30,101310,100120,98950,1.04,96.04,17.1
2014,1,3,19,30,101330,100130,98960,0.93,100.95,16.47
2014,1,3,20,30,101350,100150,98970,0.63,233.64,15.38
2014,1,3,21,30,101380,100180,99000,0.66,311.86,15.02
2014,1,3,22,30,101410,100200,99030,1.72,349.46,14.94
2014,1,3,23,30,101440,100230,99050,2.02,3.83,13.41
2014,1,4,0,30,101470,100260,99080,2.74,12.41,13.15
2014,1,4,1,30,101460,100250,99070,3.68,8.88,12.55
2014,1,4,2,30,101470,100250,99060,4.45,0.94,11.28
2014,1,4,3,30,101490,100270,99080,4.23,3.57,10.99
2014,1,4,4,30,101500,100280,99090,3.88,355.45,10.91
2014,1,4,5,30,101520,100290,99100,3.68,346.45,10.33
2014,1,4,6,30,101520,100300,99110,4.46,352.64,10.17
2014,1,4,7,30,101530,100310,99120,5.16,335.05,10.02
2014,1,4,8,30,101580,100350,99160,8.13,344.49,9.95
2014,1,4,9,30,101600,100380,99180,9.43,346.67,10.38
2014,1,4,10,30,101590,100380,99190,8.34,352.03,12.02
2014,1,4,11,30,101550,100350,99160,7.4,353.09,14.31
2014,1,4,12,30,101510,100320,99150,7.99,357.66,16.8
2014,1,4,13,30,101480,100300,99130,7.37,358.54,18.65
2014,1,4,14,30,101440,100260,99090,7.69,353.74,19.54
2014,1,4,15,30,101430,100250,99090,8.4,349.65,19.74
2014,1,4,16,30,101430,100250,99080,10.64,340.45,18.97
2014,1,4,17,30,101440,100260,99090,13.66,339.94,17.82
2014,1,4,18,30,101440,100250,99080,14.62,343.08,17.06
2014,1,4,19,30,101470,100280,99110,14.45,344.01,16.62
2014,1,4,20,30,101560,100360,99180,11.51,350.51,16.12
2014,1,4,21,30,101610,100420,99230,13.35,346.45,16
2014,1,4,22,30,101650,100450,99270,14.09,344.48,15.9
2014,1,4,23,30,101710,100510,99330,13.39,344.6,15.6
2014,1,5,0,30,101780,100580,99390,11.37,351.16,15.1
2014,1,5,1,30,101790,100580,99390,11.15,0.08,14.3
2014,1,5,2,30,101830,100620,99430,9.78,7.54,13.92
2014,1,5,3,30,101880,100670,99470,8.25,11.77,13.33
2014,1,5,4,30,101920,100710,99520,7.73,3.96,13.28
2014,1,5,5,30,101960,100740,99550,7.14,355.92,13.2
2014,1,5,6,30,101980,100760,99570,7.93,355.04,13.19
2014,1,5,7,30,102000,100780,99590,7.87,349.24,12.92
2014,1,5,8,30,102040,100830,99640,7.11,0.68,12.88
2014,1,5,9,30,102080,100870,99670,5.4,3.93,13.41
2014,1,5,10,30,102080,100880,99680,4.22,7.54,14.81
2014,1,5,11,30,102060,100860,99670,4.14,3.75,16.45
2014,1,5,12,30,102040,100840,99660,3.74,12.68,17.86
2014,1,5,13,30,101980,100790,99610,3.6,19.04,18.87
2014,1,5,14,30,101950,100760,99590,3.06,27.14,19.51
2014,1,5,15,30,101930,100750,99580,3.13,37.11,19.64
2014,1,5,16,30,101940,100750,99570,2.61,63.32,19.25
2014,1,5,17,30,101960,100770,99600,2.66,94.32,18.9
2014,1,5,18,30,101980,100790,99610,2.37,119.53,18.71
2014,1,5,19,30,102000,100810,99630,2,126.62,18.95
2014,1,5,20,30,102030,100830,99650,2.3,236.16,16.54
2014,1,5,21,30,102050,100850,99680,1.95,233.78,17.56
2014,1,5,22,30,102080,100880,99710,1.86,237.34,17.8
2014,1,5,23,30,102120,100920,99740,1.12,277.91,17.35
2014,1,6,0,30,102150,100940,99760,0.88,231.41,16.46
2014,1,6,1,30,102170,100970,99780,1.43,223.51,15.76
2014,1,6,2,30,102190,100980,99790,2.06,224.7,15.76
2014,1,6,3,30,102220,101010,99820,1.83,277.89,15.57
2014,1,6,4,30,102250,101030,99840,2.28,324.83,15.13
2014,1,6,5,30,102270,101050,99860,3.5,342.86,14.37
2014,1,6,6,30,102290,101070,99870,3.3,359.82,13.35
2014,1,6,7,30,102300,101080,99880,2.31,11.6,12.21
2014,1,6,8,30,102340,101110,99910,2.48,359.6,11.61
2014,1,6,9,30,102330,101110,99910,1.86,10.26,12.45
2014,1,6,10,30,102310,101090,99890,2.17,17.92,14.32
2014,1,6,11,30,102280,101070,99880,1.92,20.06,15.61
2014,1,6,12,30,102230,101030,99830,1.4,29.12,16.69
2014,1,6,13,30,102180,100970,99790,0.62,345.83,17.61
2014,1,6,14,30,102130,100920,99740,0.53,348.69,18.22
2014,1,6,15,30,102070,100870,99690,0.8,34.97,18.56
2014,1,6,16,30,102050,100850,99670,0.94,32.44,18.5
2014,1,6,17,30,102050,100840,99660,1.85,64.74,17.96
2014,1,6,18,30,102040,100830,99650,1.1,91.45,17.53
2014,1,6,19,30,102010,100800,99620,0.91,88.78,17.17
2014,1,6,20,30,101990,100780,99610,1.22,146.15,16.86
2014,1,6,21,30,102000,100790,99610,1.73,249.25,15.56
2014,1,6,22,30,102010,100800,99610,1.52,275.13,16.04
2014,1,6,23,30,102010,100800,99620,0.93,271.26,16.02
2014,1,7,0,30,102010,100790,99610,0.6,237.2,15.82
2014,1,7,1,30,102000,100770,99580,0.98,69.39,14.15
2014,1,7,2,30,102000,100770,99590,0.97,83.51,14.42
2014,1,7,3,30,102000,100770,99580,0.79,117.07,11.9
2014,1,7,4,30,102000,100780,99580,0.36,81.06,12.76
2014,1,7,5,30,102010,100780,99590,1.49,269.82,12.25
2014,1,7,6,30,102030,100790,99590,1.67,319.93,11.63
2014,1,7,7,30,102050,100800,99610,1.26,320.5,12.15
2014,1,7,8,30,102060,100810,99610,1.93,353.53,11.01
2014,1,7,9,30,102080,100830,99630,0.85,13.59,10.79
2014,1,7,10,30,102060,100820,99620,0.49,27.61,12.43
2014,1,7,11,30,102020,100800,99610,0.2,19.78,14.19
2014,1,7,12,30,101990,100770,99580,0.24,0.49,15.6
2014,1,7,13,30,101930,100720,99540,1.27,213.45,16.71
2014,1,7,14,30,101880,100670,99490,1.3,195.65,17.13
2014,1,7,15,30,101840,100640,99460,1.85,189.36,17.39
2014,1,7,16,30,101840,100630,99450,2.83,176.97,17.09
2014,1,7,17,30,101850,100640,99460,3.81,191.16,16.19
2014,1,7,18,30,101850,100620,99440,3.94,218.75,14.35
2014,1,7,19,30,101870,100650,99460,3.35,226.89,14.53
2014,1,7,20,30,101880,100660,99470,3.63,229.63,14
2014,1,7,21,30,101930,100700,99510,2.68,244.73,12.77
2014,1,7,22,30,101960,100720,99540,1.2,267.57,11.49
2014,1,7,23,30,101970,100730,99540,1.84,236.7,11.35
2014,1,8,0,30,101960,100720,99530,2.57,232.15,11.32
2014,1,8,1,30,101950,100710,99520,1.25,236.36,8.93
2014,1,8,2,30,101950,100710,99510,2,271.21,8.88
2014,1,8,3,30,101970,100720,99520,1.04,59.69,6.59
2014,1,8,4,30,101980,100740,99530,0.45,340.28,7.05
2014,1,8,5,30,101990,100750,99540,2.28,323.5,6.57
2014,1,8,6,30,102000,100760,99560,3.4,342.67,8.17
2014,1,8,7,30,102050,100790,99580,1.69,10.65,5.99
2014,1,8,8,30,102080,100830,99610,0.35,23.82,6.17
2014,1,8,9,30,102100,100850,99640,1.54,343.53,8.12
2014,1,8,10,30,102100,100860,99650,1.91,320.49,9.97
2014,1,8,11,30,102060,100820,99620,1.74,321.91,12.3
2014,1,8,12,30,101990,100770,99580,0.86,314.38,14.04
2014,1,8,13,30,101940,100740,99550,1.17,276.15,15.15
2014,1,8,14,30,101900,100700,99520,1.47,194.79,15.73
2014,1,8,15,30,101880,100680,99490,2.17,195.29,15.93
2014,1,8,16,30,101880,100670,99480,3.08,168.73,15.61
2014,1,8,17,30,101900,100680,99490,4.49,147.49,15.11
2014,1,8,18,30,101900,100670,99480,4.11,191.96,13.57
2014,1,8,19,30,101920,100700,99520,6.27,245.87,13.69
2014,1,8,20,30,101970,100750,99560,4.56,248.02,13.61
2014,1,8,21,30,102000,100780,99590,4.35,259.9,13.89
2014,1,8,22,30,102020,100790,99600,4.37,244.16,12.65
2014,1,8,23,30,102040,100830,99630,2.83,202.85,12.64
2014,1,9,0,30,102060,100810,99620,2.73,215.73,12.11
2014,1,9,1,30,102040,100810,99610,2.1,205.53,11.22
2014,1,9,2,30,102020,100790,99590,1.8,231.6,10.42
2014,1,9,3,30,102020,100790,99600,2.14,220.7,10.52
2014,1,9,4,30,102070,100820,99620,2.68,121.05,7.45
2014,1,9,5,30,102080,100850,99650,3.07,137.13,9.75
2014,1,9,6,30,102070,100840,99640,2.2,170.04,10.83
2014,1,9,7,30,102110,100870,99660,1.72,182.03,7.18
2014,1,9,8,30,102160,100920,99720,1.59,202.15,9.38
2014,1,9,9,30,102200,100950,99750,0.71,276.13,9.11
2014,1,9,10,30,102230,100990,99780,1.64,15.29,8.64
2014,1,9,11,30,102230,100990,99780,1.87,4.98,10.97
2014,1,9,12,30,102220,100990,99800,2.41,357.04,13.09
2014,1,9,13,30,102160,100950,99750,2.85,346.74,14.25
2014,1,9,14,30,102140,100920,99730,3.11,325.69,15.13
2014,1,9,15,30,102130,100920,99730,3.29,331.87,15.53
2014,1,9,16,30,102130,100920,99730,2.51,328.56,15.39
2014,1,9,17,30,102150,100940,99740,2.15,22,14.43
2014,1,9,18,30,102170,100950,99760,2.31,12.96,14.11
2014,1,9,19,30,102170,100940,99750,2.26,14.84,14.18
2014,1,9,20,30,102190,100960,99770,1.28,17.99,13.29
2014,1,9,21,30,102200,100980,99790,1.15,66.22,13.3
2014,1,9,22,30,102230,101000,99810,0.72,244.2,11.08
2014,1,9,23,30,102240,101010,99810,1.06,317.28,11.33
2014,1,10,0,30,102240,101010,99800,0.86,41.51,11.62
2014,1,10,1,30,102230,100990,99790,0.93,175.36,9.79
2014,1,10,2,30,102210,100970,99770,0.81,206.88,10.79
2014,1,10,3,30,102220,100980,99780,0.55,335.3,11.38
2014,1,10,4,30,102250,101000,99800,0.39,95.72,9.04
2014,1,10,5,30,102280,101040,99830,1.26,12.13,8.03
2014,1,10,6,30,102290,101040,99830,1.36,358.78,8.4
2014,1,10,7,30,102340,101090,99880,1.95,351.13,7.35
2014,1,10,8,30,102380,101130,99920,2.58,7.44,6.75
2014,1,10,9,30,102410,101160,99950,3.71,358.63,7.94
2014,1,10,10,30,102410,101180,99970,2.31,0.15,10.45
2014,1,10,11,30,102380,101150,99950,1.91,357.75,12.1
2014,1,10,12,30,102310,101080,99880,2.56,1.69,13.32
2014,1,10,13,30,102240,101020,99830,2.27,355.52,14.39
2014,1,10,14,30,102170,100960,99770,2.25,359.49,15.2
2014,1,10,15,30,102110,100900,99710,1.96,10.73,15.59
2014,1,10,16,30,102100,100880,99700,1.75,8.65,15.38
2014,1,10,17,30,102090,100880,99690,1.81,27.15,15.01
2014,1,10,18,30,102070,100860,99670,0.2,65.52,14.47
2014,1,10,19,30,102090,100870,99680,0.34,253.12,14.46
2014,1,10,20,30,102110,100890,99700,1.55,211.55,13.81
2014,1,10,21,30,102120,100890,99700,2.5,197.6,14.22
2014,1,10,22,30,102120,100890,99700,2.37,189.69,12.64
2014,1,10,23,30,102120,100890,99700,3.1,183.27,11.71
2014,1,11,0,30,102110,100870,99680,3.21,156.19,9.42
2014,1,11,1,30,102110,100850,99650,5.64,150.92,8.88
2014,1,11,2,30,102080,100830,99620,6.96,158.97,9.36
2014,1,11,3,30,102090,100830,99630,7.04,172.22,8.82
2014,1,11,4,30,102070,100830,99620,8.57,188.88,8.98
2014,1,11,5,30,102080,100820,99630,8.44,181.6,7.93
2014,1,11,6,30,102050,100800,99590,6.96,163.79,8.17
2014,1,11,7,30,102050,100820,99610,6.53,197.84,8.73
2014,1,11,8,30,102070,100850,99650,5.61,191.7,9.34
2014,1,11,9,30,102110,100900,99690,5.55,199.16,11.2
2014,1,11,10,30,102130,100880,99680,5.66,207.96,13.22
2014,1,11,11,30,102100,100880,99680,6.95,213.6,12.42
2014,1,11,12,30,102140,100870,99670,7.52,215.66,11.83
2014,1,11,13,30,102100,100810,99610,8.73,209.24,12
2014,1,11,14,30,102070,100800,99600,8.64,210.71,12.05
2014,1,11,15,30,101970,100760,99570,7.46,210.8,12.05
2014,1,11,16,30,102000,100760,99560,6.29,214.98,11.94
2014,1,11,17,30,102070,100800,99600,7.71,218.1,12.1
2014,1,11,18,30,102050,100820,99630,7.23,227.35,12.12
2014,1,11,19,30,102120,100860,99660,6.88,237.66,12.04
2014,1,11,20,30,102150,100930,99720,4.55,245.88,11.33
2014,1,11,21,30,102220,100980,99780,6.79,305.55,11.31
2014,1,11,22,30,102290,101050,99850,4.54,329.97,11
2014,1,11,23,30,102340,101090,99880,3.54,346.49,11.78
2014,1,12,0,30,102380,101130,99930,4.25,16.12,11.84
2014,1,12,1,30,102330,101100,99900,3.6,320,11.1
2014,1,12,2,30,102360,101110,99900,4.07,307.48,10.8
2014,1,12,3,30,102400,101150,99940,5.68,332.17,10.57
2014,1,12,4,30,102430,101180,99970,5.37,347.74,9.49
2014,1,12,5,30,102430,101190,99980,6.74,331.27,9.47
2014,1,12,6,30,102500,101260,100050,6.12,339.35,9.45
2014,1,12,7,30,102560,101320,100100,6.71,350.11,9.45
2014,1,12,8,30,102650,101400,100180,7.71,343.75,9.41
2014,1,12,9,30,102690,101450,100230,8.33,341.14,9.99
2014,1,12,10,30,102740,101510,100290,7.95,344.78,10.96
2014,1,12,11,30,102690,101460,100240,8.83,332.64,11.89
2014,1,12,12,30,102680,101460,100250,8.06,338.05,13.48
2014,1,12,13,30,102640,101410,100220,8.37,346.74,14.17
2014,1,12,14,30,102570,101350,100150,9.57,339.35,14.66
2014,1,12,15,30,102540,101330,100130,9.57,337.2,14.87
2014,1,12,16,30,102540,101320,100120,10.17,341.72,14.2
2014,1,12,17,30,102550,101330,100130,13.1,339.67,13.28
2014,1,12,18,30,102540,101320,100120,14.14,339.79,13.08
2014,1,12,19,30,102530,101310,100110,15.56,339.13,12.84
2014,1,12,20,30,102520,101300,100100,17.07,340.38,12.65
2014,1,12,21,30,102520,101310,100100,17.37,340.27,12.56
2014,1,12,22,30,102580,101350,100150,16.47,341.21,12.16
2014,1,12,23,30,102590,101370,100170,14.16,337.43,11.72
2014,1,13,0,30,102630,101410,100200,15.91,340.94,12.17
2014,1,13,1,30,102610,101390,100180,16.74,342.08,11.87
2014,1,13,2,30,102630,101400,100200,15.88,345.5,11.78
2014,1,13,3,30,102680,101450,100240,13.3,349.79,11.5
2014,1,13,4,30,102760,101530,100310,10.43,358.06,10.99
2014,1,13,5,30,102800,101560,100350,9.95,1.64,10.67
2014,1,13,6,30,102830,101590,100370,7.04,13.74,9.65
2014,1,13,7,30,102890,101650,100430,8.13,11.94,9.59
2014,1,13,8,30,102960,101710,100490,5.35,10.32,8.82
2014,1,13,9,30,103010,101770,100550,3.92,14.12,9.3
2014,1,13,10,30,103040,101800,100580,2.48,22.54,10.69
2014,1,13,11,30,103020,101790,100580,2.48,15.97,12.43
2014,1,13,12,30,103000,101780,100570,2.83,29.9,13.98
2014,1,13,13,30,102930,101720,100510,3.14,28.88,15.23
2014,1,13,14,30,102870,101660,100470,3.37,29.57,16.28
2014,1,13,15,30,102840,101630,100440,3.05,36.4,16.51
2014,1,13,16,30,102830,101620,100420,2.66,55.33,15.98
2014,1,13,17,30,102840,101620,100420,2.5,80.61,15.41
2014,1,13,18,30,102810,101590,100400,1.46,76.41,15.15
2014,1,13,19,30,102810,101590,100390,1.29,252.3,13.5
2014,1,13,20,30,102820,101600,100400,1.85,280.27,13.64
2014,1,13,21,30,102820,101590,100390,2.8,311.99,12.73
2014,1,13,22,30,102820,101590,100390,4.54,347.46,10.68
2014,1,13,23,30,102820,101590,100380,6.4,0.09,10.56
2014,1,14,0,30,102840,101610,100410,8.82,359.73,10.71
2014,1,14,1,30,102840,101610,100400,7.63,4.64,9.98
2014,1,14,2,30,102840,101610,100390,6.54,3.99,9.91
2014,1,14,3,30,102850,101620,100410,8.01,359.59,10.69
2014,1,14,4,30,102880,101650,100430,8.04,6.21,10.25
2014,1,14,5,30,102910,101680,100470,7.55,11.84,10.64
2014,1,14,6,30,102910,101680,100460,6.77,12.54,10.09
2014,1,14,7,30,102940,101710,100490,5.82,10.1,9.98
2014,1,14,8,30,102960,101730,100510,5.19,9.56,9.94
2014,1,14,9,30,102990,101770,100540,5.56,4.39,9.56
2014,1,14,10,30,102970,101740,100530,4.84,8.16,11.44
2014,1,14,11,30,102920,101710,100510,4.97,17.08,14.26
2014,1,14,12,30,102860,101660,100470,5.03,24.13,17.17
2014,1,14,13,30,102760,101570,100390,4.61,29.65,19.15
2014,1,14,14,30,102690,101510,100340,4.61,24.69,20.9
2014,1,14,15,30,102650,101470,100300,4.11,25.04,20.99
2014,1,14,16,30,102640,101450,100280,2.57,71.34,19.45
2014,1,14,17,30,102640,101450,100280,1.82,48.7,19.12
2014,1,14,18,30,102640,101450,100270,6.39,357.59,19.4
2014,1,14,19,30,102610,101420,100240,6.68,350.31,18.18
2014,1,14,20,30,102600,101400,100220,8.66,352.07,15.93
2014,1,14,21,30,102600,101390,100210,8.25,359.33,14.52
2014,1,14,22,30,102610,101400,100210,9.2,3.2,13.95
2014,1,14,23,30,102630,101410,100220,6.1,22.58,13.44
2014,1,15,0,30,102630,101420,100220,4.44,35.52,14.01
2014,1,15,1,30,102630,101420,100220,3.93,33.27,13.52
2014,1,15,2,30,102630,101400,100210,1.43,41.81,9.8
2014,1,15,3,30,102630,101400,100200,0.9,70.18,9.91
2014,1,15,4,30,102650,101420,100220,1.23,159.95,10.12
2014,1,15,5,30,102660,101440,100230,0.41,277.75,11.61
2014,1,15,6,30,102680,101440,100230,0.51,331.85,7.84
2014,1,15,7,30,102670,101440,100240,2.98,334.66,9.06
2014,1,15,8,30,102690,101460,100260,3.88,343.53,10.92
2014,1,15,9,30,102680,101450,100240,3.31,359.57,10
2014,1,15,10,30,102640,101420,100210,3.15,7.73,11.91
2014,1,15,11,30,102580,101370,100170,2.73,18.96,13.71
2014,1,15,12,30,102510,101310,100120,2.27,24.53,15.54
2014,1,15,13,30,102420,101220,100040,2.55,32.85,17.13
2014,1,15,14,30,102350,101160,99970,3.19,18.93,18.11
2014,1,15,15,30,102300,101110,99930,2.74,38.57,18.5
2014,1,15,16,30,102270,101080,99900,1.91,51.14,17.96
2014,1,15,17,30,102230,101040,99870,0.96,56.67,17.71
2014,1,15,18,30,102220,101030,99850,0.93,294.9,16.65
2014,1,15,19,30,102190,101000,99820,1.72,322.72,17.35
2014,1,15,20,30,102200,101000,99820,2.75,327.13,16.05
2014,1,15,21,30,102210,101010,99820,5.02,348.3,14.27
2014,1,15,22,30,102230,101020,99840,6.95,350.95,13.68
2014,1,15,23,30,102250,101030,99850,6.28,354.28,12.58
2014,1,16,0,30,102250,101040,99840,6.87,349.26,12.6
2014,1,16,1,30,102230,101000,99810,5.33,358.56,11.24
2014,1,16,2,30,102220,100990,99790,4.65,354.9,10.45
2014,1,16,3,30,102230,101000,99800,3.16,23.23,9.58
2014,1,16,4,30,102230,101000,99800,4.39,1.62,11.37
2014,1,16,5,30,102250,101020,99820,3.96,341.18,9.79
2014,1,16,6,30,102240,101010,99810,4.72,341.72,9.04
2014,1,16,7,30,102260,101020,99820,4.52,355.3,8.35
2014,1,16,8,30,102270,101030,99830,5.04,356.84,8.88
2014,1,16,9,30,102270,101040,99840,4.2,359.78,9.69
2014,1,16,10,30,102240,101020,99820,2.05,349.82,11.83
2014,1,16,11,30,102200,101000,99800,0.87,15.99,14.2
2014,1,16,12,30,102160,100960,99770,1.7,16.39,16.29
2014,1,16,13,30,102070,100880,99700,2.45,30.99,18.2
2014,1,16,14,30,102000,100810,99640,2.07,37.19,18.79
2014,1,16,15,30,101960,100780,99600,1.39,38.22,19.01
2014,1,16,16,30,101950,100770,99590,1.86,87.79,18.37
2014,1,16,17,30,101940,100750,99580,1.77,128.72,17.97
2014,1,16,18,30,101930,100740,99570,1.51,194.39,17.7
2014,1,16,19,30,101940,100740,99580,3.4,182.16,17.11
2014,1,16,20,30,101950,100750,99570,4.67,192.07,15.3
2014,1,16,21,30,101970,100770,99590,3.55,202.96,15.89
2014,1,16,22,30,101990,100780,99600,1.53,217.85,15.33
2014,1,16,23,30,102020,100810,99620,0.98,296.37,14.74
2014,1,17,0,30,102040,100820,99630,1.47,350.1,13.04
2014,1,17,1,30,102030,100800,99610,4.68,342.61,10.53
2014,1,17,2,30,102030,100800,99600,5.7,353.19,9.02
2014,1,17,3,30,102060,100820,99630,5.16,359.3,9.31
2014,1,17,4,30,102070,100840,99640,5.96,3.16,10.93
2014,1,17,5,30,102090,100860,99660,5.2,10.03,11.55
2014,1,17,6,30,102100,100870,99670,4.21,9.36,10.32
2014,1,17,7,30,102130,100890,99700,3.95,11.29,9.14
2014,1,17,8,30,102150,100920,99720,4.33,2.1,9.06
2014,1,17,9,30,102160,100930,99740,4.46,1.53,9.88
2014,1,17,10,30,102150,100930,99730,2.9,5.24,11.63
2014,1,17,11,30,102100,100890,99700,2.95,6.3,14.27
2014,1,17,12,30,102060,100860,99670,2.65,13.28,16.36
2014,1,17,13,30,102000,100810,99630,2.3,12.83,17.92
2014,1,17,14,30,101960,100770,99590,2.54,9.56,18.79
2014,1,17,15,30,101930,100740,99570,2.35,12.86,18.96
2014,1,17,16,30,101910,100720,99550,2.66,24.98,18.26
2014,1,17,17,30,101920,100730,99550,2.77,21.93,18
2014,1,17,18,30,101910,100720,99530,2.26,20.64,17.42
2014,1,17,19,30,101910,100710,99530,1.59,355.27,16.72
2014,1,17,20,30,101910,100710,99530,2.06,351.34,16.13
2014,1,17,21,30,101930,100720,99540,2.3,0.39,15.17
2014,1,17,22,30,101940,100740,99550,2.33,4.85,14.74
2014,1,17,23,30,101960,100750,99570,2.37,353.86,14.44
2014,1,18,0,30,101960,100750,99560,3.39,2,13.88
2014,1,18,1,30,101940,100720,99540,4,359.42,12.02
2014,1,18,2,30,101920,100700,99520,4.19,0.71,11.56
2014,1,18,3,30,101930,100710,99520,4.85,357.62,11.65
2014,1,18,4,30,101940,100720,99530,6.02,358.52,11.36
2014,1,18,5,30,101950,100730,99540,5.34,0.35,10.66
2014,1,18,6,30,101960,100740,99540,4.71,1.38,10.12
2014,1,18,7,30,101990,100760,99570,4.1,7.17,9.6
2014,1,18,8,30,102010,100780,99590,3.46,11.59,8.77
2014,1,18,9,30,102020,100800,99600,2.82,15.49,9.16
2014,1,18,10,30,102020,100800,99600,2.14,19.42,11.16
2014,1,18,11,30,101990,100790,99590,2.39,16.12,13.9
2014,1,18,12,30,101960,100760,99580,1.87,21.02,15.83
2014,1,18,13,30,101870,100680,99500,1.63,30.15,17.44
2014,1,18,14,30,101810,100620,99450,1.61,34.69,18.48
2014,1,18,15,30,101760,100580,99410,1.58,35.23,18.76
2014,1,18,16,30,101740,100560,99380,1.95,44.48,18.27
2014,1,18,17,30,101740,100550,99370,2.05,32.36,17.91
2014,1,18,18,30,101730,100540,99360,2.21,36.84,16.95
2014,1,18,19,30,101730,100540,99370,1.74,53.48,16.84
2014,1,18,20,30,101750,100550,99370,1.14,16.17,15.4
2014,1,18,21,30,101770,100570,99390,1.59,43.85,15.87
2014,1,18,22,30,101790,100580,99400,1.71,60.25,14.68
2014,1,18,23,30,101810,100590,99420,1.22,73.26,14.11
