Year,Month,Day,Hour,Minute,surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa),wind speed at 40m (m/s),wind direction at 40m (deg),air temperature at 40m (C)
2014,1,10,2,30,102210,100970,99770,0.85,216.9,9.75
2014,1,10,3,30,102220,100980,99780,0.52,347.91,10.42
2014,1,10,4,30,102250,101000,99800,0.41,143.66,7.98
2014,1,10,5,30,102280,101040,99830,1.06,354.74,7.04
2014,1,10,6,30,102290,101040,99830,1.14,336.31,7.35
2014,1,10,7,30,102340,101090,99880,1.55,344.69,6.55
2014,1,10,8,30,102380,101130,99920,1.95,4.35,6.25
2014,1,10,9,30,102410,101160,99950,3.11,356.8,7.73
2014,1,10,10,30,102410,101180,99970,2.11,0.88,10.71
2014,1,10,11,30,102380,101150,99950,1.81,358.74,12.36
2014,1,10,12,30,102310,101080,99880,2.46,2.19,13.58
2014,1,10,13,30,102240,101020,99830,2.19,356.46,14.64
2014,1,10,14,30,102170,100960,99770,2.16,0.21,15.44
2014,1,10,15,30,102110,100900,99710,1.88,11.39,15.82
2014,1,10,16,30,102100,100880,99700,1.65,9.42,15.59
2014,1,10,17,30,102090,100880,99690,1.75,28.63,14.98
2014,1,10,18,30,102070,100860,99670,0.11,141.85,14.16
2014,1,10,19,30,102090,100870,99680,0.54,233.33,13.99
2014,1,10,20,30,102110,100890,99700,1.62,222.63,12.8
2014,1,10,21,30,102120,100890,99700,2.19,202.34,13.3
2014,1,10,22,30,102120,100890,99700,1.95,187.01,11.31
2014,1,10,23,30,102120,100890,99700,2.43,176.22,10.26
2014,1,11,0,30,102110,100870,99680,2.96,145.59,8.04
2014,1,11,1,30,102110,100850,99650,4.8,149.25,7.66
2014,1,11,2,30,102080,100830,99620,5.72,156.52,7.94
2014,1,11,3,30,102090,100830,99630,5.77,168.07,7.7
2014,1,11,4,30,102070,100830,99620,6.97,185.56,7.98
2014,1,11,5,30,102080,100820,99630,7.15,180.49,7.49
2014,1,11,6,30,102050,100800,99590,6.02,159.54,8.21
2014,1,11,7,30,102050,100820,99610,4.93,196.8,8.63
2014,1,11,8,30,102070,100850,99650,4.93,189.25,9.03
2014,1,11,9,30,102110,100900,99690,5.22,198.53,11.41
2014,1,11,10,30,102130,100880,99680,5.32,207.15,13.46
2014,1,11,11,30,102100,100880,99680,6.33,212.31,12.64
2014,1,11,12,30,102140,100870,99670,6.65,215.12,12.04
2014,1,11,13,30,102100,100810,99610,7.67,208.94,12.22
2014,1,11,14,30,102070,100800,99600,7.65,210.87,12.25
2014,1,11,15,30,101970,100760,99570,6.48,209.67,12.31
2014,1,11,16,30,102000,100760,99560,5.48,214.23,12.12
2014,1,11,17,30,102070,100800,99600,6.73,216.7,11.98
2014,1,11,18,30,102050,100820,99630,6.02,225.08,11.95
2014,1,11,19,30,102120,100860,99660,5.79,232.65,12
2014,1,11,20,30,102150,100930,99720,3.8,233.77,11.37
2014,1,11,21,30,102220,100980,99780,4.4,296.11,11.31
2014,1,11,22,30,102290,101050,99850,3.22,333.01,10.85
2014,1,11,23,30,102340,101090,99880,2.71,333.54,11.5
2014,1,12,0,30,102380,101130,99930,3.21,6.67,11.59
2014,1,12,1,30,102330,101100,99900,3.21,312.16,10.73
2014,1,12,2,30,102360,101110,99900,3.56,306.29,10.39
2014,1,12,3,30,102400,101150,99940,4.19,332.6,10.32
2014,1,12,4,30,102430,101180,99970,4.32,346.13,9.6
2014,1,12,5,30,102430,101190,99980,5.36,327.07,9.32
2014,1,12,6,30,102500,101260,100050,4.94,334.94,9.38
2014,1,12,7,30,102560,101320,100100,5.53,347.62,9.4
2014,1,12,8,30,102650,101400,100180,6.56,343.56,9.48
2014,1,12,9,30,102690,101450,100230,7.48,341.2,10.24
2014,1,12,10,30,102740,101510,100290,7.33,345.01,11.23
2014,1,12,11,30,102690,101460,100240,8.17,332.35,12.18
2014,1,12,12,30,102680,101460,100250,7.43,338.13,13.77
2014,1,12,13,30,102640,101410,100220,7.76,346.77,14.46
2014,1,12,14,30,102570,101350,100150,8.79,339.3,14.94
2014,1,12,15,30,102540,101330,100130,8.69,337,15.13
2014,1,12,16,30,102540,101320,100120,8.76,341.39,14.42
2014,1,12,17,30,102550,101330,100130,10.89,339.43,13.42
2014,1,12,18,30,102540,101320,100120,11.49,339.03,13.18
2014,1,12,19,30,102530,101310,100110,12.64,338.5,12.93
2014,1,12,20,30,102520,101300,100100,14.2,340.22,12.72
2014,1,12,21,30,102520,101310,100100,14.42,340.15,12.61
2014,1,12,22,30,102580,101350,100150,13.8,341.35,12.23
2014,1,12,23,30,102590,101370,100170,11.8,336.84,11.78
2014,1,13,0,30,102630,101410,100200,13.09,340.58,12.21
2014,1,13,1,30,102610,101390,100180,13.85,341.91,11.91
2014,1,13,2,30,102630,101400,100200,13.02,345.41,11.82
2014,1,13,3,30,102680,101450,100240,10.45,349.89,11.53
2014,1,13,4,30,102760,101530,100310,8.37,358.47,11.03
2014,1,13,5,30,102800,101560,100350,8.23,1.64,10.72
2014,1,13,6,30,102830,101590,100370,5.7,15.33,9.68
2014,1,13,7,30,102890,101650,100430,6.47,9.57,9.46
2014,1,13,8,30,102960,101710,100490,4.36,8.64,8.89
2014,1,13,9,30,103010,101770,100550,3.66,14.26,9.52
2014,1,13,10,30,103040,101800,100580,2.37,22.84,10.92
2014,1,13,11,30,103020,101790,100580,2.37,16.23,12.68
2014,1,13,12,30,103000,101780,100570,2.7,30.28,14.23
2014,1,13,13,30,102930,101720,100510,3.01,29.52,15.48
2014,1,13,14,30,102870,101660,100470,3.21,29.98,16.52
2014,1,13,15,30,102840,101630,100440,2.9,36.72,16.74
2014,1,13,16,30,102830,101620,100420,2.44,56.7,16.17
2014,1,13,17,30,102840,101620,100420,2.33,84.3,15.22
2014,1,13,18,30,102810,101590,100400,1.31,86.07,14.69
2014,1,13,19,30,102810,101590,100390,1.6,259,12.82
2014,1,13,20,30,102820,101600,100400,1.85,282.04,12.64
2014,1,13,21,30,102820,101590,100390,2.46,314.73,11.52
2014,1,13,22,30,102820,101590,100390,2.71,345.11,9.84
2014,1,13,23,30,102820,101590,100380,4,5.62,10.03
2014,1,14,0,30,102840,101610,100410,6.48,2.48,10.21
2014,1,14,1,30,102840,101610,100400,5.35,8.64,9.12
2014,1,14,2,30,102840,101610,100390,4.11,9.55,8.78
2014,1,14,3,30,102850,101620,100410,6.06,1.6,10.14
2014,1,14,4,30,102880,101650,100430,6.44,9.72,9.86
2014,1,14,5,30,102910,101680,100470,6.2,15.16,10.32
2014,1,14,6,30,102910,101680,100460,5.52,16.52,9.72
2014,1,14,7,30,102940,101710,100490,4.86,12.76,9.62
2014,1,14,8,30,102960,101730,100510,4.33,10.26,9.67
2014,1,14,9,30,102990,101770,100540,5.03,4.9,9.72
2014,1,14,10,30,102970,101740,100530,4.45,9.47,11.66
2014,1,14,11,30,102920,101710,100510,4.62,18.47,14.49
2014,1,14,12,30,102860,101660,100470,4.71,25.56,17.4
2014,1,14,13,30,102760,101570,100390,4.35,31.2,19.37
2014,1,14,14,30,102690,101510,100340,4.28,26.64,21.1
2014,1,14,15,30,102650,101470,100300,3.57,28.73,21.09
2014,1,14,16,30,102640,101450,100280,2.54,88.89,19.01
2014,1,14,17,30,102640,101450,100280,1.66,92.58,17.99
2014,1,14,18,30,102640,101450,100270,4.1,357.31,18.11
2014,1,14,19,30,102610,101420,100240,5.71,348.28,17.7
2014,1,14,20,30,102600,101400,100220,6.87,350.04,15.54
2014,1,14,21,30,102600,101390,100210,6.23,3.77,14.02
2014,1,14,22,30,102610,101400,100210,7.23,6.19,13.54
2014,1,14,23,30,102630,101410,100220,4.88,25.53,12.63
2014,1,15,0,30,102630,101420,100220,3.77,37.53,13.2
2014,1,15,1,30,102630,101420,100220,3.22,36.56,12.5
2014,1,15,2,30,102630,101400,100210,0.85,95.46,8.74
2014,1,15,3,30,102630,101400,100200,0.91,101.84,8.52
2014,1,15,4,30,102650,101420,100220,1.58,159.43,8.52
2014,1,15,5,30,102660,101440,100230,0.85,220.88,9.95
2014,1,15,6,30,102680,101440,100230,0.16,303.61,6.65
2014,1,15,7,30,102670,101440,100240,2.41,332.78,8.06
2014,1,15,8,30,102690,101460,100260,3.03,344.67,9.46
2014,1,15,9,30,102680,101450,100240,2.01,3.01,9.67
2014,1,15,10,30,102640,101420,100210,2.87,8.44,12.15
2014,1,15,11,30,102580,101370,100170,2.55,20.31,13.95
2014,1,15,12,30,102510,101310,100120,2.15,25.81,15.78
2014,1,15,13,30,102420,101220,100040,2.45,34.11,17.37
2014,1,15,14,30,102350,101160,99970,3.02,19.25,18.34
2014,1,15,15,30,102300,101110,99930,2.57,39.36,18.72
2014,1,15,16,30,102270,101080,99900,1.82,53.35,18.12
2014,1,15,17,30,102230,101040,99870,0.87,63.2,17.46
2014,1,15,18,30,102220,101030,99850,1.03,294.67,15.98
2014,1,15,19,30,102190,101000,99820,1.8,323.94,16.37
2014,1,15,20,30,102200,101000,99820,2.73,326.41,14.76
2014,1,15,21,30,102210,101010,99820,4.03,346.66,13.43
2014,1,15,22,30,102230,101020,99840,5.5,350.31,12.79
2014,1,15,23,30,102250,101030,99850,4.33,357.37,11.53
2014,1,16,0,30,102250,101040,99840,5.16,346.56,11.05
2014,1,16,1,30,102230,101000,99810,3.67,2.54,10.08
2014,1,16,2,30,102220,100990,99790,3.34,356.51,9.34
2014,1,16,3,30,102230,101000,99800,2.22,35.66,8.6
2014,1,16,4,30,102230,101000,99800,3.76,353.71,10.22
2014,1,16,5,30,102250,101020,99820,3.38,336.87,8.58
2014,1,16,6,30,102240,101010,99810,3.55,342.04,7.63
2014,1,16,7,30,102260,101020,99820,3.24,0.35,7.11
2014,1,16,8,30,102270,101030,99830,3.67,1.09,7.72
2014,1,16,9,30,102270,101040,99840,3.37,0.64,9.12
2014,1,16,10,30,102240,101020,99820,1.75,350.7,12.03
2014,1,16,11,30,102200,101000,99800,0.79,20.75,14.43
2014,1,16,12,30,102160,100960,99770,1.59,18.29,16.53
2014,1,16,13,30,102070,100880,99700,2.32,31.94,18.43
2014,1,16,14,30,102000,100810,99640,1.98,38.07,19.02
2014,1,16,15,30,101960,100780,99600,1.33,39.21,19.22
2014,1,16,16,30,101950,100770,99590,2,90.07,18.44
2014,1,16,17,30,101940,100750,99580,2.05,129.98,17.32
2014,1,16,18,30,101930,100740,99570,1.68,196.12,16.64
2014,1,16,19,30,101940,100740,99580,3.42,182.97,15.56
2014,1,16,20,30,101950,100750,99570,4.21,193.11,13.52
2014,1,16,21,30,101970,100770,99590,3.13,205.71,13.84
2014,1,16,22,30,101990,100780,99600,1.74,206.47,13.16
2014,1,16,23,30,102020,100810,99620,0.56,248.47,12.82
2014,1,17,0,30,102040,100820,99630,0.43,11.67,11.09
2014,1,17,1,30,102030,100800,99610,3.67,335.69,9.75
2014,1,17,2,30,102030,100800,99600,4.77,351.54,7.74
2014,1,17,3,30,102060,100820,99630,4.29,358.84,7.93
2014,1,17,4,30,102070,100840,99640,4.77,5.06,9.36
2014,1,17,5,30,102090,100860,99660,4.17,10.59,9.66
2014,1,17,6,30,102100,100870,99670,3.34,7.73,8.56
2014,1,17,7,30,102130,100890,99700,3.08,12.22,7.43
2014,1,17,8,30,102150,100920,99720,3.35,2.33,7.56
2014,1,17,9,30,102160,100930,99740,3.45,3.15,8.97
2014,1,17,10,30,102150,100930,99730,2.43,7.61,11.76
2014,1,17,11,30,102100,100890,99700,2.71,7.27,14.53
2014,1,17,12,30,102060,100860,99670,2.45,14.12,16.62
2014,1,17,13,30,102000,100810,99630,2.16,13.79,18.17
2014,1,17,14,30,101960,100770,99590,2.41,10.15,19.03
2014,1,17,15,30,101930,100740,99570,2.22,13.34,19.17
2014,1,17,16,30,101910,100720,99550,2.46,26.91,18.39
2014,1,17,17,30,101920,100730,99550,2.68,22.92,17.67
2014,1,17,18,30,101910,100720,99530,2.14,19.68,16.6
2014,1,17,19,30,101910,100710,99530,1.55,343.6,15.5
2014,1,17,20,30,101910,100710,99530,2.11,341.44,14.86
2014,1,17,21,30,101930,100720,99540,2.31,358.45,13.8
2014,1,17,22,30,101940,100740,99550,2.14,2.54,13.17
2014,1,17,23,30,101960,100750,99570,2.24,347.87,12.75
2014,1,18,0,30,101960,100750,99560,2.84,357.25,12.07
2014,1,18,1,30,101940,100720,99540,3.09,355.9,10.41
2014,1,18,2,30,101920,100700,99520,3.29,355.65,9.74
2014,1,18,3,30,101930,100710,99520,3.89,354.38,9.95
2014,1,18,4,30,101940,100720,99530,4.54,359.26,9.65
2014,1,18,5,30,101950,100730,99540,3.75,4.67,8.87
2014,1,18,6,30,101960,100740,99540,3.29,5.33,8.31
2014,1,18,7,30,101990,100760,99570,2.98,13.82,7.85
2014,1,18,8,30,102010,100780,99590,2.3,18.26,7.34
2014,1,18,9,30,102020,100800,99600,1.85,21.48,8.54
2014,1,18,10,30,102020,100800,99600,1.89,21.07,11.33
2014,1,18,11,30,101990,100790,99590,2.22,17.55,14.14
2014,1,18,12,30,101960,100760,99580,1.75,22.48,16.09
2014,1,18,13,30,101870,100680,99500,1.53,31.53,17.69
2014,1,18,14,30,101810,100620,99450,1.53,35.63,18.72
2014,1,18,15,30,101760,100580,99410,1.52,36.17,18.98
2014,1,18,16,30,101740,100560,99380,1.93,46.8,18.46
2014,1,18,17,30,101740,100550,99370,2.02,31.96,17.68
2014,1,18,18,30,101730,100540,99360,2.12,39.16,16.12
2014,1,18,19,30,101730,100540,99370,1.53,50.74,15.84
2014,1,18,20,30,101750,100550,99370,1.24,347.37,14.15
2014,1,18,21,30,101770,100570,99390,1.53,34.28,14.73
2014,1,18,22,30,101790,100580,99400,1.62,60.92,13.29
2014,1,18,23,30,101810,100590,99420,0.81,68.78,12.68
